"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0043679",0.0124810313782274,0.999930135026656,1,26,"axon terminus","CC"
"GO:0030425",0.0125159419384051,0.999387771319636,2,368,"dendrite","CC"
"GO:0030141",0.0141853166536553,0.999909114870054,1,31,"secretory granule","CC"
"GO:0005791",0.0159899859947897,0.999884003469857,1,35,"rough endoplasmic reticulum","CC"
"GO:0030133",0.0170128953735848,0.999868531135603,1,36,"transport vesicle","CC"
"GO:0048471",0.0171932503429434,0.999005501945593,2,429,"perinuclear region of cytoplasm","CC"
"GO:0005796",0.0254236670529815,0.999702415547745,1,57,"Golgi lumen","CC"
"GO:0031982",0.0264637874281682,0.999677444113482,1,57,"vesicle","CC"
"GO:0070062",0.0270934667545678,0.998002106582936,2,545,"extracellular exosome","CC"
"GO:0017080",4.69652009093096e-06,0.99999999657481,2,8,"sodium channel regulator activity","MF"
"GO:0004252",1.73185697250779e-05,0.999999828750915,3,108,"serine-type endopeptidase activity","MF"
"GO:0004341",0.00130239406907846,0.999999474665497,1,3,"gluconolactonase activity","MF"
"GO:0043559",0.00308125879608247,0.999996322046958,1,6,"insulin binding","MF"
"GO:0008843",0.00433812900851361,0.999992220099171,1,9,"endochitinase activity","MF"
"GO:0030234",0.00579727410253694,0.999985664657047,1,12,"enzyme regulator activity","MF"
"GO:0004568",0.00877163479760524,0.999966150608626,1,18,"chitinase activity","MF"
"GO:0004553",0.00932768458724164,0.999961490470379,1,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0015485",0.0171831062126182,0.999865878854629,1,36,"cholesterol binding","MF"
"GO:0008061",0.018581820747786,0.999842437206595,1,42,"chitin binding","MF"
"GO:0002039",0.0210577861308349,0.999796851607062,1,48,"p53 binding","MF"
"GO:0003712",0.0239983315261318,0.999735438202106,1,52,"transcription coregulator activity","MF"
"GO:0051087",0.0301301076725675,0.999580399861858,1,65,"chaperone binding","MF"
"GO:0004175",0.0308622572844253,0.999559537373062,1,66,"endopeptidase activity","MF"
"GO:0004867",0.0347840950245354,0.999438956790854,1,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:1900165",0.00865825006672224,0.999966600996769,1,23,NA,NA
"GO:0050715",0.00992290850346644,0.999955816306982,1,27,NA,NA
"GO:0005623",0.0397497893110322,0.996391283794498,2,696,NA,NA
