"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Day","dir","Gene_terms"
"13","PGEN_.00g057130","carbohydrate metabolic process",0.00416607267022412,"GO:0000272","polysaccharide catabolic process","BP","Day21","Up","Acidic mammalian chitinase (AMCase)"
"14","PGEN_.00g057130","catabolic process",0.00478303106836095,"GO:0006032","chitin catabolic process","BP","Day21","Up","Acidic mammalian chitinase (AMCase)"
"15","PGEN_.00g057130","catabolic process",0.00416607267022412,"GO:0000272","polysaccharide catabolic process","BP","Day21","Up","Acidic mammalian chitinase (AMCase)"
"16","PGEN_.00g057170","protein maturation",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Plasma kallikrein"
"17","PGEN_.00g057170","protein maturation",5.98836139018745e-06,"GO:0031639","plasminogen activation","BP","Day21","Up","Plasma kallikrein"
"18","PGEN_.00g057170","protein maturation",0.00575243521761315,"GO:0031638","zymogen activation","BP","Day21","Up","Plasma kallikrein"
"19","PGEN_.00g057170","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Plasma kallikrein"
"20","PGEN_.00g057170","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Plasma kallikrein"
"21","PGEN_.00g057170","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Plasma kallikrein"
"22","PGEN_.00g057170","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Plasma kallikrein"
"23","PGEN_.00g057170","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Plasma kallikrein"
"24","PGEN_.00g057170","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Plasma kallikrein"
"25","PGEN_.00g057190","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Plasma kallikrein"
"26","PGEN_.00g057190","extracellular matrix organization",0.00121625757880267,"GO:0022617","extracellular matrix disassembly","BP","Day21","Up","Plasma kallikrein"
"27","PGEN_.00g057190","protein maturation",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Plasma kallikrein"
"28","PGEN_.00g057190","protein maturation",5.98836139018745e-06,"GO:0031639","plasminogen activation","BP","Day21","Up","Plasma kallikrein"
"29","PGEN_.00g057190","protein maturation",0.00575243521761315,"GO:0031638","zymogen activation","BP","Day21","Up","Plasma kallikrein"
"30","PGEN_.00g057190","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Plasma kallikrein"
"31","PGEN_.00g057190","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Plasma kallikrein"
"32","PGEN_.00g057190","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Plasma kallikrein"
"33","PGEN_.00g057190","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Plasma kallikrein"
"34","PGEN_.00g057190","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Plasma kallikrein"
"35","PGEN_.00g096560","immune system process",0.0374161023340887,"GO:0006955","immune response","BP","Day21","Up","Interferon-induced protein 44-like"
"36","PGEN_.00g096560","immune system process",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Interferon-induced protein 44-like"
"37","PGEN_.00g096560","immune system process",0.00343971508275261,"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","BP","Day21","Up","Interferon-induced protein 44-like"
"38","PGEN_.00g152150","cell differentiation",0.0110794690840321,"GO:0045599","negative regulation of fat cell differentiation","BP","Day21","Up","Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)"
"39","PGEN_.00g156260","cell differentiation",0.0110794690840321,"GO:0045599","negative regulation of fat cell differentiation","BP","Day21","Up","Prostaglandin reductase-3 (PTGR-3)"
"40","PGEN_.00g169480","catabolic process",0.00416607267022412,"GO:0000272","polysaccharide catabolic process","BP","Day21","Up","Chitotriosidase-1"
"41","PGEN_.00g169480","immune system process",0.0374161023340887,"GO:0006955","immune response","BP","Day21","Up","Chitotriosidase-1"
"42","PGEN_.00g169480","transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Chitotriosidase-1"
"43","PGEN_.00g169480","transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Chitotriosidase-1"
"44","PGEN_.00g169480","catabolic process",0.00478303106836095,"GO:0006032","chitin catabolic process","BP","Day21","Up","Chitotriosidase-1"
"45","PGEN_.00g169480","immune system process",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Chitotriosidase-1"
"46","PGEN_.00g169480","transport",0.00284066741455597,"GO:0010765","positive regulation of sodium ion transport","BP","Day21","Up","Chitotriosidase-1"
"47","PGEN_.00g169480","vesicle-mediated transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Chitotriosidase-1"
"48","PGEN_.00g169480","immune system process",0.00343971508275261,"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","BP","Day21","Up","Chitotriosidase-1"
"49","PGEN_.00g169480","carbohydrate metabolic process",0.00416607267022412,"GO:0000272","polysaccharide catabolic process","BP","Day21","Up","Chitotriosidase-1"
"50","PGEN_.00g169480","transport",0.00132281135593976,"GO:0070633","transepithelial transport","BP","Day21","Up","Chitotriosidase-1"
"51","PGEN_.00g199810","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"52","PGEN_.00g199810","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"53","PGEN_.00g199810","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"54","PGEN_.00g199810","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"55","PGEN_.00g199810","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"56","PGEN_.00g199810","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Neuroendocrine convertase 1 (NEC 1)"
"57","PGEN_.00g205860","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"58","PGEN_.00g205860","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"59","PGEN_.00g205860","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"60","PGEN_.00g205860","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"61","PGEN_.00g205860","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"62","PGEN_.00g205860","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"63","PGEN_.00g205860","immune system process",0.0374161023340887,"GO:0006955","immune response","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"64","PGEN_.00g205860","immune system process",0.00343971508275261,"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"65","PGEN_.00g205860","immune system process",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Deleted in malignant brain tumors 1 protein (Apactin) (CRP-ductin) (Glycoprotein 300) (gp300) (Hensin) (Mucin-like glycoprotein) (Muclin) (Vomeroglandin) (p80)"
"66","PGEN_.00g276360","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"67","PGEN_.00g276360","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"68","PGEN_.00g276360","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"69","PGEN_.00g276360","immune system process",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"70","PGEN_.00g276360","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"71","PGEN_.00g276360","immune system process",0.0374161023340887,"GO:0006955","immune response","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"72","PGEN_.00g276360","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"73","PGEN_.00g276360","immune system process",0.00343971508275261,"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"74","PGEN_.00g276360","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)"
"75","PGEN_.00g279590","response to stress",0.00960180469457227,"GO:0048678","response to axon injury","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"76","PGEN_.00g279590","signal transduction",0.00065757940601221,"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"77","PGEN_.00g279590","response to stress",0.000135308289580866,"GO:0042730","fibrinolysis","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"78","PGEN_.00g279590","response to stress",0.000158940804033294,"GO:0007597","blood coagulation, intrinsic pathway","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"79","PGEN_.00g279590","response to stress",0.0213171004886989,"GO:0050830","defense response to Gram-positive bacterium","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"80","PGEN_.00g279590","response to stress",4.96764269403334e-05,"GO:0002542","Factor XII activation","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"81","PGEN_.00g279590","response to stress",8.51147139914224e-06,"GO:0051919","positive regulation of fibrinolysis","BP","Day21","Up","Apolipoprotein D (Apo-D) (ApoD)"
"82","PGEN_.00g282850","biosynthetic process",0.000580363655418453,"GO:0006703","estrogen biosynthetic process","BP","Day21","Up","Estradiol 17-beta-dehydrogenase 8"
"83","PGEN_.00g282850","lipid metabolic process",0.000580363655418453,"GO:0006703","estrogen biosynthetic process","BP","Day21","Up","Estradiol 17-beta-dehydrogenase 8"
"84","PGEN_.00g348220","transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Prostasin"
"85","PGEN_.00g348220","transport",0.00284066741455597,"GO:0010765","positive regulation of sodium ion transport","BP","Day21","Up","Prostasin"
"86","PGEN_.00g348220","transport",0.00132281135593976,"GO:0070633","transepithelial transport","BP","Day21","Up","Prostasin"
"87","PGEN_.00g348220","transmembrane transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Prostasin"
"88","PGEN_.00g348220","transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Prostasin"
"89","PGEN_.00g348570","transport",0.00132281135593976,"GO:0070633","transepithelial transport","BP","Day21","Up","Prostasin"
"90","PGEN_.00g348570","transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Prostasin"
"91","PGEN_.00g348570","transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Prostasin"
"92","PGEN_.00g348570","transport",0.00284066741455597,"GO:0010765","positive regulation of sodium ion transport","BP","Day21","Up","Prostasin"
"93","PGEN_.00g348570","transmembrane transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Prostasin"
"94","PGEN_.00g348850","transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"95","PGEN_.00g348850","immune system process",0.00343971508275261,"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"96","PGEN_.00g348850","immune system process",0.0374161023340887,"GO:0006955","immune response","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"97","PGEN_.00g348850","signal transduction",0.00065757940601221,"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"98","PGEN_.00g348850","vesicle-mediated transport",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"99","PGEN_.00g348850","transport",0.000108331779202602,"GO:1902307","positive regulation of sodium ion transmembrane transport","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"100","PGEN_.00g348850","transport",0.00132281135593976,"GO:0070633","transepithelial transport","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"101","PGEN_.00g348850","transport",0.00284066741455597,"GO:0010765","positive regulation of sodium ion transport","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
"102","PGEN_.00g348850","immune system process",0.0386493134870851,"GO:0043312","neutrophil degranulation","BP","Day21","Up","Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta)"
