"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"63","PGEN_.00g308530","ion binding",0.00243454914033781,"GO:0008270","zinc ion binding","MF","Protein hunchback (Fragment)"
"64","PGEN_.00g308530","ion binding",0.00221553369012673,"GO:0046872","metal ion binding","MF","Protein hunchback (Fragment)"
"65","PGEN_.00g308530","DNA-binding transcription factor ac...",0.0176386708546468,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","Protein hunchback (Fragment)"
"66","PGEN_.00g331660","DNA-binding transcription factor ac...",0.0176386708546468,"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF","NFX1-type zinc finger-containing protein 1"
"67","PGEN_.00g331660","ion binding",0.00221553369012673,"GO:0046872","metal ion binding","MF","NFX1-type zinc finger-containing protein 1"
"68","PGEN_.00g331660","ion binding",0.00243454914033781,"GO:0008270","zinc ion binding","MF","NFX1-type zinc finger-containing protein 1"
"69","PGEN_.00g338720","ion binding",0.00243454914033781,"GO:0008270","zinc ion binding","MF","Zinc finger protein 26 (Zfp-26) (Protein mKR3)"
"70","PGEN_.00g338720","ion binding",0.00221553369012673,"GO:0046872","metal ion binding","MF","Zinc finger protein 26 (Zfp-26) (Protein mKR3)"
"71","PGEN_.00g345680","peptidase activity",0.000392759066061728,"GO:0004175","endopeptidase activity","MF","Cathepsin L1"
"72","PGEN_.00g345680","peptidase activity",0.000523119634501489,"GO:0004197","cysteine-type endopeptidase activity","MF","Cathepsin L1"
