"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","Gene_terms"
"104","PGEN_.00g165960","anatomical structure development",0.0103245882408938,"GO:0002062","chondrocyte differentiation","BP","Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear receptor RVR) (Rev-erb-beta)"
"105","PGEN_.00g165960","anatomical structure development",0.0159425272760316,"GO:0048704","embryonic skeletal system morphogenesis","BP","Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear receptor RVR) (Rev-erb-beta)"
"106","PGEN_.00g165960","anatomical structure development",0.00507900128887407,"GO:0061371","determination of heart left/right asymmetry","BP","Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear receptor RVR) (Rev-erb-beta)"
"107","PGEN_.00g177880","catabolic process",0.0118128425250763,"GO:0006511","ubiquitin-dependent protein catabolic process","BP","E3 ubiquitin-protein ligase AMFR"
"108","PGEN_.00g177880","catabolic process",0.00496068762528144,"GO:0006914","autophagy","BP","E3 ubiquitin-protein ligase AMFR"
"109","PGEN_.00g177880","catabolic process",3.27809824638474e-05,"GO:0016236","macroautophagy","BP","E3 ubiquitin-protein ligase AMFR"
"110","PGEN_.00g177880","catabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","E3 ubiquitin-protein ligase AMFR"
"111","PGEN_.00g177880","catabolic process",0.0018757030479253,"GO:0000045","autophagosome assembly","BP","E3 ubiquitin-protein ligase AMFR"
"112","PGEN_.00g204750","protein transport",1.31067151230975e-05,"GO:0006886","intracellular protein transport","BP","TBC1 domain family member 22A"
"113","PGEN_.00g204750","transport",0.0297450262584826,"GO:1902600","proton transmembrane transport","BP","TBC1 domain family member 22A"
"114","PGEN_.00g204750","transport",1.31067151230975e-05,"GO:0006886","intracellular protein transport","BP","TBC1 domain family member 22A"
"115","PGEN_.00g204750","transport",0.0396993693423278,"GO:0042147","retrograde transport, endosome to Golgi","BP","TBC1 domain family member 22A"
"116","PGEN_.00g204750","transport",0.0111202817469882,"GO:0072583","clathrin-dependent endocytosis","BP","TBC1 domain family member 22A"
"117","PGEN_.00g204750","transport",0.022326901575167,"GO:0006897","endocytosis","BP","TBC1 domain family member 22A"
"118","PGEN_.00g204750","transport",0.00680230720995371,"GO:0046326","positive regulation of glucose import","BP","TBC1 domain family member 22A"
"119","PGEN_.00g204750","transport",0.0276675260737552,"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP","TBC1 domain family member 22A"
"120","PGEN_.00g204750","transport",6.80683492923425e-05,"GO:0015031","protein transport","BP","TBC1 domain family member 22A"
"121","PGEN_.00g208790","catabolic process",0.0118128425250763,"GO:0006511","ubiquitin-dependent protein catabolic process","BP","TBC1 domain family member 25"
"122","PGEN_.00g208790","transport",0.0297450262584826,"GO:1902600","proton transmembrane transport","BP","TBC1 domain family member 25"
"123","PGEN_.00g208790","transport",6.80683492923425e-05,"GO:0015031","protein transport","BP","TBC1 domain family member 25"
"124","PGEN_.00g208790","transport",0.0276675260737552,"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP","TBC1 domain family member 25"
"125","PGEN_.00g208790","catabolic process",3.27809824638474e-05,"GO:0016236","macroautophagy","BP","TBC1 domain family member 25"
"126","PGEN_.00g208790","transport",1.31067151230975e-05,"GO:0006886","intracellular protein transport","BP","TBC1 domain family member 25"
"127","PGEN_.00g208790","catabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","TBC1 domain family member 25"
"128","PGEN_.00g208790","transport",0.0111202817469882,"GO:0072583","clathrin-dependent endocytosis","BP","TBC1 domain family member 25"
"129","PGEN_.00g208790","catabolic process",0.00496068762528144,"GO:0006914","autophagy","BP","TBC1 domain family member 25"
"130","PGEN_.00g208790","protein transport",1.31067151230975e-05,"GO:0006886","intracellular protein transport","BP","TBC1 domain family member 25"
"131","PGEN_.00g208790","transport",0.0396993693423278,"GO:0042147","retrograde transport, endosome to Golgi","BP","TBC1 domain family member 25"
"132","PGEN_.00g208790","transport",0.022326901575167,"GO:0006897","endocytosis","BP","TBC1 domain family member 25"
"133","PGEN_.00g208790","transport",0.00680230720995371,"GO:0046326","positive regulation of glucose import","BP","TBC1 domain family member 25"
"134","PGEN_.00g208790","catabolic process",0.0018757030479253,"GO:0000045","autophagosome assembly","BP","TBC1 domain family member 25"
"135","PGEN_.00g213350","lipid metabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"136","PGEN_.00g213350","catabolic process",3.27809824638474e-05,"GO:0016236","macroautophagy","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"137","PGEN_.00g213350","catabolic process",0.0118128425250763,"GO:0006511","ubiquitin-dependent protein catabolic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"138","PGEN_.00g213350","catabolic process",0.0018757030479253,"GO:0000045","autophagosome assembly","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"139","PGEN_.00g213350","lipid metabolic process",0.00587311384407228,"GO:0006633","fatty acid biosynthetic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"140","PGEN_.00g213350","catabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"141","PGEN_.00g213350","small molecule metabolic process",0.00587311384407228,"GO:0006633","fatty acid biosynthetic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"142","PGEN_.00g213350","lipid metabolic process",0.0251963181455334,"GO:0001523","retinoid metabolic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"143","PGEN_.00g213350","lipid metabolic process",0.0059313622543644,"GO:0008610","lipid biosynthetic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"144","PGEN_.00g213350","lipid metabolic process",0.0176504260641862,"GO:0006661","phosphatidylinositol biosynthetic process","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"145","PGEN_.00g213350","catabolic process",0.00496068762528144,"GO:0006914","autophagy","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"146","PGEN_.00g213350","small molecule metabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","Carnitine O-palmitoyltransferase 2, mitochondrial"
"147","PGEN_.00g312490","anatomical structure development",0.00362498673085415,"GO:0042472","inner ear morphogenesis","BP","Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)"
"148","PGEN_.00g312490","anatomical structure development",0.0103245882408938,"GO:0002062","chondrocyte differentiation","BP","Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)"
"149","PGEN_.00g312490","anatomical structure development",0.0159425272760316,"GO:0048704","embryonic skeletal system morphogenesis","BP","Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)"
"150","PGEN_.00g312490","anatomical structure development",0.00507900128887407,"GO:0061371","determination of heart left/right asymmetry","BP","Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)"
"151","PGEN_.00g312490","anatomical structure development",0.0189952805883812,"GO:0007275","multicellular organism development","BP","Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)"
"152","PGEN_.00g313730","vesicle-mediated transport",0.0396993693423278,"GO:0042147","retrograde transport, endosome to Golgi","BP","WASH complex subunit 2A"
"153","PGEN_.00g313730","vesicle-mediated transport",0.022326901575167,"GO:0006897","endocytosis","BP","WASH complex subunit 2A"
"154","PGEN_.00g313730","transport",0.0276675260737552,"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP","WASH complex subunit 2A"
"155","PGEN_.00g313730","transport",1.31067151230975e-05,"GO:0006886","intracellular protein transport","BP","WASH complex subunit 2A"
"156","PGEN_.00g313730","transport",6.80683492923425e-05,"GO:0015031","protein transport","BP","WASH complex subunit 2A"
"157","PGEN_.00g313730","transport",0.00680230720995371,"GO:0046326","positive regulation of glucose import","BP","WASH complex subunit 2A"
"158","PGEN_.00g313730","vesicle-mediated transport",0.0111202817469882,"GO:0072583","clathrin-dependent endocytosis","BP","WASH complex subunit 2A"
"159","PGEN_.00g313730","vesicle-mediated transport",0.0276675260737552,"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","BP","WASH complex subunit 2A"
"160","PGEN_.00g313730","transport",0.0111202817469882,"GO:0072583","clathrin-dependent endocytosis","BP","WASH complex subunit 2A"
"161","PGEN_.00g313730","transport",0.022326901575167,"GO:0006897","endocytosis","BP","WASH complex subunit 2A"
"162","PGEN_.00g313730","transport",0.0396993693423278,"GO:0042147","retrograde transport, endosome to Golgi","BP","WASH complex subunit 2A"
"163","PGEN_.00g313730","transport",0.0297450262584826,"GO:1902600","proton transmembrane transport","BP","WASH complex subunit 2A"
"164","PGEN_.00g316320","lipid metabolic process",0.00587311384407228,"GO:0006633","fatty acid biosynthetic process","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"165","PGEN_.00g316320","catabolic process",3.27809824638474e-05,"GO:0016236","macroautophagy","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"166","PGEN_.00g316320","catabolic process",0.0018757030479253,"GO:0000045","autophagosome assembly","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"167","PGEN_.00g316320","catabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"168","PGEN_.00g316320","lipid metabolic process",0.0160138812442658,"GO:0006635","fatty acid beta-oxidation","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"169","PGEN_.00g316320","biosynthetic process",0.0176504260641862,"GO:0006661","phosphatidylinositol biosynthetic process","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"170","PGEN_.00g316320","lipid metabolic process",0.0251963181455334,"GO:0001523","retinoid metabolic process","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
"171","PGEN_.00g316320","autophagy",0.0018757030479253,"GO:0000045","autophagosome assembly","BP","Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4)"
