"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"230","GO:0043393",0.00970971151545119,0.999149104506017,3,12,"regulation of protein binding","BP","red","Day21"
"114","GO:0010171",0.00975596346166842,0.999803615402702,2,3,"body morphogenesis","BP","red","Day21"
"179","GO:0032049",0.010144191769177,0.999661163166239,2,5,"cardiolipin biosynthetic process","BP","red","Day21"
"329","GO:0090239",0.0101623608740556,0.999706460505593,2,4,"regulation of histone H4 acetylation","BP","red","Day21"
"111","GO:0009620",0.0104352437880577,0.99953939606492,2,13,"response to fungus","BP","red","Day21"
"58","GO:0006139",0.0104969398114719,0.999037406040131,3,13,"nucleobase-containing compound metabolic process","BP","red","Day21"
"148","GO:0018230",0.0109692034302064,0.998963414896519,3,14,"peptidyl-L-cysteine S-palmitoylation","BP","red","Day21"
"388","GO:2001253",0.0116315184742014,0.999546585221494,2,6,"regulation of histone H3-K36 trimethylation","BP","red","Day21"
"59","GO:0006259",0.0116742205670735,0.998819854699655,3,19,"DNA metabolic process","BP","red","Day21"
"120","GO:0010793",0.0116831574253492,0.998925274945714,3,11,"regulation of mRNA export from nucleus","BP","red","Day21"
"197","GO:0033683",0.0122396471930792,0.998831061186976,3,12,"nucleotide-excision repair, DNA incision","BP","red","Day21"
"383","GO:2000304",0.0122474725839227,0.999721692201527,2,3,"positive regulation of ceramide biosynthetic process","BP","red","Day21"
"192","GO:0033029",0.0123860980280211,0.999602711837642,2,4,"regulation of neutrophil apoptotic process","BP","red","Day21"
"268","GO:0048021",0.0123860980280211,0.999602711837642,2,4,"regulation of melanin biosynthetic process","BP","red","Day21"
"348","GO:0140206",0.0123860980280211,0.999602711837642,2,4,"dipeptide import across plasma membrane","BP","red","Day21"
"353","GO:1901494",0.0123860980280211,0.999602711837642,2,4,"regulation of cysteine metabolic process","BP","red","Day21"
"365","GO:1903786",0.0123860980280211,0.999602711837642,2,4,"regulation of glutathione biosynthetic process","BP","red","Day21"
"372","GO:1904717",0.0123860980280211,0.999602711837642,2,4,"regulation of AMPA glutamate receptor clustering","BP","red","Day21"
"381","GO:2000211",0.0123860980280211,0.999602711837642,2,4,"regulation of glutamate metabolic process","BP","red","Day21"
"187","GO:0032486",0.012562275246138,0.999594026707683,2,4,"Rap protein signal transduction","BP","red","Day21"
"74","GO:0006378",0.0129068443994167,0.998029745007326,4,21,"mRNA polyadenylation","BP","red","Day21"
"168","GO:0031115",0.0131910986099647,0.998761705585107,3,10,"negative regulation of microtubule polymerization","BP","red","Day21"
"243","GO:0045138",0.0132399296161506,0.999686314089787,2,3,"nematode male tail tip morphogenesis","BP","red","Day21"
"233","GO:0043504",0.0132749371414891,0.999488949273401,2,5,"mitochondrial DNA repair","BP","red","Day21"
"251","GO:0046039",0.0134588298847887,0.999362678460398,2,9,"GTP metabolic process","BP","red","Day21"
"319","GO:0071866",0.0134706992997039,1,1,1,"negative regulation of apoptotic process in bone marrow cell","BP","red","Day21"
"361","GO:1903204",0.0134858656538152,0.998690990612566,3,11,"negative regulation of oxidative stress-induced neuron death","BP","red","Day21"
"133","GO:0016082",0.0135545733726262,0.998714506299195,3,10,"synaptic vesicle priming","BP","red","Day21"
"93","GO:0007266",0.0139947319393183,0.997111530774732,5,35,"Rho protein signal transduction","BP","red","Day21"
"216","GO:0040029",0.0140242951661603,0.998751105346572,3,8,"regulation of gene expression, epigenetic","BP","red","Day21"
"225","GO:0043030",0.014105798241541,0.999391196461679,2,6,"regulation of macrophage activation","BP","red","Day21"
"208","GO:0035556",0.0142144534141465,0.993091710075569,18,192,"intracellular signal transduction","BP","red","Day21"
"134","GO:0016188",0.0143349795668799,0.999503006761677,2,4,"synaptic vesicle maturation","BP","red","Day21"
"191","GO:0032958",0.0149286218583484,0.998578336725093,3,9,"inositol phosphate biosynthetic process","BP","red","Day21"
"157","GO:0021654",0.0152478855341914,1,1,1,"rhombomere boundary formation","BP","red","Day21"
"204","GO:0035475",0.0152478855341914,1,1,1,"angioblast cell migration involved in selective angioblast sprouting","BP","red","Day21"
"119","GO:0010591",0.01547738120957,0.999211032207583,2,9,"regulation of lamellipodium assembly","BP","red","Day21"
"159","GO:0021756",0.0157935613939617,0.998413100659873,3,10,"striatum development","BP","red","Day21"
"123","GO:0010942",0.0160223586919113,0.997427690636477,4,19,"positive regulation of cell death","BP","red","Day21"
"92","GO:0007188",0.0166546460507073,0.997211298567311,4,24,"adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP","red","Day21"
"382","GO:2000234",0.0167831295388197,0.999268058742738,2,5,"positive regulation of rRNA processing","BP","red","Day21"
"386","GO:2000768",0.0172792390123512,0.999527385757264,2,3,"positive regulation of nephron tubule epithelial cell differentiation","BP","red","Day21"
"156","GO:0019827",0.0172994077175744,0.997084280678281,4,23,"stem cell population maintenance","BP","red","Day21"
"326","GO:0090036",0.0173565442916561,1,1,1,"regulation of protein kinase C signaling","BP","red","Day21"
"149","GO:0018345",0.0173899219415907,0.997960229154541,3,19,"protein palmitoylation","BP","red","Day21"
"318","GO:0071702",0.0174952542685685,0.999325144112615,2,4,"organic substance transport","BP","red","Day21"
"1","GO:0000082",0.0177070879175438,0.996067690888565,5,42,"G1/S transition of mitotic cell cycle","BP","red","Day21"
"254","GO:0046395",0.0177944164952589,0.999023361597235,2,9,"carboxylic acid catabolic process","BP","red","Day21"
"255","GO:0046434",0.0177944164952589,0.999023361597235,2,9,"organophosphate catabolic process","BP","red","Day21"
"212","GO:0035963",0.0182528769073173,1,1,1,"cellular response to interleukin-13","BP","red","Day21"
"75","GO:0006406",0.0183210763712419,0.995285925798564,6,37,"mRNA export from nucleus","BP","red","Day21"
"65","GO:0006294",0.0183381794832633,0.999274491692615,2,4,"nucleotide-excision repair, preincision complex assembly","BP","red","Day21"
"270","GO:0048298",0.0183514380107472,0.99948137760112,2,3,"positive regulation of isotype switching to IgA isotypes","BP","red","Day21"
"313","GO:0070997",0.0184748551615707,0.999266155282879,2,4,"neuron death","BP","red","Day21"
"91","GO:0007060",0.0188536786140089,0.999459298197075,2,3,"male meiosis chromosome segregation","BP","red","Day21"
"137","GO:0016321",0.0188536786140089,0.999459298197075,2,3,"female meiosis chromosome segregation","BP","red","Day21"
"19","GO:0001934",0.0189861357965359,0.994282859600183,7,66,"positive regulation of protein phosphorylation","BP","red","Day21"
"220","GO:0042761",0.0191146072512006,0.998868462516894,2,11,"very long-chain fatty acid biosynthetic process","BP","red","Day21"
"22","GO:0002119",0.0191340078659625,0.997746752629997,3,15,"nematode larval development","BP","red","Day21"
"194","GO:0033512",0.0191459669682847,0.999224727634351,2,4,"L-lysine catabolic process to acetyl-CoA via saccharopine","BP","red","Day21"
"112","GO:0009636",0.0191565686561471,0.994159396709675,7,84,"response to toxic substance","BP","red","Day21"
"16","GO:0001666",0.0193745835316584,0.993523710087633,8,90,"response to hypoxia","BP","red","Day21"
"154","GO:0019439",0.0194221263458475,0.998824667849423,2,12,"aromatic compound catabolic process","BP","red","Day21"
"289","GO:0051099",0.0197528440429145,0.998810093928205,2,11,"positive regulation of binding","BP","red","Day21"
"371","GO:1904469",0.0203012327662672,0.997475311162724,3,19,"positive regulation of tumor necrosis factor secretion","BP","red","Day21"
"284","GO:0050779",0.0203943623430197,1,1,1,"RNA destabilization","BP","red","Day21"
"64","GO:0006293",0.0206573373001525,0.999128473366878,2,4,"nucleotide-excision repair, preincision complex stabilization","BP","red","Day21"
"311","GO:0070911",0.0206573373001525,0.999128473366878,2,4,"global genome nucleotide-excision repair","BP","red","Day21"
"337","GO:0099525",0.0207179805600519,0.998988442164781,2,5,"presynaptic dense core vesicle exocytosis","BP","red","Day21"
"294","GO:0051415",0.0211113572501156,0.999098771885439,2,4,"microtubule nucleation by interphase microtubule organizing center","BP","red","Day21"
"161","GO:0030097",0.0211388517730394,0.996039115706005,4,39,"hemopoiesis","BP","red","Day21"
"10","GO:0000715",0.0211443259068462,0.998956239560153,2,5,"nucleotide-excision repair, DNA damage recognition","BP","red","Day21"
"237","GO:0044341",0.0212257290773162,1,1,1,"sodium-dependent phosphate transport","BP","red","Day21"
"136","GO:0016310",0.021256125311623,0.996312326461887,4,18,"phosphorylation","BP","red","Day21"
"107","GO:0008630",0.0213644064079359,0.996203894055248,4,21,"intrinsic apoptotic signaling pathway in response to DNA damage","BP","red","Day21"
"387","GO:2001022",0.0214496479848661,0.998932956067745,2,5,"positive regulation of response to DNA damage stimulus","BP","red","Day21"
"202","GO:0035186",0.0214636537618912,1,1,1,"syncytial blastoderm mitotic cell cycle","BP","red","Day21"
"84","GO:0006878",0.0220205935242829,0.998888923253713,2,5,"cellular copper ion homeostasis","BP","red","Day21"
"147","GO:0018142",0.022584362270707,0.999807180699781,1,4,"protein-DNA covalent cross-linking","BP","red","Day21"
"207","GO:0035553",0.0226876677445561,1,1,1,"oxidative single-stranded RNA demethylation","BP","red","Day21"
"8","GO:0000472",0.0227004001756968,0.998992019061974,2,4,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","red","Day21"
"9","GO:0000480",0.0227004001756968,0.998992019061974,2,4,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","red","Day21"
"106","GO:0008589",0.022762059146805,0.995829916564064,4,23,"regulation of smoothened signaling pathway","BP","red","Day21"
"252","GO:0046323",0.0228384658853519,0.998982540716468,2,4,"glucose import","BP","red","Day21"
"219","GO:0042254",0.0228636411801887,0.995672126636945,4,32,"ribosome biogenesis","BP","red","Day21"
"281","GO:0050684",0.0229558662961329,0.997217807810973,3,12,"regulation of mRNA processing","BP","red","Day21"
"60","GO:0006260",0.0230703060031115,0.991435643824025,9,103,"DNA replication","BP","red","Day21"
"116","GO:0010243",0.0242392877136717,0.996999973880786,3,12,"response to organonitrogen compound","BP","red","Day21"
"87","GO:0006915",0.0243353869537882,0.986872207326259,20,308,"apoptotic process","BP","red","Day21"
"352","GO:1901076",0.0246587989048111,0.998854597054807,2,4,"positive regulation of engulfment of apoptotic cell","BP","red","Day21"
"3","GO:0000186",0.0246971077381184,0.997054003439181,3,10,"activation of MAPKK activity","BP","red","Day21"
"231","GO:0043491",0.0248204120572335,0.996849827301298,3,13,"protein kinase B signaling","BP","red","Day21"
"247","GO:0045670",0.0249153142101801,0.998655998162956,2,5,"regulation of osteoclast differentiation","BP","red","Day21"
"304","GO:0070306",0.0251988284238985,0.998437231184337,2,7,"lens fiber cell differentiation","BP","red","Day21"
"359","GO:1902617",0.0254822324979474,0.998270126634044,2,10,"response to fluoride","BP","red","Day21"
"201","GO:0034427",0.0254976740301568,0.99826851518703,2,10,"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","BP","red","Day21"
"358","GO:1902544",0.0255623534311353,1,1,1,"regulation of DNA N-glycosylase activity","BP","red","Day21"
"153","GO:0019372",0.0258745397580109,0.998175210052851,2,12,"lipoxygenase pathway","BP","red","Day21"
"221","GO:0042773",0.0259678623419597,0.999829433833833,1,2,"ATP synthesis coupled electron transport","BP","red","Day21"
"215","GO:0036494",0.0261112967971571,1,1,1,"positive regulation of translation initiation in response to endoplasmic reticulum stress","BP","red","Day21"
"285","GO:0050893",0.0265320871095511,0.998717268289301,2,4,"sensory processing","BP","red","Day21"
"297","GO:0051775",0.0265802420247091,0.998389649273493,2,6,"response to redox state","BP","red","Day21"
"71","GO:0006357",0.0266316796547723,0.986949518276544,15,228,"regulation of transcription by RNA polymerase II","BP","red","Day21"
"309","GO:0070816",0.0268716840834103,0.998274632929793,2,7,"phosphorylation of RNA polymerase II C-terminal domain","BP","red","Day21"
"376","GO:1990168",0.0275236527586728,0.999744704849203,1,3,"protein K33-linked deubiquitination","BP","red","Day21"
"282","GO:0050709",0.0282384760788616,0.996182095464107,3,14,"negative regulation of protein secretion","BP","red","Day21"
"325","GO:0072711",0.0285344017852904,0.998203395590013,2,6,"cellular response to hydroxyurea","BP","red","Day21"
"229","GO:0043267",0.0286789702578847,0.997890820127344,2,11,"negative regulation of potassium ion transport","BP","red","Day21"
"122","GO:0010909",0.0295963546251608,1,1,1,"positive regulation of heparan sulfate proteoglycan biosynthetic process","BP","red","Day21"
"370","GO:1904385",0.029700139004184,0.998088807644145,2,6,"cellular response to angiotensin","BP","red","Day21"
"7","GO:0000447",0.030052015450918,0.998204611076973,2,5,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP","red","Day21"
"205","GO:0035493",0.0309089585386163,0.997967289587912,2,6,"SNARE complex assembly","BP","red","Day21"
"300","GO:0060322",0.0309708090911093,0.995963324900478,3,10,"head development","BP","red","Day21"
"132","GO:0016042",0.0309806362867436,0.991889548869127,5,61,"lipid catabolic process","BP","red","Day21"
"246","GO:0045434",0.0312698803658927,0.99953535331022,1,17,"negative regulation of female receptivity, post-mating","BP","red","Day21"
"349","GO:1900034",0.0320367644919272,0.995509451211584,3,13,"regulation of cellular response to heat","BP","red","Day21"
"373","GO:1904837",0.0322401376167077,0.997998224235049,2,5,"beta-catenin-TCF complex assembly","BP","red","Day21"
"81","GO:0006734",0.0323933256459702,0.997983469274225,2,5,"NADH metabolic process","BP","red","Day21"
"336","GO:0099041",0.0328163840082948,0.998216491337683,2,4,"vesicle tethering to Golgi","BP","red","Day21"
"66","GO:0006295",0.0329059009794796,0.997641457457846,2,7,"nucleotide-excision repair, DNA incision, 3'-to lesion","BP","red","Day21"
"346","GO:0110155",0.0335645291493941,0.999713930628283,1,2,"NAD-cap decapping","BP","red","Day21"
"165","GO:0030950",0.0337931460459674,0.997451757378584,2,8,"establishment or maintenance of actin cytoskeleton polarity","BP","red","Day21"
"274","GO:0048598",0.0340298430240114,0.997354228739053,2,9,"embryonic morphogenesis","BP","red","Day21"
"109","GO:0009306",0.034325354365609,0.99463516073503,3,25,"protein secretion","BP","red","Day21"
"82","GO:0006753",0.0345067806948984,1,1,1,"nucleoside phosphate metabolic process","BP","red","Day21"
"130","GO:0015938",0.0345067806948984,1,1,1,"coenzyme A catabolic process","BP","red","Day21"
"253","GO:0046324",0.0345766568590048,0.997768892236335,2,5,"regulation of glucose import","BP","red","Day21"
"118","GO:0010571",0.0346441692380136,0.997762130736719,2,5,"positive regulation of nuclear cell cycle DNA replication","BP","red","Day21"
"175","GO:0031647",0.0348776052298207,0.989141690646988,6,77,"regulation of protein stability","BP","red","Day21"
"101","GO:0008203",0.0349314446323458,0.987990985246456,7,77,"cholesterol metabolic process","BP","red","Day21"
"241","GO:0045006",0.0349357651975885,0.999587297761782,1,3,"DNA deamination","BP","red","Day21"
"316","GO:0071028",0.0354829527674221,0.997071557795289,2,11,"nuclear mRNA surveillance","BP","red","Day21"
"110","GO:0009408",0.0358997125080146,0.992151786687688,4,34,"response to heat","BP","red","Day21"
"25","GO:0002949",0.0361365189104986,0.999667970080219,1,2,"tRNA threonylcarbamoyladenosine modification","BP","red","Day21"
"67","GO:0006296",0.0363150331055354,0.9972528953579,2,7,"nucleotide-excision repair, DNA incision, 5'-to lesion","BP","red","Day21"
"76","GO:0006422",0.0364126049610714,1,1,1,"aspartyl-tRNA aminoacylation","BP","red","Day21"
"320","GO:0071897",0.0365998054582675,0.994522554090582,3,14,"DNA biosynthetic process","BP","red","Day21"
"206","GO:0035523",0.0366473414868831,0.999489232821829,1,4,"protein K29-linked deubiquitination","BP","red","Day21"
"89","GO:0007040",0.0368715252152584,0.992019831104279,4,27,"lysosome organization","BP","red","Day21"
"258","GO:0046580",0.0370093688574429,0.994508880689563,3,13,"negative regulation of Ras protein signal transduction","BP","red","Day21"
"369","GO:1904247",0.0370283204373247,1,1,1,"positive regulation of polynucleotide adenylyltransferase activity","BP","red","Day21"
"287","GO:0051028",0.0375804011081567,0.988256586653433,6,56,"mRNA transport","BP","red","Day21"
"299","GO:0060292",0.0376824568538175,0.996902607053031,2,9,"long-term synaptic depression","BP","red","Day21"
"385","GO:2000601",0.0376859287352952,0.997090615300601,2,7,"positive regulation of Arp2/3 complex-mediated actin nucleation","BP","red","Day21"
"11","GO:0000717",0.0377037700719424,0.997088480894895,2,7,"nucleotide-excision repair, DNA duplex unwinding","BP","red","Day21"
"317","GO:0071049",0.037913418743035,0.999634179570466,1,2,"nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription","BP","red","Day21"
"12","GO:0000729",0.0381495758648343,0.997400839784178,2,5,"DNA double-strand break processing","BP","red","Day21"
"70","GO:0006325",0.038247323697109,0.988009543508448,6,55,"chromatin organization","BP","red","Day21"
"88","GO:0007015",0.0385018908792113,0.986577514582816,7,66,"actin filament organization","BP","red","Day21"
"86","GO:0006904",0.0392433617732305,0.993895809075307,3,15,"vesicle docking involved in exocytosis","BP","red","Day21"
"283","GO:0050732",0.0394035109534845,0.99668093710445,2,9,"negative regulation of peptidyl-tyrosine phosphorylation","BP","red","Day21"
"94","GO:0007286",0.0394691986512432,0.989173982421758,5,43,"spermatid development","BP","red","Day21"
"121","GO:0010875",0.0401098624692156,0.993549777440227,3,18,"positive regulation of cholesterol efflux","BP","red","Day21"
"90","GO:0007041",0.0401419791149742,0.991074444864907,4,27,"lysosomal transport","BP","red","Day21"
"256","GO:0046470",0.0401798886080947,0.996364298089435,2,13,"phosphatidylcholine metabolic process","BP","red","Day21"
"190","GO:0032956",0.0404014656698528,0.988848119758715,5,43,"regulation of actin cytoskeleton organization","BP","red","Day21"
"186","GO:0032411",0.0404966982246843,0.996359961262545,2,12,"positive regulation of transporter activity","BP","red","Day21"
"363","GO:1903507",0.0406775717734966,0.999578292334941,1,2,"negative regulation of nucleic acid-templated transcription","BP","red","Day21"
"277","GO:0048815",0.0406897845570892,1,1,1,"hermaphrodite genitalia morphogenesis","BP","red","Day21"
"180","GO:0032091",0.0408576220869465,0.993269075230367,3,21,"negative regulation of protein binding","BP","red","Day21"
"364","GO:1903546",0.0411244071540268,0.997078826233103,2,5,"protein localization to photoreceptor outer segment","BP","red","Day21"
"368","GO:1904028",0.0413544622396272,1,1,1,"positive regulation of collagen fibril organization","BP","red","Day21"
"113","GO:0009750",0.0417525536137294,0.999408686625813,1,3,"response to fructose","BP","red","Day21"
"269","GO:0048167",0.0425330262455184,0.990306498313009,4,29,"regulation of synaptic plasticity","BP","red","Day21"
"249","GO:0045986",0.0426580946135274,0.996650520287993,2,6,"negative regulation of smooth muscle contraction","BP","red","Day21"
"20","GO:0002025",0.0427513076273976,0.999379774558093,1,3,"norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP","red","Day21"
"21","GO:0002032",0.0427513076273976,0.999379774558093,1,3,"desensitization of G protein-coupled receptor signaling pathway by arrestin","BP","red","Day21"
"127","GO:0014070",0.0428215213551006,0.987833964489543,5,55,"response to organic cyclic compound","BP","red","Day21"
"296","GO:0051496",0.0428477838805914,0.992842781386372,3,20,"positive regulation of stress fiber assembly","BP","red","Day21"
"360","GO:1902990",0.0435898617072387,1,1,1,"mitotic telomere maintenance via semi-conservative replication","BP","red","Day21"
"188","GO:0032780",0.0439257033671393,0.996072223705612,2,9,"negative regulation of ATPase activity","BP","red","Day21"
"160","GO:0022409",0.0442282095867732,0.990185316251836,4,20,"positive regulation of cell-cell adhesion","BP","red","Day21"
"158","GO:0021702",0.0446918826604152,0.996209258555527,2,7,"cerebellar Purkinje cell differentiation","BP","red","Day21"
"85","GO:0006897",0.0452127338129526,0.97911146926071,11,143,"endocytosis","BP","red","Day21"
"117","GO:0010508",0.0455825587685002,0.989480397152039,4,26,"positive regulation of autophagy","BP","red","Day21"
"301","GO:0061643",0.0455962728809503,0.996568972898817,2,5,"chemorepulsion of axon","BP","red","Day21"
"328","GO:0090200",0.0458821896634729,0.995710886640335,2,10,"positive regulation of release of cytochrome c from mitochondria","BP","red","Day21"
"321","GO:0071932",0.0463369688393292,0.999451181132327,1,2,"replication fork reversal","BP","red","Day21"
"63","GO:0006289",0.0463561159155676,0.989055932885631,4,32,"nucleotide-excision repair","BP","red","Day21"
"242","GO:0045063",0.0468779021358581,1,1,1,"T-helper 1 cell differentiation","BP","red","Day21"
"195","GO:0033567",0.0474250470735218,0.999424779176506,1,2,"DNA replication, Okazaki fragment processing","BP","red","Day21"
"18","GO:0001776",0.0481711070500706,1,1,1,"leukocyte homeostasis","BP","red","Day21"
"23","GO:0002317",0.0481711070500706,1,1,1,"plasma cell differentiation","BP","red","Day21"
"273","GO:0048541",0.0481711070500706,1,1,1,"Peyer's patch development","BP","red","Day21"
"275","GO:0048621",0.0481711070500706,1,1,1,"post-embryonic digestive tract morphogenesis","BP","red","Day21"
"79","GO:0006655",0.0481777717357861,1,1,1,"phosphatidylglycerol biosynthetic process","BP","red","Day21"
