"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"315","GO:0140214",0.0108735114559789,1,1,1,"positive regulation of long-chain fatty acid import into cell","BP","brown","Day7"
"334","GO:2001245",0.0108735114559789,1,1,1,"regulation of phosphatidylcholine biosynthetic process","BP","brown","Day7"
"92","GO:0007160",0.0114233008734273,0.996912197771805,7,57,"cell-matrix adhesion","BP","brown","Day7"
"9","GO:0001754",0.0114484438078522,0.999647682627754,2,4,"eye photoreceptor cell differentiation","BP","brown","Day7"
"124","GO:0015031",0.0125667515140027,0.993661931375039,20,287,"protein transport","BP","brown","Day7"
"332","GO:2000641",0.0133505327195639,0.999554207980769,2,4,"regulation of early endosome to late endosome transport","BP","brown","Day7"
"121","GO:0010745",0.0137708366045088,0.999532519136533,2,4,"negative regulation of macrophage derived foam cell differentiation","BP","brown","Day7"
"271","GO:0060074",0.0138005067593487,0.999457478591581,2,5,"synapse maturation","BP","brown","Day7"
"71","GO:0005997",0.0144015676710567,0.998366758969927,3,28,"xylulose metabolic process","BP","brown","Day7"
"163","GO:0030435",0.0147689878967695,0.999346642817296,2,6,"sporulation resulting in formation of a cellular spore","BP","brown","Day7"
"97","GO:0008203",0.0152637838943211,0.995143442294035,8,77,"cholesterol metabolic process","BP","brown","Day7"
"192","GO:0034375",0.0154939272380168,0.999439848944596,2,4,"high-density lipoprotein particle remodeling","BP","brown","Day7"
"241","GO:0046718",0.015992086288325,0.99822203474591,3,16,"viral entry into host cell","BP","brown","Day7"
"108","GO:0009062",0.0161582967482129,0.998234522215615,3,14,"fatty acid catabolic process","BP","brown","Day7"
"286","GO:0070989",0.0163816387541623,0.99913917949979,2,9,"oxidative demethylation","BP","brown","Day7"
"77","GO:0006625",0.0168525612291627,0.997166691641097,4,24,"protein targeting to peroxisome","BP","brown","Day7"
"115","GO:0009617",0.0168791834291321,0.992999298859045,12,142,"response to bacterium","BP","brown","Day7"
"243","GO:0048147",0.0173550102698845,0.99692023558546,4,42,"negative regulation of fibroblast proliferation","BP","brown","Day7"
"12","GO:0002062",0.0173716793607995,0.997027548956554,4,26,"chondrocyte differentiation","BP","brown","Day7"
"150","GO:0019518",0.0178580957136732,1,1,1,"L-threonine catabolic process to glycine","BP","brown","Day7"
"307","GO:0099041",0.0178711986547214,0.999302479550151,2,4,"vesicle tethering to Golgi","BP","brown","Day7"
"89","GO:0006955",0.0179678131738313,0.994592875236115,7,82,"immune response","BP","brown","Day7"
"151","GO:0023021",0.0181662244402805,0.999284689281608,2,4,"termination of signal transduction","BP","brown","Day7"
"126","GO:0015909",0.0186624347814809,0.99906491911003,2,6,"long-chain fatty acid transport","BP","brown","Day7"
"146","GO:0018393",0.0189628209106596,0.999116846697221,2,5,"internal peptidyl-lysine acetylation","BP","brown","Day7"
"235","GO:0045777",0.0196768159369529,0.998890945807913,2,8,"positive regulation of blood pressure","BP","brown","Day7"
"225","GO:0043320",0.0197121618220782,0.999062648351742,2,5,"natural killer cell degranulation","BP","brown","Day7"
"86","GO:0006893",0.0201316214996139,0.997641205888149,3,13,"Golgi to plasma membrane transport","BP","brown","Day7"
"5","GO:0000715",0.0208028174126541,0.998981718694202,2,5,"nucleotide-excision repair, DNA damage recognition","BP","brown","Day7"
"155","GO:0030198",0.0209624770717312,0.992336244830384,9,104,"extracellular matrix organization","BP","brown","Day7"
"179","GO:0032367",0.0210100809893623,0.997435100175387,3,15,"intracellular cholesterol transport","BP","brown","Day7"
"200","GO:0035865",0.0212001730389166,0.998951640126533,2,5,"cellular response to potassium ion","BP","brown","Day7"
"185","GO:0033209",0.0220854617678342,0.997282836134728,3,14,"tumor necrosis factor-mediated signaling pathway","BP","brown","Day7"
"17","GO:0003081",0.0221773438181082,0.998715491390304,2,7,"regulation of systemic arterial blood pressure by renin-angiotensin","BP","brown","Day7"
"75","GO:0006298",0.022595686444399,0.99727693303519,3,12,"mismatch repair","BP","brown","Day7"
"251","GO:0050482",0.0227074638514234,0.998506122636287,2,12,"arachidonic acid secretion","BP","brown","Day7"
"254","GO:0050728",0.0227617437327648,0.993574306756335,6,76,"negative regulation of inflammatory response","BP","brown","Day7"
"257","GO:0050896",0.0236263960651609,0.9933938988839,6,52,"response to stimulus","BP","brown","Day7"
"16","GO:0003006",0.0239073588505785,0.998738488796811,2,5,"developmental process involved in reproduction","BP","brown","Day7"
"230","GO:0045292",0.0240915593312949,0.996900729484143,3,15,"mRNA cis splicing, via spliceosome","BP","brown","Day7"
"189","GO:0033540",0.0243209513698276,0.998595171706171,2,6,"fatty acid beta-oxidation using acyl-CoA oxidase","BP","brown","Day7"
"267","GO:0052651",0.0243383154288215,0.998593626982249,2,6,"monoacylglycerol catabolic process","BP","brown","Day7"
"87","GO:0006898",0.0264299665761144,0.989980845277705,9,94,"receptor-mediated endocytosis","BP","brown","Day7"
"109","GO:0009312",0.0264351033515211,0.996204186444184,3,31,"oligosaccharide biosynthetic process","BP","brown","Day7"
"333","GO:2000642",0.0271972714908793,1,1,1,"negative regulation of early endosome to late endosome transport","BP","brown","Day7"
"195","GO:0035238",0.0273782346455601,0.99981022095281,1,2,"vitamin A biosynthetic process","BP","brown","Day7"
"242","GO:0047484",0.0281584428406422,0.998375966323523,2,5,"regulation of response to osmotic stress","BP","brown","Day7"
"112","GO:0009437",0.0287654171459828,0.995999068024383,3,16,"carnitine metabolic process","BP","brown","Day7"
"91","GO:0007041",0.0297090708612932,0.993988344147902,4,27,"lysosomal transport","BP","brown","Day7"
"90","GO:0007032",0.0302349775690842,0.995676915486443,3,17,"endosome organization","BP","brown","Day7"
"18","GO:0003084",0.0305036654916026,0.997717682398041,2,10,"positive regulation of systemic arterial blood pressure","BP","brown","Day7"
"74","GO:0006283",0.0308616984428924,0.9955885422177,3,16,"transcription-coupled nucleotide-excision repair","BP","brown","Day7"
"13","GO:0002532",0.0309281493546114,0.997964659435504,2,6,"production of molecular mediator involved in inflammatory response","BP","brown","Day7"
"156","GO:0030245",0.030970990662366,0.997960299984506,2,6,"cellulose catabolic process","BP","brown","Day7"
"120","GO:0010640",0.0310400964121928,0.999755602096624,1,2,"regulation of platelet-derived growth factor receptor signaling pathway","BP","brown","Day7"
"191","GO:0034314",0.031363741709285,0.997666470033008,2,9,"Arp2/3 complex-mediated actin nucleation","BP","brown","Day7"
"240","GO:0046697",0.0318271806246838,0.997461813525043,2,13,"decidualization","BP","brown","Day7"
"80","GO:0006650",0.0327411837382609,0.997777220491401,2,6,"glycerophospholipid metabolic process","BP","brown","Day7"
"15","GO:0002819",0.0341624319726185,1,1,1,"regulation of adaptive immune response","BP","brown","Day7"
"232","GO:0045591",0.0341624319726185,1,1,1,"positive regulation of regulatory T cell differentiation","BP","brown","Day7"
"272","GO:0060266",0.0341624319726185,1,1,1,"negative regulation of respiratory burst involved in inflammatory response","BP","brown","Day7"
"328","GO:1905042",0.0341624319726185,1,1,1,"negative regulation of epithelium regeneration","BP","brown","Day7"
"203","GO:0036090",0.0343375759623117,1,1,1,"cleavage furrow ingression","BP","brown","Day7"
"310","GO:0099638",0.0344467453105016,1,1,1,"endosome to plasma membrane protein transport","BP","brown","Day7"
"327","GO:1904719",0.0344467453105016,1,1,1,"positive regulation of AMPA glutamate receptor clustering","BP","brown","Day7"
"78","GO:0006629",0.0366235873400792,0.988561587746805,6,62,"lipid metabolic process","BP","brown","Day7"
"284","GO:0070542",0.0367731400976077,0.99418550459197,3,21,"response to fatty acid","BP","brown","Day7"
"302","GO:0097067",0.0368011146450694,0.996900797704414,2,11,"cellular response to thyroid hormone stimulus","BP","brown","Day7"
"319","GO:1901224",0.037904930957369,0.993907439479754,3,22,"positive regulation of NIK/NF-kappaB signaling","BP","brown","Day7"
"116","GO:0009710",0.0381359561071358,1,1,1,"tropane alkaloid biosynthetic process","BP","brown","Day7"
"201","GO:0036010",0.0399214187418857,0.996817688908456,2,7,"protein localization to endosome","BP","brown","Day7"
"94","GO:0007586",0.0399566837223601,0.996607379393017,2,9,"digestion","BP","brown","Day7"
"322","GO:1902544",0.0404710069082124,1,1,1,"regulation of DNA N-glycosylase activity","BP","brown","Day7"
"83","GO:0006693",0.0410142677509869,0.996559958925539,2,8,"prostaglandin metabolic process","BP","brown","Day7"
"4","GO:0000381",0.0417067409162024,0.988321706085819,5,47,"regulation of alternative mRNA splicing, via spliceosome","BP","brown","Day7"
"244","GO:0048193",0.0419909770322676,0.996432079140819,2,8,"Golgi vesicle transport","BP","brown","Day7"
"320","GO:1901998",0.0420227360639375,0.99307026363896,3,19,"toxin transport","BP","brown","Day7"
"226","GO:0043407",0.0421338681964036,0.990421810341625,4,29,"negative regulation of MAP kinase activity","BP","brown","Day7"
"11","GO:0001921",0.0423931958530503,0.996378919367898,2,8,"positive regulation of receptor recycling","BP","brown","Day7"
"227","GO:0043570",0.0431180331281129,1,1,1,"maintenance of DNA repeat elements","BP","brown","Day7"
"301","GO:0090410",0.0433704107250923,1,1,1,"malonate catabolic process","BP","brown","Day7"
"82","GO:0006685",0.0437413278479199,0.996198640802527,2,8,"sphingomyelin catabolic process","BP","brown","Day7"
"317","GO:1901096",0.0442683204409611,1,1,1,"regulation of autophagosome maturation","BP","brown","Day7"
"208","GO:0042413",0.0442728167048293,1,1,1,"carnitine catabolic process","BP","brown","Day7"
"297","GO:0072755",0.044701323926313,1,1,1,"cellular response to benomyl","BP","brown","Day7"
"331","GO:1990451",0.044701323926313,1,1,1,"cellular stress response to acidic pH","BP","brown","Day7"
"290","GO:0071399",0.0447089108584303,0.999489379360686,1,2,"cellular response to linoleic acid","BP","brown","Day7"
"133","GO:0016192",0.045393587343033,0.982083674744962,8,99,"vesicle-mediated transport","BP","brown","Day7"
"111","GO:0009409",0.0457621173495786,0.992241882266551,3,18,"response to cold","BP","brown","Day7"
"215","GO:0042673",0.0458638084784195,1,1,1,"regulation of retinal cone cell fate specification","BP","brown","Day7"
"175","GO:0032092",0.0462094802028969,0.986665173689589,5,49,"positive regulation of protein binding","BP","brown","Day7"
"122","GO:0010765",0.0462262810464656,0.991999162530833,3,21,"positive regulation of sodium ion transport","BP","brown","Day7"
"8","GO:0001658",0.046278759257711,0.989074913804225,4,32,"branching involved in ureteric bud morphogenesis","BP","brown","Day7"
"289","GO:0071360",0.0468331767839452,0.991676280384434,3,27,"cellular response to exogenous dsRNA","BP","brown","Day7"
"186","GO:0033280",0.0472210999468474,0.995869000514857,2,7,"response to vitamin D","BP","brown","Day7"
"196","GO:0035307",0.0478406260662939,0.991646857291636,3,20,"positive regulation of protein dephosphorylation","BP","brown","Day7"
"220","GO:0043152",0.0479019040801118,0.991631876013676,3,20,"induction of bacterial agglutination","BP","brown","Day7"
"326","GO:1904247",0.0479408962884775,1,1,1,"positive regulation of polynucleotide adenylyltransferase activity","BP","brown","Day7"
"130","GO:0016079",0.0479640866908841,0.995767376287268,2,7,"synaptic vesicle exocytosis","BP","brown","Day7"
"182","GO:0032780",0.0482593777593904,0.995452741787678,2,9,"negative regulation of ATPase activity","BP","brown","Day7"
"160","GO:0030301",0.0489598859218162,0.995349709693664,2,9,"cholesterol transport","BP","brown","Day7"
"292","GO:0071470",0.0490151959403549,0.995462867544081,2,8,"cellular response to osmotic stress","BP","brown","Day7"
"6","GO:0001523",0.0490580343203778,0.988104153682238,4,36,"retinoid metabolic process","BP","brown","Day7"
"269","GO:0055107",0.049354565623427,1,1,1,"Golgi to secretory granule transport","BP","brown","Day7"
"259","GO:0051045",0.0494575792045868,0.999167161799251,1,3,"negative regulation of membrane protein ectodomain proteolysis","BP","brown","Day7"
"212","GO:0042573",0.04984411839065,0.994975880415264,2,12,"retinoic acid metabolic process","BP","brown","Day7"
"55","GO:0005615",1.49142426156682e-15,1,81,796,"extracellular space","CC","brown","Day7"
"53","GO:0005581",2.85057602305737e-12,1,23,142,"collagen trimer","CC","brown","Day7"
"170","GO:0031012",4.36375772009289e-10,1,32,244,"extracellular matrix","CC","brown","Day7"
"144","GO:0017090",9.43327503318736e-10,1,5,5,"meprin A complex","CC","brown","Day7"
"52","GO:0005576",3.17287073685525e-08,1,79,1105,"extracellular region","CC","brown","Day7"
"167","GO:0030904",6.30093343004678e-06,0.999999864874586,5,8,"retromer complex","CC","brown","Day7"
"57","GO:0005764",2.14919009063159e-05,0.999992445685889,26,274,"lysosome","CC","brown","Day7"
"10","GO:0001772",2.51470842005084e-05,0.999999112564811,5,10,"immunological synapse","CC","brown","Day7"
"62","GO:0005777",5.13496398473225e-05,0.999987160807272,15,115,"peroxisome","CC","brown","Day7"
"276","GO:0062023",7.69919198329058e-05,0.999971976304754,24,260,"collagen-containing extracellular matrix","CC","brown","Day7"
"65","GO:0005802",0.00020537450561356,0.999941194071984,15,131,"trans-Golgi network","CC","brown","Day7"
"198","GO:0035577",0.00034019730409152,0.999975720903319,5,13,"azurophil granule membrane","CC","brown","Day7"
"209","GO:0042470",0.000345831153440781,0.999934965336321,9,53,"melanosome","CC","brown","Day7"
"153","GO:0030130",0.000392760235681685,0.999995260397287,3,4,"clathrin coat of trans-Golgi network vesicle","CC","brown","Day7"
"288","GO:0071203",0.000502612379763732,0.999974463353685,4,10,"WASH complex","CC","brown","Day7"
"221","GO:0043202",0.00105109208928524,0.999819653074705,7,45,"lysosomal lumen","CC","brown","Day7"
"223","GO:0043231",0.00115624049721304,0.999436593968451,30,407,"intracellular membrane-bounded organelle","CC","brown","Day7"
"60","GO:0005769",0.00133620328848945,0.999468464836956,19,210,"early endosome","CC","brown","Day7"
"222","GO:0043209",0.00186583362773688,0.999706809647167,6,33,"myelin sheath","CC","brown","Day7"
"59","GO:0005768",0.00213872132045824,0.999161355566649,17,197,"endosome","CC","brown","Day7"
"67","GO:0005829",0.00313910635156152,0.997714874993224,123,2336,"cytosol","CC","brown","Day7"
"213","GO:0042599",0.00357010794982227,1,2,2,"lamellar body","CC","brown","Day7"
"293","GO:0071561",0.00440737888947382,1,2,2,"nucleus-vacuole junction","CC","brown","Day7"
"54","GO:0005604",0.00448759393418646,0.998296458760157,14,146,"basement membrane","CC","brown","Day7"
"277","GO:0070062",0.00453741333441931,0.997421942873813,36,545,"extracellular exosome","CC","brown","Day7"
"154","GO:0030132",0.00554979508987324,0.999916970932752,2,3,"clathrin coat of coated pit","CC","brown","Day7"
"291","GO:0071439",0.00554979508987324,0.999916970932752,2,3,"clathrin complex","CC","brown","Day7"
"174","GO:0031901",0.00723116490743791,0.997636579178676,10,91,"early endosome membrane","CC","brown","Day7"
"239","GO:0046658",0.00769082591788922,0.999428115792576,3,9,"anchored component of plasma membrane","CC","brown","Day7"
"61","GO:0005774",0.00937779841032979,0.998668371158055,4,25,"vacuolar membrane","CC","brown","Day7"
"180","GO:0032421",0.0097002281930754,0.999726510154604,2,4,"stereocilium bundle","CC","brown","Day7"
"113","GO:0009535",0.0109629369527004,1,1,1,"chloroplast thylakoid membrane","CC","brown","Day7"
"165","GO:0030670",0.0113523076722904,0.997295953972473,6,54,"phagocytic vesicle membrane","CC","brown","Day7"
"69","GO:0005885",0.0117812153682197,0.99957405962751,2,5,"Arp2/3 protein complex","CC","brown","Day7"
"110","GO:0009331",0.0132963880771916,0.999556975319603,2,4,"glycerol-3-phosphate dehydrogenase complex","CC","brown","Day7"
"114","GO:0009536",0.0135936679472964,0.999424470771118,2,6,"plastid","CC","brown","Day7"
"171","GO:0031084",0.0173879447243567,0.999331271122567,2,4,"BLOC-2 complex","CC","brown","Day7"
"184","GO:0033176",0.0267024717959327,1,1,1,"proton-transporting V-type ATPase complex","CC","brown","Day7"
"64","GO:0005782",0.0289440721936974,0.994106676898268,4,32,"peroxisomal matrix","CC","brown","Day7"
"63","GO:0005778",0.030877201870979,0.993585655884555,4,32,"peroxisomal membrane","CC","brown","Day7"
"246","GO:0048269",0.0316763656315469,1,1,1,"methionine adenosyltransferase complex","CC","brown","Day7"
"204","GO:0036195",0.0321027152535709,1,1,1,"muscle cell projection membrane","CC","brown","Day7"
"162","GO:0030426",0.0340596414361796,0.987378292959862,8,82,"growth cone","CC","brown","Day7"
"166","GO:0030864",0.0365440211121374,0.994373052649733,3,17,"cortical actin cytoskeleton","CC","brown","Day7"
"296","GO:0072534",0.0384642683111494,0.996681662182823,2,11,"perineuronal net","CC","brown","Day7"
"152","GO:0030125",0.0398229628021485,1,1,1,"clathrin vesicle coat","CC","brown","Day7"
"309","GO:0099631",0.0398229628021485,1,1,1,"postsynaptic endocytic zone cytoplasmic component","CC","brown","Day7"
"308","GO:0099059",0.0407341143910617,0.996716621325247,2,7,"integral component of presynaptic active zone membrane","CC","brown","Day7"
"306","GO:0098966",0.0411981013179157,0.996309744366222,2,11,"perisynaptic extracellular matrix","CC","brown","Day7"
"58","GO:0005765",0.0420406090055034,0.978728192624334,14,193,"lysosomal membrane","CC","brown","Day7"
"68","GO:0005884",0.042563964791287,0.990292596693543,4,29,"actin filament","CC","brown","Day7"
"136","GO:0016528",0.0429298983504827,0.996437780139858,2,7,"sarcoplasm","CC","brown","Day7"
"294","GO:0071595",0.043111064444607,1,1,1,"Nem1-Spo7 phosphatase complex","CC","brown","Day7"
"164","GO:0030666",0.0443866278908798,0.98974010895915,4,29,"endocytic vesicle membrane","CC","brown","Day7"
"118","GO:0009898",0.0444918515200358,0.987210227219615,5,56,"cytoplasmic side of plasma membrane","CC","brown","Day7"
"70","GO:0005903",0.0458557676988143,0.986755364464231,5,52,"brush border","CC","brown","Day7"
"1","GO:0000137",0.0464139397394768,0.995720058554127,2,9,"Golgi cis cisterna","CC","brown","Day7"
"303","GO:0098559",0.0467177925298094,0.999441880604468,1,2,"cytoplasmic side of early endosome membrane","CC","brown","Day7"
"304","GO:0098560",0.0467177925298094,0.999441880604468,1,2,"cytoplasmic side of late endosome membrane","CC","brown","Day7"
"66","GO:0005811",0.0498341062241864,0.987833865617154,4,37,"lipid droplet","CC","brown","Day7"
"45","GO:0005319",1.69193928928024e-05,0.999998712833216,7,21,"lipid transporter activity","MF","brown","Day7"
"31","GO:0004252",3.76983144835689e-05,0.999990870729422,15,108,"serine-type endopeptidase activity","MF","brown","Day7"
"25","GO:0004022",0.000331037220481376,0.999996236758143,3,4,"alcohol dehydrogenase (NAD+) activity","MF","brown","Day7"
"49","GO:0005518",0.00066945294773941,0.999860119533918,9,61,"collagen binding","MF","brown","Day7"
"281","GO:0070538",0.00103628923800354,0.999993469419083,2,3,"oleic acid binding","MF","brown","Day7"
"143","GO:0017080",0.00137863614902494,0.999947173042913,3,8,"sodium channel regulator activity","MF","brown","Day7"
"135","GO:0016491",0.00244824513942919,0.999126685577342,14,173,"oxidoreductase activity","MF","brown","Day7"
"194","GO:0035091",0.00285405341677016,0.999339411402278,8,49,"phosphatidylinositol binding","MF","brown","Day7"
"142","GO:0016830",0.00294954925253971,1,2,2,"carbon-carbon lyase activity","MF","brown","Day7"
"264","GO:0051903",0.00304164462207061,1,2,2,"S-(hydroxymethyl)glutathione dehydrogenase activity","MF","brown","Day7"
"256","GO:0050840",0.00333772657451956,0.999521924168755,5,29,"extracellular matrix binding","MF","brown","Day7"
"261","GO:0051287",0.00337945625050737,0.999282290907109,7,48,"NAD binding","MF","brown","Day7"
"125","GO:0015485",0.00368067587343637,0.999329947456715,6,36,"cholesterol binding","MF","brown","Day7"
"100","GO:0008240",0.00427149122098351,0.999944248467532,2,3,"tripeptidyl-peptidase activity","MF","brown","Day7"
"42","GO:0005044",0.00474150596579815,0.998547878143388,10,85,"scavenger receptor activity","MF","brown","Day7"
"157","GO:0030246",0.00529008977404231,0.997720122241041,17,233,"carbohydrate binding","MF","brown","Day7"
"33","GO:0004367",0.0061327795294887,0.99990332386208,2,3,"glycerol-3-phosphate dehydrogenase [NAD+] activity","MF","brown","Day7"
"51","GO:0005540",0.00670646132153696,0.998836261078948,5,38,"hyaluronic acid binding","MF","brown","Day7"
"43","GO:0005178",0.00674568667369332,0.998357255627318,7,54,"integrin binding","MF","brown","Day7"
"37","GO:0004568",0.00692671805729184,0.999138616458093,4,18,"chitinase activity","MF","brown","Day7"
"48","GO:0005504",0.00865261066582805,0.999734034472985,2,5,"fatty acid binding","MF","brown","Day7"
"305","GO:0098882",0.00905377001341947,0.999824768607527,2,3,"structural constituent of presynaptic active zone","MF","brown","Day7"
"275","GO:0061750",0.00957578650488228,0.999809074601966,2,3,"acid sphingomyelin phosphodiesterase activity","MF","brown","Day7"
"138","GO:0016655",0.0098786799749048,0.999030851176954,3,26,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","MF","brown","Day7"
"219","GO:0042802",0.0101529822285351,0.993618109176694,43,762,"identical protein binding","MF","brown","Day7"
"229","GO:0044105",0.0102464129738791,0.998981205341885,3,26,"L-xylulose reductase (NAD+) activity","MF","brown","Day7"
"20","GO:0003834",0.0103976662176298,0.999648036543234,2,5,"beta-carotene 15,15'-monooxygenase activity","MF","brown","Day7"
