"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"11","crg:105319353","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105319353","legumain-like"
"12","crg:105319364","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105319364","60S acidic ribosomal protein P0"
"13","crg:105319573","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105319573","60S ribosomal protein L37a"
"14","crg:105320698","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105320698","ganglioside GM2 activator"
"15","crg:105320723","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105320723","gastric triacylglycerol lipase"
"16","crg:105321025","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105321025","charged multivesicular body protein 5-like"
"17","crg:105321315","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105321315","60S ribosomal protein L19"
"18","crg:105321566","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105321566","V-type proton ATPase 16 kDa proteolipid subunit-like"
"19","crg:105322050","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105322050","WASH complex subunit SWIP"
"20","crg:105323775","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105323775","CD63 antigen"
"21","crg:105323790","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105323790","V-type proton ATPase 116 kDa subunit a isoform X1"
"22","crg:105324073","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105324073","60S ribosomal protein L12"
"23","crg:105324897","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105324897","60S acidic ribosomal protein P2"
"24","crg:105325388","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105325388","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase"
"25","crg:105325540","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105325540","caveolin-1-like"
"26","crg:105325638","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105325638","60S ribosomal protein L26-like"
"27","crg:105325897","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105325897","arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 isoform X5"
"28","crg:105326340","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105326340","signal transducing adapter molecule 2-like isoform X1"
"29","crg:105326821","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105326821","alpha-galactosidase A"
"30","crg:105327432","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105327432","LOW QUALITY PROTEIN: WAS protein family homolog 1-like"
"31","crg:105328421","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105328421","LOW QUALITY PROTEIN: 39S ribosomal protein L2, mitochondrial-like"
"32","crg:105328916","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105328916","cathepsin B"
"33","crg:105328970","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105328970","ADP-ribosylation factor 2"
"34","crg:105329204","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105329204","propionyl-CoA carboxylase beta chain, mitochondrial"
"35","crg:105329422","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105329422","lysosome membrane protein 2-like"
"36","crg:105329694","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105329694","ras-related protein Rab-8A isoform X1"
"37","crg:105329912","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105329912","60S acidic ribosomal protein P1"
"38","crg:105330227","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105330227","isocitrate dehydrogenase [NADP] cytoplasmic"
"39","crg:105330605","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105330605","60S ribosomal protein L30"
"40","crg:105330845","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105330845","hexokinase-2 isoform X1"
"41","crg:105331028","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105331028","AP-1 complex subunit beta-1"
"42","crg:105331760","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105331760","cathepsin L1-like"
"43","crg:105331823","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105331823","40S ribosomal protein S24-like isoform X1"
"44","crg:105331916","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105331916","serine--pyruvate aminotransferase"
"45","crg:105332191","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105332191","40S ribosomal protein S2"
"46","crg:105332278","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105332278","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like isoform X1"
"47","crg:105332291","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105332291","glucose-6-phosphate isomerase"
"48","crg:105332495","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105332495","40S ribosomal protein S4"
"49","crg:105332531","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105332531","ras-related protein rab7"
"50","crg:105333137","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105333137","malate dehydrogenase, mitochondrial"
"51","crg:105333214","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105333214","battenin isoform X2"
"52","crg:105333224","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105333224","AP-2 complex subunit alpha-2"
"53","crg:105333469","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105333469","60S ribosomal protein L35a"
"54","crg:105333900","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105333900","hepatocyte growth factor-regulated tyrosine kinase substrate-like isoform X1"
"55","crg:105334333","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105334333","galactocerebrosidase"
"56","crg:105335021","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105335021","sorting nexin-2"
"57","crg:105335873","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105335873","40S ribosomal protein S3"
"58","crg:105335896","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105335896","fructose-bisphosphate aldolase"
"59","crg:105336007","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105336007","tumor susceptibility gene 101 protein"
"60","crg:105336470","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105336470","alcohol dehydrogenase class-3 isoform X1"
"61","crg:105336648","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105336648","regucalcin"
"62","crg:105337089","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105337089","succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"63","crg:105337411","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105337411","cation-dependent mannose-6-phosphate receptor"
"64","crg:105337930","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105337930","dynamin-1 isoform X1"
"65","crg:105338035","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105338035","60S ribosomal protein L11"
"66","crg:105338085","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105338085","40S ribosomal protein S13"
"67","crg:105338347","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105338347","Niemann-Pick C1 protein-like"
"68","crg:105338606","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105338606","60S ribosomal protein L5-like"
"69","crg:105338683","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105338683","AP-3 complex subunit beta-2 isoform X1"
"70","crg:105338718","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105338718","lysosome-associated membrane glycoprotein 1 isoform X1"
"71","crg:105338870","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105338870","60S ribosomal protein L7a"
"72","crg:105339502","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105339502","dihydrolipoyl dehydrogenase, mitochondrial-like"
"73","crg:105339566","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105339566","dipeptidyl peptidase 1"
"74","crg:105339789","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"75","crg:105339837","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105339837","40S ribosomal protein S14"
"76","crg:105339902","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105339902","catalase"
"77","crg:105339958","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105339958","cation-independent mannose-6-phosphate receptor"
"78","crg:105339958","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105339958","cation-independent mannose-6-phosphate receptor"
"79","crg:105340032","crg03010","Ribosome","105340582/105347132/105342397/105332191/105339837/105331823/105342603/105332495/105348141/105348361/105347326/105335873/105324897/105317506/105344628/105324073/105338085/105341326/105348430/105328421/105342025/105333469/105325638/105347733/105319573/105347800/105338870/105338606/105338035/105330605/105329912/105340032/105344646/105319364/105321315",35,"105340032","40S ribosomal protein S8"
"80","crg:105340059","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105340059","clathrin heavy chain 1 isoform X1"
"81","crg:105340059","crg04142","Lysosome","105348565/105340688/105340690/105319353/105347059/105323790/105320723/105339958/105329422/105321566/105326821/105331028/105340059/105333214/105318218/105325388/105339566/105344281/105338718/105334333/105337411/105328916/105318342/105338347/105341804/105342463/105344064/105320698/105323775/105338683/105331760",31,"105340059","clathrin heavy chain 1 isoform X1"
"82","crg:105340300","crg04144","Endocytosis","105318284/105317810/105318103/105342074/105333900/105340300/105347356/105336007/105339958/109619106/105321025/105325897/105340059/105342245/105333224/105342447/105335021/105325540/105342944/105322050/105328970/105327432/105317406/105332531/105342783/105317888/105337930/105326340/105342463/105329694",30,"105340300","E3 ubiquitin-protein ligase SMURF2"
"83","crg:105340512","crg01200","Carbon metabolism","105336648/105341094/105336470/105339902/105317783/105332278/105346656/105335896/105333137/105330227/105332291/105339502/105329204/105330845/105339789/105337089/105341248/105331916/105340512/105347662/105317044",21,"105340512","glyceraldehyde-3-phosphate dehydrogenase"
