"","Gene","Gene_Description","AA","AM","AS","MA","MM","MS","foldChangeRatioModerate","ControlRatioModerate","foldChangeRatioSevere","ControlRatioSevere","baseMeanNAIVE_control","baseMeanPRIMED_control","baseMeanNAIVE_foldChangeModerate","baseMeanPRIMED_foldChangeModerate","baseMeanNAIVE_foldChangeSevere","baseMeanPRIMED_foldChangeSevere","Frontloaded"
"11","PGEN_.00g002680","Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)",41.5650149959895,31.7057442029403,28.6828977481134,20.8836491462203,15.3723503025454,13.8604387744386,NA,NA,NA,NA,41.5650149959895,20.8836491462203,0.762798815446104,0.736095027976833,0.690073075900031,0.663698124661667,NA
"12","PGEN_.00g002750","Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)",147.485326199769,161.286371162961,184.034817214749,117.799778179153,130.10019772279,118.721763510853,1.00991454332548,0.798722023502146,0.807671364121751,0.798722023502146,147.485326199769,117.799778179153,1.09357571575967,1.10441801957326,1.2478178131801,1.00782671534659,"Not frontloaded"
"13","PGEN_.00g003050","NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)",58.1307684675455,57.4328502648068,66.1972036876132,56.3439840833238,69.9411955528932,59.2757921984308,NA,NA,0.923838876583058,0.969262673944878,58.1307684675455,56.3439840833238,0.987993996619392,1.24132499131516,1.13876360888935,1.05203409313,NA
"14","PGEN_.00g003520",NA,46.0737683029131,36.9876871858855,42.809548543468,43.4292255705065,44.9597235920266,34.3322050682878,NA,NA,NA,NA,46.0737683029131,43.4292255705065,0.802792750588775,1.03524119993886,0.929152316390002,0.790532288275556,NA
"15","PGEN_.00g003940","Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)",55.7594848687167,46.5110068082776,65.5300258175707,15.4674191731341,21.6588996617641,33.112668910366,NA,NA,1.82160724655608,0.277395302513133,55.7594848687167,15.4674191731341,0.834136235615981,1.40029176291958,1.17522652821952,2.14080116014962,NA
"16","PGEN_.00g004220","Uridine-cytidine kinase-like 1 (EC 2.7.1.48)",10.9919900864585,11.5126809596058,11.7084975651062,10.3924006432014,12.9642440563869,12.4396526281005,1.19105324170788,0.945452148469848,1.12374437278815,0.945452148469848,10.9919900864585,10.3924006432014,1.04737002754295,1.2474734665727,1.0651845091755,1.19699509816708,"Not frontloaded"
"17","PGEN_.00g004730",NA,27.8846839825702,27.5947116406316,24.3668976330643,21.2781028730349,26.5730071886487,26.6125134101026,NA,NA,NA,NA,27.8846839825702,21.2781028730349,0.989601017457472,1.2488428760406,0.873845213676987,1.2506995369323,NA
"18","PGEN_.00g005400",NA,38.9856472916286,32.6030914798661,38.8569120687734,20.1018958838779,18.9881889822535,21.1208861227588,NA,NA,NA,NA,38.9856472916286,20.1018958838779,0.83628447248757,0.944596922197893,0.996697881610323,1.05069125045554,NA
"19","PGEN_.00g005530","Brevican core protein",96.6419025318878,47.7187293772302,45.5498793948091,16.1775458541553,19.190695024177,36.5303453865047,NA,NA,NA,NA,96.6419025318878,16.1775458541553,0.493768522008194,1.18625502268305,0.471326393639442,2.25808943555686,NA
"20","PGEN_.00g005660","Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)",730.573138470705,768.285846947068,729.672154322203,770.934822858971,841.691484672021,840.462574396801,1.03818831786449,1.05524660333496,NA,NA,730.573138470705,770.934822858971,1.05162071597008,1.09178034214443,0.998766743394936,1.09018629004199,"Not frontloaded"
"21","PGEN_.00g005680","Histidine N-alpha-methyltransferase (EC 2.1.1.44) (Histidine trimethyltransferase)",13.0776908196621,14.5450287206801,15.0349641789255,10.7126082699457,11.4827156315697,11.1777338530586,0.963753277326742,0.819151363774364,0.907584788459313,0.819151363774364,13.0776908196621,10.7126082699457,1.11220160510385,1.0718879419669,1.14966505832365,1.04341851875773,"Not frontloaded"
"22","PGEN_.00g006140","Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule)",14.1332620593496,11.4791497307343,12.9224737474114,15.5189448616889,10.6095866580334,11.2351938688667,NA,NA,NA,NA,14.1332620593496,15.5189448616889,0.812208086323601,0.683653866457438,0.914330583636407,0.723966350096563,NA
"23","PGEN_.00g006160","Serine/threonine-protein kinase SMG1 (SMG-1) (hSMG-1) (EC 2.7.11.1) (61E3.4) (Lambda/iota protein kinase C-interacting protein) (Lambda-interacting protein)",97.568606247092,90.9037463850495,79.3583417858755,84.8933704645578,104.879468283538,88.4413729994854,NA,NA,NA,NA,97.568606247092,84.8933704645578,0.931690529173249,1.23542589615198,0.813359387187523,1.04179363495067,NA
"24","PGEN_.00g006380","Counting factor associated protein D",273.624109121884,276.998138732598,251.774739495111,227.931253861755,167.69769533414,220.112834678343,0.72677624586077,0.833008665037718,NA,NA,273.624109121884,227.931253861755,1.01233089299602,0.73573804598053,0.920148229273758,0.965698345220554,"Not frontloaded"
"25","PGEN_.00g006490","Beta,beta-carotene 15,15'-dioxygenase (EC 1.13.11.63) (Beta-carotene dioxygenase 1) (Beta-carotene oxygenase 1)",80.0697874383532,38.0414554738579,35.898927961363,22.0396680311788,28.5555936004212,30.0708470179294,NA,NA,NA,NA,80.0697874383532,22.0396680311788,0.475103740011132,1.29564535908728,0.448345488477811,1.36439654968437,NA
"26","PGEN_.00g006720","Cysteine-rich protein 2-binding protein (CSRP2-binding protein) (ADA2A-containing complex subunit 2) (ATAC2) (CRP2-binding partner) (CRP2BP) (Lysine acetyltransferase 14)",14.2539735338481,12.181525396698,12.9434913311491,15.782045813614,13.6334344478047,14.6212282556423,NA,NA,NA,NA,14.2539735338481,15.782045813614,0.854605585437014,0.863857234278475,0.908061973064066,0.926446952969158,NA
"27","PGEN_.00g007030","KICSTOR complex protein SZT2 (Seizure threshold 2 protein) (Transcript increased in glutamate resistance) (TIGR)",21.97078415028,25.7867239587405,24.3308911439441,15.8658056988393,21.1722121129872,24.025384246537,1.13698174299554,0.722131972637723,1.36740055728854,0.722131972637723,21.97078415028,15.8658056988393,1.17368245859408,1.33445552749559,1.10742024397131,1.51428705875899,"Not frontloaded"
"28","PGEN_.00g007040","Perlucin-like protein",103.129514254758,44.2462219985752,94.6363171206068,20.5661272415272,17.6746979317545,35.741341978383,NA,NA,NA,NA,103.129514254758,20.5661272415272,0.429035493072089,0.859408177542813,0.917645329801797,1.73787420250002,NA
"29","PGEN_.00g007170","Violaxanthin de-epoxidase, chloroplastic (EC 1.23.5.1)",39.8626477911525,21.6942508724268,15.7617049776716,7.15044808674272,11.7719034573054,21.8795065403381,NA,NA,NA,NA,39.8626477911525,7.15044808674272,0.544225034575896,1.64631689014443,0.395400352235756,3.0598790837883,NA
"30","PGEN_.00g007180",NA,38.9448482474879,23.2285387703176,26.5988275082214,5.84023971028723,7.61650787476608,9.50278597100052,NA,NA,NA,NA,38.9448482474879,5.84023971028723,0.596447022278896,1.3041430236759,0.682987062606852,1.62712259126315,NA
"31","PGEN_.00g007320",NA,29.592551036308,22.1511004994636,22.7937295643662,10.6900586526836,12.4661882394594,19.5414944892279,NA,NA,NA,NA,29.592551036308,10.6900586526836,0.748536362150251,1.1661477868814,0.770252268430657,1.82800629296101,NA
"32","PGEN_.00g007550",NA,12.3463830126326,11.5441152322039,9.27344715160717,10.3034524584994,14.0892276157276,11.0312679589431,NA,NA,NA,NA,12.3463830126326,10.3034524584994,0.935020015205435,1.36742782795152,0.751106388172046,1.07063802190336,NA
"33","PGEN_.00g008030","Non-specific lipid-transfer protein (NSL-TP) (EC 2.3.1.176) (Propanoyl-CoA C-acyltransferase) (SCP-chi) (SCPX) (Sterol carrier protein 2) (SCP-2) (Sterol carrier protein X) (SCP-X) (Fragment)",28.080334417669,26.6630183364382,22.8318008819779,14.6047560999553,15.5316035611647,13.5602099350033,NA,NA,NA,NA,28.080334417669,14.6047560999553,0.949526381696545,1.06346202941467,0.813088638560209,0.928479040813619,NA
"34","PGEN_.00g008880","Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-)",10.3722681587571,11.21787344425,10.0713851051625,10.2066820903369,8.32990253622749,6.59526894750375,0.754603008177085,0.984035693458196,NA,NA,10.3722681587571,10.2066820903369,1.08152559040608,0.816122463940927,0.970991585544331,0.646171683327707,"Not frontloaded"
"35","PGEN_.00g009370","Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)",47.6651843383289,45.9931170652433,42.4098749912781,48.9777860578306,36.9395172359338,36.7751234247772,NA,NA,NA,NA,47.6651843383289,48.9777860578306,0.964920574706745,0.754209616423196,0.889745326279482,0.75085311903145,NA
"36","PGEN_.00g009410","RB1-inducible coiled-coil protein 1 (Coiled-coil-forming protein 1) (FAK family kinase-interacting protein of 200 kDa) (FIP200) (LaXp180)",148.231108189091,140.838375327912,165.644965689963,146.395184786872,144.02144014025,128.775714113316,NA,NA,0.787169555262601,0.987614452697227,148.231108189091,146.395184786872,0.950126981093954,0.983785363910175,1.11747775290635,0.879644465771142,NA
"37","PGEN_.00g009610","Vitellogenin [Cleaved into: Vitellin]",189.767839270207,166.946206399415,152.386977424071,131.391184090479,104.192522687949,139.633261769272,NA,NA,NA,NA,189.767839270207,131.391184090479,0.879739196280271,0.792994776698259,0.803017929750941,1.06272930513448,NA
"38","PGEN_.00g009630",NA,12.539628118984,13.9049945973785,18.4023327944944,12.0402980212652,8.75718175210773,11.226810882099,0.655905026794401,0.960179832050769,0.635376205786305,0.960179832050769,12.539628118984,12.0402980212652,1.10888412841585,0.727322673960485,1.46753417405056,0.932436295369981,"Not frontloaded"
"39","PGEN_.00g009920",NA,563.104735754068,423.463447825739,728.989072964107,266.169205528627,188.207470493109,413.054989627653,NA,NA,1.19872130906939,0.472681525528627,563.104735754068,266.169205528627,0.752015426150995,0.70709708930948,1.29458878016343,1.55185115726405,NA
"40","PGEN_.00g009930","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)",403.35793564581,424.525546501949,266.876767536401,127.676408286117,87.0640279647204,115.774950002521,0.647910285997365,0.316533770636486,NA,NA,403.35793564581,127.676408286117,1.05247847875423,0.681911632175725,0.661637577823054,0.906784202004453,"Not frontloaded"
"41","PGEN_.00g009970","Helicase with zinc finger domain 2 (ATP-dependent helicase PRIC285) (Helicase with zinc finger 2, transcriptional coactivator) (PPAR-alpha-interacting complex protein 285) (PPAR-gamma DNA-binding domain-interacting protein 1) (PDIP1) (PPAR-gamma DBD-interacting protein 1) (Peroxisomal proliferator-activated receptor A-interacting complex 285 kDa protein) (EC 3.6.4.-)",236.271478476624,138.864007292208,179.295563265503,99.54613565154,81.6915146857691,79.2449354663654,NA,NA,NA,NA,236.271478476624,99.54613565154,0.587730724789732,0.820639738058032,0.758854028516362,0.796062398080034,NA
"42","PGEN_.00g010140",NA,50.6888089905796,32.5833879888925,65.1354311204409,16.650963036441,15.2890351943158,12.352632621727,NA,NA,0.577317820662449,0.328493870107217,50.6888089905796,16.650963036441,0.642812262465036,0.918207262898576,1.28500614667325,0.74185694813525,NA
"43","PGEN_.00g010860","Cytochrome P450 2U1 (EC 1.14.14.1)",13.8750319474064,8.43304149540072,9.76037823917275,9.89981576446986,9.8924874336086,9.50039914892768,NA,NA,NA,NA,13.8750319474064,9.89981576446986,0.607785375007882,0.99925975078369,0.703449064201776,0.959654136496592,NA
"44","PGEN_.00g011120","GDP-fucose protein O-fucosyltransferase 2 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 2) (O-FucT-2)",27.2649276320283,28.1885133951687,32.8270284818144,20.7295289433943,23.6851234532229,23.4252872348168,1.10514279346052,0.760300163754815,0.938573458450099,0.760300163754815,27.2649276320283,20.7295289433943,1.03387449897558,1.14257895188547,1.20400203972125,1.13004435840215,"Not frontloaded"
"45","PGEN_.00g012030",NA,54.5189519178758,65.478956916359,61.3838587149653,61.7281132979506,56.52835753556,48.5992277644806,0.76248114675591,1.13223220781893,0.699261597521113,1.13223220781893,54.5189519178758,61.7281132979506,1.20103110226684,0.915763572145932,1.12591780574635,0.787311083523658,"frontloaded"
"46","PGEN_.00g012190","AP-2 complex subunit sigma (Adaptor protein complex AP-2 subunit sigma) (Adaptor-related protein complex 2 subunit sigma) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma-adaptin 3b) (Sigma2-adaptin)",35.1333714045087,32.1922248887987,35.0925184072579,24.0715079714899,27.1626508508356,21.5400655387731,NA,NA,NA,NA,35.1333714045087,24.0715079714899,0.916286243018153,1.12841500761011,0.9988372024768,0.894836566295933,NA
"47","PGEN_.00g012200","Cytochrome P450 1A1 (CYP1A1) (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Cytochrome P450MT2) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) [Cleaved into: Cytochrome P450MT2A; Cytochrome P450MT2B]",31.0099213011178,31.5095505344094,33.533477804477,39.8324557659749,30.5811798517459,28.7283071694808,0.755571573277161,1.28450683183576,0.666952677209228,1.28450683183576,31.0099213011178,39.8324557659749,1.01611191555245,0.767745278659633,1.08137900379864,0.721228621661351,"frontloaded"
"48","PGEN_.00g012380",NA,18.532813480846,9.12203145072985,17.7926963235864,7.74269195006246,10.6313511304738,8.65911934356132,NA,NA,NA,NA,18.532813480846,7.74269195006246,0.492209747870049,1.37308202354455,0.96006450083661,1.11836030664909,NA
"49","PGEN_.00g012450",NA,51.4440722357371,56.5935276737493,53.7870047519652,44.5801306281939,46.4956940664594,47.5047438524536,0.948069055886885,0.866574683744128,1.01918640761293,0.866574683744128,51.4440722357371,44.5801306281939,1.10009813014832,1.04296899563264,1.04554329419125,1.06560351401057,"Not frontloaded"
"50","PGEN_.00g012640","Interferon-induced protein 44-like",15.9798795391228,8.77709315754039,10.9465164646276,12.7742859159386,8.21076804447881,9.88355028507405,NA,NA,NA,NA,15.9798795391228,12.7742859159386,0.54925903139957,0.642757497249545,0.68501870979864,0.773706675278204,NA
"51","PGEN_.00g012750",NA,30.4489676861015,17.9080075202878,25.4557442936428,6.56164136529944,8.8698717891232,9.79963170219109,NA,NA,NA,NA,30.4489676861015,6.56164136529944,0.588131844235296,1.351776376568,0.836013376744531,1.49347261708258,NA
"52","PGEN_.00g013170","NPC intracellular cholesterol transporter 2 (16.5 kDa secretory protein) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)",25.1601282515671,38.1208962026507,83.0770618565263,2.78185477320179,5.76695638593841,8.14031280405744,1.36823898801214,0.110566001309176,0.886213500277518,0.110566001309176,25.1601282515671,2.78185477320179,1.51513123548074,2.07306162833975,3.30193316289443,2.92621774597108,"Not frontloaded"
"53","PGEN_.00g013300","DNA replication complex GINS protein PSF1 (GINS complex subunit 1)",7.99728876314227,8.09184978526282,9.72225461217487,5.10629571627983,8.8299106618659,8.78627116034193,1.70901279043164,0.63850335626414,1.41538447410093,0.63850335626414,7.99728876314227,5.10629571627983,1.0118241350189,1.72922038841473,1.21569383076207,1.72067417332092,"Not frontloaded"
"54","PGEN_.00g014020","3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)",35.2004950124355,38.5628605805387,36.4122631821138,16.6861081918549,28.3764746379216,14.5374877526707,1.5523259341176,0.474030498319983,0.842239110176338,0.474030498319983,35.2004950124355,16.6861081918549,1.09552040580439,1.70060473728519,1.03442474798295,0.871232979285545,"Not frontloaded"
"55","PGEN_.00g014140","Tectonin beta-propeller repeat-containing protein 2 (WD repeat-containing protein KIAA0329/KIAA0297)",36.1962515588482,57.9981071343212,51.9095174422051,54.3200676186872,37.8842462083296,43.3088724396126,0.435259367370573,1.50070974974779,0.555946731373735,1.50070974974779,36.1962515588482,54.3200676186872,1.6023235732028,0.697426344795208,1.43411306990753,0.797290473635447,"frontloaded"
"56","PGEN_.00g014630","Chromatin-remodeling ATPase INO80 (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80)",28.7816803403667,27.2786895298154,25.0418232039915,24.2340352089,27.4009445972667,29.0821464512746,NA,NA,NA,NA,28.7816803403667,24.2340352089,0.947779601719662,1.13068023385572,0.87006119544973,1.20005381689774,NA
"57","PGEN_.00g014740","NPC intracellular cholesterol transporter 2 (EPI-1) (Epididymal secretory protein E1) (Niemann Pick type C2 protein homolog)",27.6085489701773,23.8882633911042,20.6555817737351,4.10879379775972,9.27447294852044,5.95533847136682,NA,NA,NA,NA,27.6085489701773,4.10879379775972,0.86524878279218,2.25722521134481,0.748158905274129,1.44941283610141,NA
"58","PGEN_.00g014760","Putative OPA3-like protein CG13603",8.3873605504651,10.7901261615185,12.0677468357015,7.38477501925514,5.95352252429339,8.6991852513562,0.626665119283339,0.880464715308518,0.818729487646937,0.880464715308518,8.3873605504651,7.38477501925514,1.28647458239054,0.80618874762875,1.43880148743961,1.17798920463709,"Not frontloaded"
"59","PGEN_.00g014830","Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]",13.9506920993675,14.0152394623886,16.4066693588952,17.3876038141047,13.7806568033835,17.131405248439,0.788906278313355,1.24636137693076,0.83777728373745,1.24636137693076,13.9506920993675,17.3876038141047,1.00462682156278,0.79255640689287,1.17604698333491,0.985265447245939,"frontloaded"
"60","PGEN_.00g014860","Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)]",22.3219691878722,25.0485936399651,26.710855346589,16.9650917457997,22.1428426507467,21.5846547398219,1.16312480674273,0.760017702874399,1.06324562048403,0.760017702874399,22.3219691878722,16.9650917457997,1.12214981703202,1.30520028907176,1.19661733791396,1.27229814393228,"Not frontloaded"
"61","PGEN_.00g015030","Dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III) (Enkephalinase B)",24.2630220316716,17.439618501003,24.7329324589662,15.8051974080779,22.3853607054661,16.364913798348,NA,NA,1.01574122348203,0.651410916061763,24.2630220316716,15.8051974080779,0.718773550889016,1.41632908008002,1.01936734948685,1.03541343874541,NA
"62","PGEN_.00g015050","G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)",44.5219331599017,49.0886493889843,44.0318688312876,40.312100699917,40.6286792982042,33.4839209142052,0.914092624917645,0.905443628315397,NA,NA,44.5219331599017,40.312100699917,1.10257228078307,1.00785319030243,0.988992743714563,0.830617118255863,"Not frontloaded"
"63","PGEN_.00g015940","Cell division cycle-associated protein 4 (Hematopoietic progenitor protein)",9.54469055982408,10.6966983981425,8.54929590216936,5.96121107161814,7.85646231429576,8.40692951197909,1.17599272372093,0.624557814028076,NA,NA,9.54469055982408,5.96121107161814,1.12069619555479,1.31793057147416,0.895712212835419,1.41027207575407,"Not frontloaded"
"64","PGEN_.00g016340","Peroxisome assembly factor 2 (PAF-2) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1)",6.24934232961861,11.1942725476493,10.1926512784886,9.20154167700596,6.17649524247589,9.05471352886608,0.374731285171565,1.47240160510898,0.603338815874311,1.47240160510898,6.24934232961861,9.20154167700596,1.79127209828054,0.671245695480632,1.63099582978208,0.984043092636661,"frontloaded"
"65","PGEN_.00g016780",NA,11.0665975454064,17.9159957903366,12.3489174801925,7.88645017880553,12.2454635646636,14.2298114561884,0.959106492851678,0.712635491301397,1.61697315407698,0.712635491301397,11.0665975454064,7.88645017880553,1.61892539390061,1.55272185673254,1.11587300699467,1.80433669566954,"Not frontloaded"
"66","PGEN_.00g017170","Zinc finger FYVE domain-containing protein 26",47.645320692994,44.1026060687317,49.4738133383038,40.2209559514302,43.3256964360261,45.1965692544763,NA,NA,1.08217612876692,0.844174314841887,47.645320692994,40.2209559514302,0.925644017655164,1.07719211070829,1.03837717153993,1.12370698769702,NA
"67","PGEN_.00g017180","Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (HSPK 21) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2) (NimA-like protein kinase 1)",15.2716564511728,13.6979590123688,9.90672919932891,6.33668960936745,14.0425009348119,10.6486747067754,NA,NA,NA,NA,15.2716564511728,6.33668960936745,0.896953061782432,2.21606261320627,0.648700370585414,1.68047914024913,NA
"68","PGEN_.00g018360",NA,446.48620899439,451.537941778538,212.004034004152,257.962953872778,350.998715185714,199.203248493342,1.34543272065322,0.577762422838954,NA,NA,446.48620899439,257.962953872778,1.0113144206526,1.36065551241446,0.474827732040466,0.772216496604331,"Not frontloaded"
"69","PGEN_.00g018500","Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]",53.6023182592997,45.6991534404892,40.9266044671391,43.57371017457,45.7190132603728,36.153899580052,NA,NA,NA,NA,53.6023182592997,43.57371017457,0.852559272146045,1.0492338861485,0.763523030275627,0.829718181793748,NA
"70","PGEN_.00g018560",NA,218.843010566781,46.2684277284018,170.60078140154,31.6070840480345,29.1728867296733,21.0368043173482,NA,NA,NA,NA,218.843010566781,31.6070840480345,0.211422917316716,0.922985704259784,0.779557825309119,0.665572448422569,NA
"71","PGEN_.00g018570","Mammalian ependymin-related protein 1 (MERP-1)",384.146065703902,118.631783813501,254.776539843701,40.9160105256208,56.8942222864358,38.3630808631049,NA,NA,NA,NA,384.146065703902,40.9160105256208,0.30881946843871,1.39051245601791,0.663228294104363,0.937605606467491,NA
"72","PGEN_.00g018750","Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL)",48.5097878548401,40.3710149264136,43.4835441684266,47.5544977070736,43.253749247098,42.7245852151754,NA,NA,NA,NA,48.5097878548401,47.5544977070736,0.832224107992786,0.909561688855018,0.896387019843214,0.898434160283859,NA
"73","PGEN_.00g019200","RNA-binding protein Nova-1 (Neuro-oncological ventral antigen 1) (Ventral neuron-specific protein 1)",411.714370041825,452.497278973599,395.308124102697,399.855379707764,406.140880564268,394.682296831248,0.924174148584334,0.971196073790536,NA,NA,411.714370041825,399.855379707764,1.09905631646433,1.01571943551465,0.960151388601129,0.987062615287816,"Not frontloaded"
"74","PGEN_.00g019210","Proteasome subunit alpha type-6 (EC 3.4.25.1) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)",12.2889805569561,17.2819947255561,14.6525560028919,13.0510689786264,12.4267305599442,15.2418644815612,0.677068775372333,1.06201396593787,0.97947753142583,1.06201396593787,12.2889805569561,13.0510689786264,1.40630011134436,0.952161894193904,1.19233291443348,1.16786329966707,"frontloaded"
