"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0045616",0.0136732452249056,0.999257988901124,2,31,"regulation of keratinocyte differentiation","BP"
"GO:2000010",0.0145957672832305,0.999920206889513,1,4,"positive regulation of protein localization to cell surface","BP"
"GO:0003413",0.015359755579811,0.999940994331377,1,2,"chondrocyte differentiation involved in endochondral bone morphogenesis","BP"
"GO:0031288",0.0164132755736389,0.999899019611125,1,4,"sorocarp morphogenesis","BP"
"GO:0090382",0.0168587274852774,0.999905238435124,1,3,"phagosome maturation","BP"
"GO:0010944",0.0170156728846491,0.999903459000101,1,3,"negative regulation of transcription by competitive promoter binding","BP"
"GO:0071529",0.0170271751555943,0.999903327932209,1,3,"cementum mineralization","BP"
"GO:0090240",0.0172403423624198,0.999900882682567,1,3,"positive regulation of histone H4 acetylation","BP"
"GO:0031640",0.0173802335738583,0.999886724462765,1,4,"killing of cells of other organism","BP"
"GO:0048678",0.0185025700361656,0.998809647985521,2,40,"response to axon injury","BP"
"GO:0016045",0.0195804334790845,0.999856094993969,1,4,"detection of bacterium","BP"
"GO:0033629",0.0206146400527441,0.999829842515931,1,5,"negative regulation of cell adhesion mediated by integrin","BP"
"GO:1903665",0.0208830228285403,0.999836220733824,1,4,"negative regulation of asexual reproduction","BP"
"GO:0006954",0.0214399770840207,0.997057770081637,3,116,"inflammatory response","BP"
"GO:0070105",0.022275805936243,0.999792947287091,1,6,"positive regulation of interleukin-6-mediated signaling pathway","BP"
"GO:0060742",0.0227235998997661,0.999805926052631,1,4,"epithelial cell differentiation involved in prostate gland development","BP"
"GO:0043618",0.0232195260414655,0.999797319685538,1,4,"regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0090383",0.0237815747497781,0.999787337813158,1,4,"phagosome acidification","BP"
"GO:0120034",0.0238998073801893,1,1,1,"positive regulation of plasma membrane bounded cell projection assembly","BP"
"GO:1903386",0.0238998073801893,1,1,1,"negative regulation of homophilic cell adhesion","BP"
"GO:0051603",0.0239468346114708,0.998230571181374,2,42,"proteolysis involved in cellular protein catabolic process","BP"
"GO:0007035",0.0243436371990455,0.999801741912171,1,3,"vacuolar acidification","BP"
"GO:2000251",0.0255474284606,0.99973813869437,1,5,"positive regulation of actin cytoskeleton reorganization","BP"
"GO:0099041",0.0267111130991404,0.999731380968986,1,4,"vesicle tethering to Golgi","BP"
"GO:0030435",0.0269111787346598,0.999697251589245,1,6,"sporulation resulting in formation of a cellular spore","BP"
"GO:0043278",0.0271418131265706,0.999692011760501,1,6,"response to morphine","BP"
"GO:0044267",0.0279523044545708,0.997751633289127,2,45,"cellular protein metabolic process","BP"
"GO:0001561",0.0280518491325049,0.999683956700496,1,5,"fatty acid alpha-oxidation","BP"
"GO:0060588",0.0280573393355843,0.999661433471424,1,7,"negative regulation of lipoprotein lipid oxidation","BP"
"GO:2000098",0.0280573393355843,0.999661433471424,1,7,"negative regulation of smooth muscle cell-matrix adhesion","BP"
"GO:0003006",0.0283846629430373,0.999676368715065,1,5,"developmental process involved in reproduction","BP"
"GO:0003081",0.0294972926936026,0.999625578975146,1,7,"regulation of systemic arterial blood pressure by renin-angiotensin","BP"
"GO:0016556",0.0295029329750178,0.999650205363748,1,5,"mRNA modification","BP"
"GO:0001942",0.0302698915177349,0.9974555052609,2,47,"hair follicle development","BP"
"GO:0002576",0.0304972839472758,0.997426073883066,2,47,"platelet degranulation","BP"
"GO:0036003",0.0306211358277641,0.999623013978584,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0045777",0.0310809311769811,0.999575452460025,1,8,"positive regulation of blood pressure","BP"
"GO:0019882",0.0328767567115272,0.999534253603272,1,7,"antigen processing and presentation","BP"
"GO:0010839",0.0332607792990571,0.997055073319783,2,49,"negative regulation of keratinocyte proliferation","BP"
"GO:0007601",0.0333343873250373,0.994582867300502,3,123,"visual perception","BP"
"GO:0035622",0.0336608492536338,0.99952505901756,1,6,"intrahepatic bile duct development","BP"
"GO:0072104",0.0336608492536338,0.99952505901756,1,6,"glomerular capillary formation","BP"
"GO:2001204",0.0336608492536338,0.99952505901756,1,6,"regulation of osteoclast development","BP"
"GO:0060736",0.034044563642038,0.999514094391871,1,6,"prostate gland growth","BP"
"GO:0051345",0.0342905067354347,0.99947447460475,1,9,"positive regulation of hydrolase activity","BP"
"GO:0007157",0.0343701490021544,0.994352360860715,3,117,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP"
"GO:0032689",0.0345690736695173,0.999474104713648,1,8,"negative regulation of interferon-gamma production","BP"
"GO:0050896",0.0352596423928537,0.996772748734962,2,52,"response to stimulus","BP"
"GO:0060269",0.0352617012774283,0.99958194235209,1,3,"centripetally migrating follicle cell migration","BP"
"GO:2000405",0.0356683763674791,0.999439887453388,1,8,"negative regulation of T cell migration","BP"
"GO:0010035",0.0367316244894826,0.999417749100958,1,7,"response to inorganic substance","BP"
"GO:0006772",0.037390039209181,0.999396531839264,1,7,"thiamine metabolic process","BP"
"GO:0035646",0.0378321571471576,0.999382068427061,1,7,"endosome to melanosome transport","BP"
"GO:2001222",0.0383855881240406,0.999350614655405,1,8,"regulation of neuron migration","BP"
"GO:0014012",0.0391524078926789,0.999313609842446,1,9,"peripheral nervous system axon regeneration","BP"
"GO:1902166",0.0391607089353083,0.999337559687334,1,7,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:1990705",0.0391754000300883,0.999337058724907,1,7,"cholangiocyte proliferation","BP"
"GO:0006978",0.0395563528643683,0.999324001184143,1,7,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"GO:0033280",0.0397398217004809,0.999317666459123,1,7,"response to vitamin D","BP"
"GO:0003084",0.040448633129957,0.999257996321284,1,10,"positive regulation of systemic arterial blood pressure","BP"
"GO:0008594",0.0407529017081067,0.99937093962346,1,4,"photoreceptor cell morphogenesis","BP"
"GO:0061073",0.0420747427931248,0.999218675318058,1,8,"ciliary body morphogenesis","BP"
"GO:0006689",0.0430454754657236,0.999169081800554,1,9,"ganglioside catabolic process","BP"
"GO:0030512",0.0439003243500573,0.995449529191341,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0060674",0.0443894991737963,0.999115926701612,1,9,"placenta blood vessel development","BP"
"GO:0072014",0.0446638959498516,0.999118667687811,1,8,"proximal tubule development","BP"
"GO:0007160",0.0447773961316237,0.995322782055346,2,57,"cell-matrix adhesion","BP"
"GO:0033572",0.0459885282957864,0.999065132959761,1,8,"transferrin transport","BP"
"GO:0072576",0.0461249852660781,0.99905952679123,1,8,"liver morphogenesis","BP"
"GO:0032496",0.0465549372612351,0.995005279881719,2,73,"response to lipopolysaccharide","BP"
"GO:0048681",0.0472964403484704,0.998995219813442,1,9,"negative regulation of axon regeneration","BP"
"GO:2000249",0.047484979423207,0.998987119432773,1,9,"regulation of actin cytoskeleton reorganization","BP"
"GO:0048841",0.047608960550393,0.999138921099944,1,4,"regulation of axon extension involved in axon guidance","BP"
"GO:0060384",0.048343973652376,0.99894979434313,1,9,"innervation","BP"
"GO:0043043",0.0494982275811983,0.998898555782486,1,9,"peptide biosynthetic process","BP"
"GO:0005615",2.82787737927858e-16,1,29,796,"extracellular space","CC"
"GO:0005576",6.41538821323166e-13,1,29,1105,"extracellular region","CC"
"GO:0017090",2.78889307010169e-10,0.999999999999893,4,5,"meprin A complex","CC"
"GO:0031012",9.12506118285503e-08,0.99999999119149,11,244,"extracellular matrix","CC"
"GO:0062023",1.89750605696394e-07,0.999999980233129,11,260,"collagen-containing extracellular matrix","CC"
"GO:0005581",3.50606169176053e-06,0.999999751014349,7,142,"collagen trimer","CC"
"GO:0005802",0.000821002956448227,0.999908834154485,5,131,"trans-Golgi network","CC"
"GO:0005604",0.00161641123315737,0.999790520345086,5,146,"basement membrane","CC"
"GO:1904724",0.00243048829487192,0.99994930971751,2,14,"tertiary granule lumen","CC"
"GO:0035580",0.00304125755700126,0.999927762706646,2,16,"specific granule lumen","CC"
"GO:0070062",0.00354984747156508,0.99901655705836,9,545,"extracellular exosome","CC"
"GO:0005764",0.0035582840165888,0.999315975891296,6,274,"lysosome","CC"
"GO:0031092",0.00927569918323369,0.999593857759409,2,25,"platelet alpha granule membrane","CC"
"GO:0002079",0.00974827075294623,1,1,1,"inner acrosomal membrane","CC"
"GO:0030895",0.0127082432877789,0.999959662404143,1,2,"apolipoprotein B mRNA editing enzyme complex","CC"
"GO:0030133",0.0176247687556339,0.998899480420924,2,36,"transport vesicle","CC"
"GO:0000220",0.0183861870269703,0.999887210982752,1,3,"vacuolar proton-transporting V-type ATPase, V0 domain","CC"
"GO:0016471",0.0210609356199177,0.999833405585784,1,4,"vacuolar proton-transporting V-type ATPase complex","CC"
"GO:0002081",0.0266149249006808,0.999733323083975,1,4,"outer acrosomal membrane","CC"
"GO:0065010",0.0281836481042769,0.999680962640999,1,5,"extracellular membrane-bounded organelle","CC"
"GO:0033162",0.0282704380248689,0.999678983248427,1,5,"melanosome membrane","CC"
"GO:0010008",0.0288136108044879,0.995575779251739,3,117,"endosome membrane","CC"
"GO:0032154",0.0296971454665709,0.995386477166426,3,118,"cleavage furrow","CC"
"GO:0005595",0.030189120855212,0.999618507191371,1,6,"collagen type XII trimer","CC"
"GO:0030670",0.0311175361141439,0.997334407775737,2,54,"phagocytic vesicle membrane","CC"
"GO:0031225",0.0311532687672642,0.99506929869641,3,120,"anchored component of membrane","CC"
"GO:0009536",0.0323233874172874,0.999562286092178,1,6,"plastid","CC"
"GO:0016528",0.0368754025616989,0.999413148761327,1,7,"sarcoplasm","CC"
"GO:0000137",0.0432762602550357,0.999160073584544,1,9,"Golgi cis cisterna","CC"
"GO:0097708",0.0471218766276219,0.999002690234925,1,9,"intracellular vesicle","CC"
"GO:0022626",0.0480068579408561,0.998941343351188,1,11,"cytosolic ribosome","CC"
"GO:0009986",0.0484161523421107,0.983487062358194,6,484,"cell surface","CC"
"GO:0004252",2.26036304634216e-06,0.999999851260085,7,108,"serine-type endopeptidase activity","MF"
"GO:0050839",4.63351154728066e-05,0.999996159390844,6,113,"cell adhesion molecule binding","MF"
"GO:0005518",0.000440978857043008,0.9999717540757,4,61,"collagen binding","MF"
"GO:0050840",0.000584242602215427,0.999978988476316,3,29,"extracellular matrix binding","MF"
"GO:0004222",0.000898765321457292,0.99989816386033,5,131,"metalloendopeptidase activity","MF"
"GO:0008843",0.00106120956883581,0.999986518376874,2,9,"endochitinase activity","MF"
"GO:0005201",0.00166406674552571,0.999845553263383,4,91,"extracellular matrix structural constituent","MF"
"GO:0005178",0.00363065376581226,0.999744192599329,3,54,"integrin binding","MF"
"GO:0004568",0.00468485168684865,0.99985948982425,2,18,"chitinase activity","MF"
"GO:0004553",0.0049732742936172,0.999844755314828,2,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0035651",0.00562006264772765,1,1,1,"AP-3 adaptor complex binding","MF"
"GO:0036461",0.00562006264772765,1,1,1,"BLOC-2 complex binding","MF"
"GO:1990829",0.00580960684456274,1,1,1,"C-rich single-stranded DNA binding","MF"
"GO:0005319",0.00591469789824085,0.999797334699766,2,21,"lipid transporter activity","MF"
"GO:0004867",0.00847808132476182,0.999182485340766,3,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:0016830",0.0114131207224452,0.999967486635411,1,2,"carbon-carbon lyase activity","MF"
"GO:0035650",0.011451312901425,0.999967268034733,1,2,"AP-1 adaptor complex binding","MF"
"GO:0008270",0.0132669435163804,0.995471220685546,9,731,"zinc ion binding","MF"
"GO:0008745",0.0135775299150573,0.999938626751914,1,3,"N-acetylmuramoyl-L-alanine amidase activity","MF"
"GO:0016019",0.0135775299150573,0.999938626751914,1,3,"peptidoglycan immune receptor activity","MF"
"GO:0050197",0.0170462851096747,0.999903109977002,1,3,"phytanate-CoA ligase activity","MF"
"GO:0008061",0.0185539398859034,0.998802443302218,2,42,"chitin binding","MF"
"GO:0050431",0.0209883751650629,0.998558027977941,2,39,"transforming growth factor beta binding","MF"
"GO:0032428",0.0219290794284902,0.999807347857368,1,5,"beta-N-acetylgalactosaminidase activity","MF"
"GO:0005537",0.0220731384637685,0.998435592957618,2,44,"mannose binding","MF"
"GO:0016462",0.0223090848790389,0.999812974985362,1,4,"pyrophosphatase activity","MF"
"GO:0047676",0.0226829772992202,0.999806622669057,1,4,"arachidonate-CoA ligase activity","MF"
"GO:0102391",0.0226829772992202,0.999806622669057,1,4,"decanoate-CoA ligase activity","MF"
"GO:0038023",0.0232215847286481,0.995370392417689,4,192,"signaling receptor activity","MF"
"GO:0042834",0.023502893418606,0.999762851228095,1,7,"peptidoglycan binding","MF"
"GO:0008238",0.0268498759549508,0.99969863669539,1,6,"exopeptidase activity","MF"
"GO:0004035",0.0281836481042769,0.999680962640999,1,5,"alkaline phosphatase activity","MF"
"GO:0030976",0.0286528568241952,0.999670187763824,1,5,"thiamine pyrophosphate binding","MF"
"GO:0032093",0.0295301117754717,0.999780311120654,1,2,"SAM domain binding","MF"
"GO:0008241",0.0323308183206286,0.999549689707319,1,7,"peptidyl-dipeptidase activity","MF"
"GO:0004467",0.0338368062453333,0.999520046797064,1,6,"long-chain fatty acid-CoA ligase activity","MF"
"GO:0046961",0.0349275145322069,0.999488382197718,1,6,"proton-transporting ATPase activity, rotational mechanism","MF"
"GO:0016004",0.0353336876111452,0.999461520865312,1,7,"phospholipase activator activity","MF"
"GO:0043559",0.0362259187234376,0.999449350034828,1,6,"insulin binding","MF"
"GO:0030742",0.0386610988689125,0.999341188901448,1,8,"GTP-dependent protein binding","MF"
"GO:0004656",0.0438399045037662,0.999137865267021,1,9,"procollagen-proline 4-dioxygenase activity","MF"
"GO:0042806",0.0454872681855538,0.99908558020734,1,8,"fucose binding","MF"
"GO:0000293",0.0468868317924662,0.99901270410164,1,9,"ferric-chelate reductase activity","MF"
"GO:0044117",0.0135775299150573,0.999938626751914,1,3,NA,NA
"GO:0005913",0.019201969836021,0.997481225003718,3,94,NA,NA
"GO:0003996",0.0314347645333963,0.999586169574335,1,6,NA,NA
