"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0030512",0.0439003243500573,0.995449529191341,2,65,"negative regulation of transforming growth factor beta receptor signaling pathway","BP"
"GO:0007160",0.0447773961316237,0.995322782055346,2,57,"cell-matrix adhesion","BP"
"GO:0032496",0.0465549372612351,0.995005279881719,2,73,"response to lipopolysaccharide","BP"
"GO:0005615",2.82787737927858e-16,1,29,796,"extracellular space","CC"
"GO:0005576",6.41538821323166e-13,1,29,1105,"extracellular region","CC"
"GO:0017090",2.78889307010169e-10,0.999999999999893,4,5,"meprin A complex","CC"
"GO:0031012",9.12506118285503e-08,0.99999999119149,11,244,"extracellular matrix","CC"
"GO:0062023",1.89750605696394e-07,0.999999980233129,11,260,"collagen-containing extracellular matrix","CC"
"GO:0005581",3.50606169176053e-06,0.999999751014349,7,142,"collagen trimer","CC"
"GO:0005802",0.000821002956448227,0.999908834154485,5,131,"trans-Golgi network","CC"
"GO:0005604",0.00161641123315737,0.999790520345086,5,146,"basement membrane","CC"
"GO:1904724",0.00243048829487192,0.99994930971751,2,14,"tertiary granule lumen","CC"
"GO:0035580",0.00304125755700126,0.999927762706646,2,16,"specific granule lumen","CC"
"GO:0070062",0.00354984747156508,0.99901655705836,9,545,"extracellular exosome","CC"
"GO:0005764",0.0035582840165888,0.999315975891296,6,274,"lysosome","CC"
"GO:0031092",0.00927569918323369,0.999593857759409,2,25,"platelet alpha granule membrane","CC"
"GO:0002079",0.00974827075294623,1,1,1,"inner acrosomal membrane","CC"
"GO:0030895",0.0127082432877789,0.999959662404143,1,2,"apolipoprotein B mRNA editing enzyme complex","CC"
"GO:0030133",0.0176247687556339,0.998899480420924,2,36,"transport vesicle","CC"
"GO:0000220",0.0183861870269703,0.999887210982752,1,3,"vacuolar proton-transporting V-type ATPase, V0 domain","CC"
"GO:0016471",0.0210609356199177,0.999833405585784,1,4,"vacuolar proton-transporting V-type ATPase complex","CC"
"GO:0002081",0.0266149249006808,0.999733323083975,1,4,"outer acrosomal membrane","CC"
"GO:0065010",0.0281836481042769,0.999680962640999,1,5,"extracellular membrane-bounded organelle","CC"
"GO:0033162",0.0282704380248689,0.999678983248427,1,5,"melanosome membrane","CC"
"GO:0010008",0.0288136108044879,0.995575779251739,3,117,"endosome membrane","CC"
"GO:0032154",0.0296971454665709,0.995386477166426,3,118,"cleavage furrow","CC"
"GO:0005595",0.030189120855212,0.999618507191371,1,6,"collagen type XII trimer","CC"
"GO:0030670",0.0311175361141439,0.997334407775737,2,54,"phagocytic vesicle membrane","CC"
"GO:0031225",0.0311532687672642,0.99506929869641,3,120,"anchored component of membrane","CC"
"GO:0009536",0.0323233874172874,0.999562286092178,1,6,"plastid","CC"
"GO:0016528",0.0368754025616989,0.999413148761327,1,7,"sarcoplasm","CC"
"GO:0000137",0.0432762602550357,0.999160073584544,1,9,"Golgi cis cisterna","CC"
"GO:0097708",0.0471218766276219,0.999002690234925,1,9,"intracellular vesicle","CC"
"GO:0022626",0.0480068579408561,0.998941343351188,1,11,"cytosolic ribosome","CC"
"GO:0009986",0.0484161523421107,0.983487062358194,6,484,"cell surface","CC"
"GO:0004252",2.26036304634216e-06,0.999999851260085,7,108,"serine-type endopeptidase activity","MF"
"GO:0050839",4.63351154728066e-05,0.999996159390844,6,113,"cell adhesion molecule binding","MF"
"GO:0005518",0.000440978857043008,0.9999717540757,4,61,"collagen binding","MF"
"GO:0050840",0.000584242602215427,0.999978988476316,3,29,"extracellular matrix binding","MF"
"GO:0004222",0.000898765321457292,0.99989816386033,5,131,"metalloendopeptidase activity","MF"
"GO:0008843",0.00106120956883581,0.999986518376874,2,9,"endochitinase activity","MF"
"GO:0005201",0.00166406674552571,0.999845553263383,4,91,"extracellular matrix structural constituent","MF"
"GO:0005178",0.00363065376581226,0.999744192599329,3,54,"integrin binding","MF"
"GO:0004568",0.00468485168684865,0.99985948982425,2,18,"chitinase activity","MF"
"GO:0004553",0.0049732742936172,0.999844755314828,2,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0005319",0.00591469789824085,0.999797334699766,2,21,"lipid transporter activity","MF"
"GO:0004867",0.00847808132476182,0.999182485340766,3,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:0008270",0.0132669435163804,0.995471220685546,9,731,"zinc ion binding","MF"
"GO:0008061",0.0185539398859034,0.998802443302218,2,42,"chitin binding","MF"
"GO:0050431",0.0209883751650629,0.998558027977941,2,39,"transforming growth factor beta binding","MF"
"GO:0005537",0.0220731384637685,0.998435592957618,2,44,"mannose binding","MF"
"GO:0038023",0.0232215847286481,0.995370392417689,4,192,"signaling receptor activity","MF"
"GO:0005913",0.019201969836021,0.997481225003718,3,94,NA,NA
