"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Day_moduleColor"
"90","GO:0007257",0.00292499059493258,0.999431337600512,8,19,"activation of JUN kinase activity","BP","Day0_midnightblue"
"91","GO:0006096",0.00628113413689257,0.998535013427283,8,22,"glycolytic process","BP","Day0_midnightblue"
"92","GO:0090314",0.00764970786533974,0.998075636015688,8,26,"positive regulation of protein targeting to membrane","BP","Day0_midnightblue"
"93","GO:1901223",0.00881883250804786,0.997608686291199,8,35,"negative regulation of NIK/NF-kappaB signaling","BP","Day0_midnightblue"
"94","GO:1990001",0.0169418444681038,0.99480834960102,8,36,"inhibition of cysteine-type endopeptidase activity involved in apoptotic process","BP","Day0_midnightblue"
"95","GO:0006099",0.0217466160387682,0.993307512928464,8,27,"tricarboxylic acid cycle","BP","Day0_midnightblue"
"96","GO:0097190",0.0231436578672948,0.992701437833387,8,29,"apoptotic signaling pathway","BP","Day0_midnightblue"
"97","GO:0030509",0.0332779856037828,0.988355102225341,8,37,"BMP signaling pathway","BP","Day0_midnightblue"
"98","GO:0043407",0.0377240930386698,0.986890808149182,8,29,"negative regulation of MAP kinase activity","BP","Day0_midnightblue"
"99","GO:0006919",0.0423413546331116,0.984719608240918,8,32,"activation of cysteine-type endopeptidase activity involved in apoptotic process","BP","Day0_midnightblue"
"100","GO:0032757",2.11941715903166e-05,0.999999004438538,7,10,"positive regulation of interleukin-8 production","BP","Day0_midnightblue"
"101","GO:0017015",0.000619281455710058,0.999910540222497,7,25,"regulation of transforming growth factor beta receptor signaling pathway","BP","Day0_midnightblue"
"102","GO:0035082",0.000753740074381852,0.999908326555773,7,14,"axoneme assembly","BP","Day0_midnightblue"
"103","GO:0010650",0.00292380375329185,0.999488833371757,7,18,"positive regulation of cell communication by electrical coupling","BP","Day0_midnightblue"
"104","GO:0034112",0.00292380375329185,0.999488833371757,7,18,"positive regulation of homotypic cell-cell adhesion","BP","Day0_midnightblue"
"105","GO:0071709",0.00292380375329185,0.999488833371757,7,18,"membrane assembly","BP","Day0_midnightblue"
"106","GO:1900827",0.00292380375329185,0.999488833371757,7,18,"positive regulation of membrane depolarization during cardiac muscle cell action potential","BP","Day0_midnightblue"
"107","GO:0046034",0.00367226705614369,0.999329719895874,7,18,"ATP metabolic process","BP","Day0_midnightblue"
"108","GO:1902260",0.00458054918847694,0.999099215181753,7,20,"negative regulation of delayed rectifier potassium channel activity","BP","Day0_midnightblue"
"109","GO:0045838",0.0045975050563631,0.999083354099935,7,21,"positive regulation of membrane potential","BP","Day0_midnightblue"
"110","GO:0072660",0.00475405196628143,0.99907237404624,7,19,"maintenance of protein location in plasma membrane","BP","Day0_midnightblue"
"111","GO:0099139",0.00481991917786406,0.999073175911117,7,18,"cheating during chimeric sorocarp development","BP","Day0_midnightblue"
"112","GO:0030218",0.00660843239557648,0.998531770216554,7,25,"erythrocyte differentiation","BP","Day0_midnightblue"
"113","GO:2000651",0.0103346878198807,0.997559233264297,7,22,"positive regulation of sodium ion transmembrane transporter activity","BP","Day0_midnightblue"
"114","GO:0042073",0.0107804686566123,0.997568288985749,7,18,"intraciliary transport","BP","Day0_midnightblue"
"115","GO:0043266",0.0115401532469486,0.9971616625921,7,24,"regulation of potassium ion transport","BP","Day0_midnightblue"
"116","GO:0007098",0.0170775929439811,0.995632602723749,7,20,"centrosome cycle","BP","Day0_midnightblue"
"117","GO:0048814",0.0194217854490489,0.994779858716815,7,22,"regulation of dendrite morphogenesis","BP","Day0_midnightblue"
"118","GO:0006261",0.0209237519608388,0.994287099502606,7,22,"DNA-dependent DNA replication","BP","Day0_midnightblue"
"119","GO:0042059",0.0244824212210407,0.99315948645233,7,21,"negative regulation of epidermal growth factor receptor signaling pathway","BP","Day0_midnightblue"
"120","GO:0019827",0.0250604047716508,0.992823294509804,7,23,"stem cell population maintenance","BP","Day0_midnightblue"
"121","GO:0010960",0.02857611646917,0.991450169058825,7,25,"magnesium ion homeostasis","BP","Day0_midnightblue"
"122","GO:0051568",0.0300325054898063,0.990983231100263,7,24,"histone H3-K4 methylation","BP","Day0_midnightblue"
"123","GO:0022416",0.0325321950985764,0.989710237234829,7,30,"chaeta development","BP","Day0_midnightblue"
"124","GO:2001259",0.0338790853577301,0.989238674073606,7,29,"positive regulation of cation channel activity","BP","Day0_midnightblue"
"125","GO:0006396",0.0451067945486404,0.984977405533976,7,26,"RNA processing","BP","Day0_midnightblue"
"126","GO:0048147",0.0457224102178291,0.983870844418447,7,42,"negative regulation of fibroblast proliferation","BP","Day0_midnightblue"
"127","GO:0021591",0.0480477615162088,0.98398124250126,7,24,"ventricular system development","BP","Day0_midnightblue"
"128","GO:2000582",0.000157367828673475,0.999987534402341,6,14,"positive regulation of ATP-dependent microtubule motor activity, plus-end-directed","BP","Day0_midnightblue"
"129","GO:0045824",0.000194338279741044,0.999987275522435,6,10,"negative regulation of innate immune response","BP","Day0_midnightblue"
"130","GO:0001778",0.000231955192533744,0.999984279185537,6,10,"plasma membrane repair","BP","Day0_midnightblue"
"131","GO:0015986",0.000445848343462806,0.99996260749142,6,11,"ATP synthesis coupled proton transport","BP","Day0_midnightblue"
"132","GO:0032729",0.000452178683754631,0.999965030013859,6,10,"positive regulation of interferon-gamma production","BP","Day0_midnightblue"
"133","GO:0034454",0.000506455935235574,0.999951525824957,6,13,"microtubule anchoring at centrosome","BP","Day0_midnightblue"
"134","GO:0070286",0.000804662277387143,0.999924036466721,6,11,"axonemal dynein complex assembly","BP","Day0_midnightblue"
"135","GO:0043330",0.000872373287597426,0.999916282638268,6,11,"response to exogenous dsRNA","BP","Day0_midnightblue"
"136","GO:0006754",0.00108592174055916,0.999884325266182,6,12,"ATP biosynthetic process","BP","Day0_midnightblue"
"137","GO:0032608",0.00119051301602395,0.999855811958552,6,15,"interferon-beta production","BP","Day0_midnightblue"
"138","GO:0034340",0.00210656113877293,0.999713367642693,6,15,"response to type I interferon","BP","Day0_midnightblue"
"139","GO:0045071",0.00278076457693529,0.99963981321093,6,12,"negative regulation of viral genome replication","BP","Day0_midnightblue"
"140","GO:0071539",0.00328833081581636,0.999583355561075,6,11,"protein localization to centrosome","BP","Day0_midnightblue"
"141","GO:0044782",0.00349041880134688,0.999486716790564,6,14,"cilium organization","BP","Day0_midnightblue"
"142","GO:0043981",0.00436919732883181,0.999376259684711,6,12,"histone H4-K5 acetylation","BP","Day0_midnightblue"
"143","GO:0043982",0.00436919732883181,0.999376259684711,6,12,"histone H4-K8 acetylation","BP","Day0_midnightblue"
"144","GO:1900034",0.00688997647972319,0.998864756174875,6,13,"regulation of cellular response to heat","BP","Day0_midnightblue"
"145","GO:0007569",0.00866714164772928,0.998337195645963,6,17,"cell aging","BP","Day0_midnightblue"
"146","GO:0010498",0.010673985550754,0.997821149919225,6,18,"proteasomal protein catabolic process","BP","Day0_midnightblue"
"147","GO:2001238",0.0106852750932044,0.997891349328664,6,16,"positive regulation of extrinsic apoptotic signaling pathway","BP","Day0_midnightblue"
"148","GO:0042462",0.016572959497373,0.996318556794964,6,17,"eye photoreceptor cell development","BP","Day0_midnightblue"
"149","GO:0003351",0.0211013164856738,0.995040246193326,6,17,"epithelial cilium movement involved in extracellular fluid movement","BP","Day0_midnightblue"
"150","GO:0032755",0.0240974708487764,0.993677168727637,6,25,"positive regulation of interleukin-6 production","BP","Day0_midnightblue"
"151","GO:0006513",0.0244563819595697,0.993957162267041,6,18,"protein monoubiquitination","BP","Day0_midnightblue"
"152","GO:0006094",0.025282101514453,0.993703449514664,6,18,"gluconeogenesis","BP","Day0_midnightblue"
"153","GO:2000051",0.0344783883480772,0.990742246976161,6,18,"negative regulation of non-canonical Wnt signaling pathway","BP","Day0_midnightblue"
"154","GO:0030155",0.0386815517586426,0.989180567642697,6,19,"regulation of cell adhesion","BP","Day0_midnightblue"
"155","GO:0031116",0.0450914368183188,0.986329778660922,6,24,"positive regulation of microtubule polymerization","BP","Day0_midnightblue"
"156","GO:0043488",0.0465372981531469,0.985873782094653,6,23,"regulation of mRNA stability","BP","Day0_midnightblue"
"157","GO:1990126",0.0465809738161821,0.985763631371008,6,24,"retrograde transport, endosome to plasma membrane","BP","Day0_midnightblue"
"158","GO:0071360",0.0469804883648925,0.985375041884684,6,27,"cellular response to exogenous dsRNA","BP","Day0_midnightblue"
"159","GO:0032728",0.0473051626353211,0.985581853036133,6,23,"positive regulation of interferon-beta production","BP","Day0_midnightblue"
"160","GO:0009142",0.000215541711976767,0.999994668535099,5,6,"nucleoside triphosphate biosynthetic process","BP","Day0_midnightblue"
"161","GO:0002735",0.000458137198956714,0.999986487181536,5,6,"positive regulation of myeloid dendritic cell cytokine production","BP","Day0_midnightblue"
"162","GO:0060760",0.00122685912314528,0.999930215888328,5,7,"positive regulation of response to cytokine stimulus","BP","Day0_midnightblue"
"163","GO:0031048",0.00158057567609718,0.999869708079164,5,9,"heterochromatin assembly by small RNA","BP","Day0_midnightblue"
"164","GO:0006228",0.00167235966970833,0.999860275164291,5,9,"UTP biosynthetic process","BP","Day0_midnightblue"
"165","GO:1902530",0.00189332768177884,0.999824024007664,5,10,"positive regulation of protein linear polyubiquitination","BP","Day0_midnightblue"
"166","GO:0006997",0.00190855542118494,0.999853285880616,5,8,"nucleus organization","BP","Day0_midnightblue"
"167","GO:0035970",0.00205695639470238,0.999819403264456,5,9,"peptidyl-threonine dephosphorylation","BP","Day0_midnightblue"
"168","GO:0031396",0.00211393606847996,0.999813175166717,5,9,"regulation of protein ubiquitination","BP","Day0_midnightblue"
"169","GO:0009435",0.00304336281510231,0.99973770529007,5,8,"NAD biosynthetic process","BP","Day0_midnightblue"
"170","GO:0006241",0.00345460789806767,0.999628790005936,5,10,"CTP biosynthetic process","BP","Day0_midnightblue"
"171","GO:0006183",0.00364623300198848,0.999602985174142,5,10,"GTP biosynthetic process","BP","Day0_midnightblue"
"172","GO:0033674",0.00378500309953575,0.99956087358871,5,11,"positive regulation of kinase activity","BP","Day0_midnightblue"
"173","GO:0060337",0.00427863527597152,0.999488482925567,5,11,"type I interferon signaling pathway","BP","Day0_midnightblue"
"174","GO:0030510",0.00514824968421533,0.999355775398302,5,11,"regulation of BMP signaling pathway","BP","Day0_midnightblue"
"175","GO:0034620",0.00791819186935193,0.998953078661714,5,10,"cellular response to unfolded protein","BP","Day0_midnightblue"
"176","GO:0051085",0.00829552713555834,0.998829765704805,5,11,"chaperone cofactor-dependent protein refolding","BP","Day0_midnightblue"
"177","GO:0006739",0.0103817507913898,0.99814162268381,5,20,"NADP metabolic process","BP","Day0_midnightblue"
"178","GO:0032727",0.0127494596994573,0.997909982853315,5,12,"positive regulation of interferon-alpha production","BP","Day0_midnightblue"
"179","GO:0032402",0.0164879136754756,0.996884308469574,5,15,"melanosome transport","BP","Day0_midnightblue"
"180","GO:0047496",0.0171799604590086,0.997069068969564,5,11,"vesicle transport along microtubule","BP","Day0_midnightblue"
"181","GO:0007097",0.0233457620669533,0.995163042580307,5,15,"nuclear migration","BP","Day0_midnightblue"
"182","GO:0048536",0.0256597142746771,0.994546556482438,5,15,"spleen development","BP","Day0_midnightblue"
"183","GO:0046580",0.0284526162926519,0.994042007845066,5,13,"negative regulation of Ras protein signal transduction","BP","Day0_midnightblue"
"184","GO:0055074",0.028673483533514,0.993103633809515,5,25,"calcium ion homeostasis","BP","Day0_midnightblue"
"185","GO:0033209",0.0315714489697911,0.993034700245154,5,14,"tumor necrosis factor-mediated signaling pathway","BP","Day0_midnightblue"
"186","GO:0051493",0.0348562911648031,0.992276758634499,5,13,"regulation of cytoskeleton organization","BP","Day0_midnightblue"
"187","GO:0043984",0.0363589489808985,0.991496481438713,5,15,"histone H4-K16 acetylation","BP","Day0_midnightblue"
"188","GO:0035563",0.0468229382281403,0.988237536604518,5,15,"positive regulation of chromatin binding","BP","Day0_midnightblue"
"189","GO:0006268",0.0483989724357071,0.986884988435828,5,21,"DNA unwinding involved in DNA replication","BP","Day0_midnightblue"
"190","GO:1902187",4.67732166050076e-05,1,4,4,"negative regulation of viral release from host cell","BP","Day0_midnightblue"
"191","GO:0046543",0.000252161945715317,1,4,4,"development of secondary female sexual characteristics","BP","Day0_midnightblue"
"192","GO:0044387",0.000293795340600455,1,4,4,"negative regulation of protein kinase activity by regulation of protein phosphorylation","BP","Day0_midnightblue"
"193","GO:0019218",0.000353125884912592,1,4,4,"regulation of steroid metabolic process","BP","Day0_midnightblue"
"194","GO:0032725",0.000606364655320242,1,4,4,"positive regulation of granulocyte macrophage colony-stimulating factor production","BP","Day0_midnightblue"
"195","GO:0039529",0.000606364655320242,1,4,4,"RIG-I signaling pathway","BP","Day0_midnightblue"
"196","GO:0140374",0.000606364655320242,1,4,4,"antiviral innate immune response","BP","Day0_midnightblue"
"197","GO:1900744",0.000724356288533107,0.999973221453673,4,6,"regulation of p38MAPK cascade","BP","Day0_midnightblue"
"198","GO:0032502",0.000742831907046849,0.999966705451087,4,7,"developmental process","BP","Day0_midnightblue"
"199","GO:0061052",0.00141905464375204,0.999923832058676,4,7,"negative regulation of cell growth involved in cardiac muscle cell development","BP","Day0_midnightblue"
"200","GO:0006165",0.00143762601830779,0.999956895758011,4,5,"nucleoside diphosphate phosphorylation","BP","Day0_midnightblue"
"201","GO:0055070",0.00244321776874169,0.99984698399322,4,7,"copper ion homeostasis","BP","Day0_midnightblue"
"202","GO:0060215",0.00261185063740631,0.99979048574599,4,10,"primitive hemopoiesis","BP","Day0_midnightblue"
"203","GO:0046597",0.00298024141751426,0.999802361858897,4,7,"negative regulation of viral entry into host cell","BP","Day0_midnightblue"
"204","GO:0043497",0.00298038437995337,0.999889335374937,4,5,"regulation of protein heterodimerization activity","BP","Day0_midnightblue"
"205","GO:0070424",0.00318603248911833,0.99976039691619,4,8,"regulation of nucleotide-binding oligomerization domain containing signaling pathway","BP","Day0_midnightblue"
"206","GO:0045647",0.00405908822983574,0.999705494334645,4,7,"negative regulation of erythrocyte differentiation","BP","Day0_midnightblue"
"207","GO:0071476",0.00416920523521894,0.999745500750211,4,6,"cellular hypotonic response","BP","Day0_midnightblue"
"208","GO:0060333",0.0042213577509411,0.999741363401507,4,6,"interferon-gamma-mediated signaling pathway","BP","Day0_midnightblue"
"209","GO:1901621",0.00472016398872211,0.999641994674304,4,7,"negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning","BP","Day0_midnightblue"
"210","GO:0042104",0.00484799789977064,0.999690447782932,4,6,"positive regulation of activated T cell proliferation","BP","Day0_midnightblue"
"211","GO:0086010",0.00635728130796562,0.999559500535332,4,6,"membrane depolarization during action potential","BP","Day0_midnightblue"
"212","GO:0012501",0.00652128406480452,0.999455467766185,4,7,"programmed cell death","BP","Day0_midnightblue"
"213","GO:0039528",0.0073136962603779,0.999367859299205,4,7,"cytoplasmic pattern recognition receptor signaling pathway in response to virus","BP","Day0_midnightblue"
"214","GO:0021670",0.00766047885546533,0.999438078793267,4,6,"lateral ventricle development","BP","Day0_midnightblue"
"215","GO:0070935",0.00775345056479295,0.999317914121957,4,7,"3'-UTR-mediated mRNA stabilization","BP","Day0_midnightblue"
"216","GO:1901222",0.0098698072532885,0.998890336281553,4,9,"regulation of NIK/NF-kappaB signaling","BP","Day0_midnightblue"
"217","GO:0045745",0.0116572434231596,0.998712120365915,4,8,"positive regulation of G protein-coupled receptor signaling pathway","BP","Day0_midnightblue"
"218","GO:0009597",0.011781348890605,0.998821676414993,4,7,"detection of virus","BP","Day0_midnightblue"
"219","GO:0032688",0.0135683413918821,0.998429103037505,4,8,"negative regulation of interferon-beta production","BP","Day0_midnightblue"
"220","GO:0060324",0.0142739587043406,0.998321182008644,4,8,"face development","BP","Day0_midnightblue"
"221","GO:0033572",0.0157591322219974,0.998088339462625,4,8,"transferrin transport","BP","Day0_midnightblue"
"222","GO:0043029",0.0196344537393222,0.997271396162936,4,9,"T cell homeostasis","BP","Day0_midnightblue"
"223","GO:0031053",0.0197478347512897,0.997250651232226,4,9,"primary miRNA processing","BP","Day0_midnightblue"
"224","GO:0097192",0.0213868181145202,0.99668349286005,4,11,"extrinsic apoptotic signaling pathway in absence of ligand","BP","Day0_midnightblue"
"225","GO:0030593",0.0228132584983905,0.996206729086861,4,13,"neutrophil chemotaxis","BP","Day0_midnightblue"
"226","GO:0030330",0.0239643482014779,0.996451996419257,4,9,"DNA damage response, signal transduction by p53 class mediator","BP","Day0_midnightblue"
"227","GO:0030042",0.0248234895886675,0.99628305705478,4,9,"actin filament depolymerization","BP","Day0_midnightblue"
"228","GO:0034097",0.0267799710507353,0.995541422268681,4,11,"response to cytokine","BP","Day0_midnightblue"
"229","GO:0090200",0.0281419072121366,0.995403043255574,4,10,"positive regulation of release of cytochrome c from mitochondria","BP","Day0_midnightblue"
"230","GO:0014067",0.0282911276325982,0.995581194742769,4,9,"negative regulation of phosphatidylinositol 3-kinase signaling","BP","Day0_midnightblue"
"231","GO:0035220",0.0292105543571887,0.994749770103978,4,13,"wing disc development","BP","Day0_midnightblue"
"232","GO:0007088",0.0295213895964254,0.995102701682646,4,10,"regulation of mitotic nuclear division","BP","Day0_midnightblue"
"233","GO:0051457",0.0345616954336032,0.993964841239551,4,10,"maintenance of protein location in nucleus","BP","Day0_midnightblue"
