"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","moduleColor","Day"
"387","GO:0051385",0.0160573184411588,0.999577589084348,2,3,"response to mineralocorticoid","BP","brown","Day14"
"395","GO:0051924",0.0162930314729289,0.998159273291205,3,17,"regulation of calcium ion transport","BP","brown","Day14"
"403","GO:0060071",0.0163805287611365,0.99737201097235,4,18,"Wnt signaling pathway, planar cell polarity pathway","BP","brown","Day14"
"101","GO:0006629",0.01671774344058,0.994649813010774,8,62,"lipid metabolic process","BP","brown","Day14"
"111","GO:0006739",0.0167215236759199,0.998054156471916,3,20,"NADP metabolic process","BP","brown","Day14"
"380","GO:0051001",0.016786903793891,0.999130103039186,2,8,"negative regulation of nitric-oxide synthase activity","BP","brown","Day14"
"317","GO:0042593",0.0177102801813342,0.993782283144954,9,77,"glucose homeostasis","BP","brown","Day14"
"203","GO:0019882",0.0178415667320849,0.999079632736197,2,7,"antigen processing and presentation","BP","brown","Day14"
"396","GO:0051928",0.0181663589923239,0.996924123355264,4,21,"positive regulation of calcium ion transport","BP","brown","Day14"
"2","GO:0000132",0.0183649529675251,0.996005457684711,5,29,"establishment of mitotic spindle orientation","BP","brown","Day14"
"132","GO:0008202",0.018543782977188,0.99505240708623,6,59,"steroid metabolic process","BP","brown","Day14"
"172","GO:0016121",0.0186167709209859,0.999141121874698,2,5,"carotene catabolic process","BP","brown","Day14"
"442","GO:0090630",0.0187434072870421,0.993914155171771,8,56,"activation of GTPase activity","BP","brown","Day14"
"297","GO:0035902",0.0187860252377322,0.997743939973917,3,18,"response to immobilization stress","BP","brown","Day14"
"168","GO:0015908",0.0189025378519357,0.999239273458205,2,4,"fatty acid transport","BP","brown","Day14"
"473","GO:1902275",0.0190466805930928,0.999230325963104,2,4,"regulation of chromatin organization","BP","brown","Day14"
"128","GO:0007597",0.0191120411145946,0.999105769711637,2,5,"blood coagulation, intrinsic pathway","BP","brown","Day14"
"215","GO:0030198",0.0193189980865903,0.992245395357318,11,104,"extracellular matrix organization","BP","brown","Day14"
"156","GO:0010524",0.0194005193529153,0.997701141977797,3,15,"positive regulation of calcium ion transport into cytosol","BP","brown","Day14"
"140","GO:0008348",0.019441809017592,1,1,1,"negative regulation of antimicrobial humoral response","BP","brown","Day14"
"191","GO:0017055",0.019441809017592,1,1,1,"negative regulation of RNA polymerase II transcription preinitiation complex assembly","BP","brown","Day14"
"426","GO:0071276",0.0198495659259519,0.997722588762191,3,12,"cellular response to cadmium ion","BP","brown","Day14"
"15","GO:0002040",0.0201672656524589,0.993379050861545,8,54,"sprouting angiogenesis","BP","brown","Day14"
"116","GO:0006914",0.0201835598047744,0.992291130283466,10,86,"autophagy","BP","brown","Day14"
"361","GO:0048013",0.020231424858401,0.99646058708047,4,21,"ephrin receptor signaling pathway","BP","brown","Day14"
"160","GO:0010881",0.0207473573967559,0.997477966592988,3,15,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","BP","brown","Day14"
"405","GO:0060307",0.0209707776800591,0.997469232753502,3,14,"regulation of ventricular cardiac muscle cell membrane repolarization","BP","brown","Day14"
"246","GO:0032091",0.0211421091238345,0.996251224766996,4,21,"negative regulation of protein binding","BP","brown","Day14"
"195","GO:0017144",0.0212991736706713,0.997257545104929,3,22,"drug metabolic process","BP","brown","Day14"
"141","GO:0008356",0.0214486332353317,0.99629997164583,4,17,"asymmetric cell division","BP","brown","Day14"
"335","GO:0044245",0.021997408297105,0.997488737682848,3,10,"polysaccharide digestion","BP","brown","Day14"
"273","GO:0034080",0.0221051384445273,0.999031787387202,2,4,"CENP-A containing nucleosome assembly","BP","brown","Day14"
"285","GO:0035307",0.0221458453896217,0.996043171029657,4,20,"positive regulation of protein dephosphorylation","BP","brown","Day14"
"444","GO:0090666",0.0222939928053409,0.999018995435276,2,4,"scaRNA localization to Cajal body","BP","brown","Day14"
"484","GO:1904874",0.0222939928053409,0.999018995435276,2,4,"positive regulation of telomerase RNA localization to Cajal body","BP","brown","Day14"
"105","GO:0006672",0.0227866087679113,0.997198982032218,3,13,"ceramide metabolic process","BP","brown","Day14"
"404","GO:0060074",0.0229308961127071,0.998816510000502,2,5,"synapse maturation","BP","brown","Day14"
"293","GO:0035640",0.0230332803546176,0.998968338256303,2,4,"exploration behavior","BP","brown","Day14"
"325","GO:0043030",0.0231135973565114,0.998700525376163,2,6,"regulation of macrophage activation","BP","brown","Day14"
"430","GO:0071360",0.0231931618943733,0.995649272224302,4,27,"cellular response to exogenous dsRNA","BP","brown","Day14"
"9","GO:0001570",0.0233985414508144,0.995614933224823,4,26,"vasculogenesis","BP","brown","Day14"
"474","GO:1902307",0.023452125154065,0.99893923002053,2,4,"positive regulation of sodium ion transmembrane transport","BP","brown","Day14"
"107","GO:0006686",0.0236427997380053,0.998925881699885,2,4,"sphingomyelin biosynthetic process","BP","brown","Day14"
"263","GO:0033129",0.0240753308365825,0.998895378043707,2,4,"positive regulation of histone phosphorylation","BP","brown","Day14"
"434","GO:0071555",0.0242928046116976,0.99846663100029,2,8,"cell wall organization","BP","brown","Day14"
"341","GO:0045197",0.0245311613170844,0.995588854231214,4,17,"establishment or maintenance of epithelial cell apical/basal polarity","BP","brown","Day14"
"337","GO:0044829",0.0248711183668539,0.998658665041265,2,5,"positive regulation by host of viral genome replication","BP","brown","Day14"
"437","GO:0072583",0.0251224829416005,0.995448954410744,4,17,"clathrin-dependent endocytosis","BP","brown","Day14"
"201","GO:0019518",0.0251417248663724,1,1,1,"L-threonine catabolic process to glycine","BP","brown","Day14"
"234","GO:0031116",0.0255363873792518,0.995124619053924,4,24,"positive regulation of microtubule polymerization","BP","brown","Day14"
"390","GO:0051894",0.0256445282328603,0.996753047767658,3,12,"positive regulation of focal adhesion assembly","BP","brown","Day14"
"125","GO:0007163",0.0260743098544018,0.993728326119841,5,32,"establishment or maintenance of cell polarity","BP","brown","Day14"
"252","GO:0032402",0.0261020801687592,0.996535013359014,3,15,"melanosome transport","BP","brown","Day14"
"222","GO:0030435",0.0262099558037266,0.998422917153677,2,6,"sporulation resulting in formation of a cellular spore","BP","brown","Day14"
"153","GO:0010243",0.0263946920171472,0.996620485703852,3,12,"response to organonitrogen compound","BP","brown","Day14"
"472","GO:1902236",0.0268370694827207,0.99849156033952,2,5,"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP","brown","Day14"
"410","GO:0061709",0.0269138763392109,0.998357138049872,2,6,"reticulophagy","BP","brown","Day14"
"240","GO:0031647",0.0274046575807709,0.990275813234881,8,77,"regulation of protein stability","BP","brown","Day14"
"189","GO:0017000",0.0274585797708541,0.996188125408647,3,18,"antibiotic biosynthetic process","BP","brown","Day14"
"110","GO:0006730",0.0276203750480177,0.996470033662619,3,11,"one-carbon metabolic process","BP","brown","Day14"
"402","GO:0060027",0.0278862558359678,0.9986134753442,2,4,"convergent extension involved in gastrulation","BP","brown","Day14"
"113","GO:0006879",0.0278942235081212,0.994526882305791,4,24,"cellular iron ion homeostasis","BP","brown","Day14"
"377","GO:0050896",0.0280873578095944,0.990946906203183,7,52,"response to stimulus","BP","brown","Day14"
"409","GO:0061515",0.0285560086899457,1,1,1,"myeloid cell development","BP","brown","Day14"
"328","GO:0043407",0.0285563399720368,0.993031159160088,5,29,"negative regulation of MAP kinase activity","BP","brown","Day14"
"375","GO:0050821",0.0286215324044673,0.988430408777925,10,86,"protein stabilization","BP","brown","Day14"
"422","GO:0070989",0.0287584474051899,0.997957577607681,2,9,"oxidative demethylation","BP","brown","Day14"
"439","GO:0072675",0.0287664578418364,0.993019914061779,5,27,"osteoclast fusion","BP","brown","Day14"
"326","GO:0043068",0.0288148408602448,0.998174695736324,2,6,"positive regulation of programmed cell death","BP","brown","Day14"
"494","GO:2000772",0.0288594339970382,0.996338198936997,3,10,"regulation of cellular senescence","BP","brown","Day14"
"281","GO:0035025",0.0290528049292535,0.998052588910263,2,7,"positive regulation of Rho protein signal transduction","BP","brown","Day14"
"292","GO:0035621",0.0296204466138256,0.998477593586441,2,4,"ER to Golgi ceramide transport","BP","brown","Day14"
"384","GO:0051259",0.0296256326577835,0.992573362946974,5,35,"protein complex oligomerization","BP","brown","Day14"
"208","GO:0023021",0.0298657953799003,0.998457995171149,2,4,"termination of signal transduction","BP","brown","Day14"
"255","GO:0032482",0.0302059352568317,0.992312873414629,5,40,"Rab protein signal transduction","BP","brown","Day14"
"496","GO:2001135",0.0302890278521585,0.9981812989787,2,5,"regulation of endocytic recycling","BP","brown","Day14"
"304","GO:0036444",0.0305143216501869,0.998405749092469,2,4,"calcium import into the mitochondrion","BP","brown","Day14"
"104","GO:0006670",0.0306291989414327,0.998149591731069,2,5,"sphingosine metabolic process","BP","brown","Day14"
"349","GO:0046477",0.0309683610105956,0.997959723304565,2,6,"glycosylceramide catabolic process","BP","brown","Day14"
"11","GO:0001744",0.0314649472903212,0.99974873691561,1,2,"optic lobe placode formation","BP","brown","Day14"
"126","GO:0007299",0.0314649472903212,0.99974873691561,1,2,"ovarian follicle cell-cell adhesion","BP","brown","Day14"
"179","GO:0016325",0.0314649472903212,0.99974873691561,1,2,"oocyte microtubule cytoskeleton organization","BP","brown","Day14"
"312","GO:0042248",0.0314649472903212,0.99974873691561,1,2,"maintenance of polarity of follicular epithelium","BP","brown","Day14"
"397","GO:0051973",0.0316898863470882,0.993560016952406,4,23,"positive regulation of telomerase activity","BP","brown","Day14"
"303","GO:0036315",0.0317535368746412,1,1,1,"cellular response to sterol","BP","brown","Day14"
"436","GO:0072539",0.0317535368746412,1,1,1,"T-helper 17 cell differentiation","BP","brown","Day14"
"157","GO:0010614",0.0318216965624809,0.995488336172385,3,14,"negative regulation of cardiac muscle hypertrophy","BP","brown","Day14"
"355","GO:0046685",0.0320328357234123,0.995249289733269,3,19,"response to arsenic-containing substance","BP","brown","Day14"
"467","GO:1901029",0.0320704516498945,0.998013046389601,2,5,"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP","brown","Day14"
"394","GO:0051923",0.0323870056211699,0.993136872733313,4,34,"sulfation","BP","brown","Day14"
"365","GO:0048565",0.032405555338549,0.993258407663179,4,27,"digestive tract development","BP","brown","Day14"
"176","GO:0016197",0.0325218938507578,0.990356163185374,6,41,"endosomal transport","BP","brown","Day14"
"155","GO:0010506",0.0329371091281958,0.991571609491128,5,32,"regulation of autophagy","BP","brown","Day14"
"21","GO:0002642",0.0330918500458617,1,1,1,"positive regulation of immunoglobulin biosynthetic process","BP","brown","Day14"
"169","GO:0015909",0.0332097184327445,0.997726870543832,2,6,"long-chain fatty acid transport","BP","brown","Day14"
"95","GO:0006006",0.0335681246769974,0.987578338188473,8,83,"glucose metabolic process","BP","brown","Day14"
"123","GO:0007098",0.0338051211066603,0.993109265970285,4,20,"centrosome cycle","BP","brown","Day14"
"319","GO:0042632",0.0341827188325837,0.989660221321002,6,46,"cholesterol homeostasis","BP","brown","Day14"
"344","GO:0045599",0.0345259910371874,0.990793837241537,5,48,"negative regulation of fat cell differentiation","BP","brown","Day14"
"356","GO:0046718",0.0349537371242538,0.994751659190201,3,16,"viral entry into host cell","BP","brown","Day14"
"221","GO:0030308",0.0351420922838076,0.989166596428135,6,57,"negative regulation of cell growth","BP","brown","Day14"
"146","GO:0009062",0.0354515495350054,0.994755902593711,3,14,"fatty acid catabolic process","BP","brown","Day14"
"236","GO:0031334",0.0354709022385181,0.997482777321911,2,6,"positive regulation of protein-containing complex assembly","BP","brown","Day14"
"248","GO:0032252",0.0357089590392794,1,1,1,"secretory granule localization","BP","brown","Day14"
"453","GO:0099089",0.0357089590392794,1,1,1,"establishment of endoplasmic reticulum localization to postsynapse","BP","brown","Day14"
"468","GO:1901214",0.036007514413892,0.994792728745687,3,12,"regulation of neuron death","BP","brown","Day14"
"276","GO:0034383",0.0363129142810863,0.997590847995783,2,5,"low-density lipoprotein particle clearance","BP","brown","Day14"
"357","GO:0046854",0.0364653618514286,0.992293749582531,4,22,"phosphatidylinositol phosphorylation","BP","brown","Day14"
"296","GO:0035773",0.0370484411504578,0.997307139054932,2,6,"insulin secretion involved in cellular response to glucose stimulus","BP","brown","Day14"
"493","GO:2000642",0.0372485945471381,1,1,1,"negative regulation of early endosome to late endosome transport","BP","brown","Day14"
"19","GO:0002522",0.0372597146679688,1,1,1,"leukocyte migration involved in immune response","BP","brown","Day14"
"446","GO:0097021",0.0372597146679688,1,1,1,"lymphocyte migration into lymphoid organs","BP","brown","Day14"
"485","GO:1904994",0.0372597146679688,1,1,1,"regulation of leukocyte adhesion to vascular endothelial cell","BP","brown","Day14"
"492","GO:2000389",0.0372597146679688,1,1,1,"regulation of neutrophil extravasation","BP","brown","Day14"
"197","GO:0017196",0.0373631256395294,0.997271584870256,2,6,"N-terminal peptidyl-methionine acetylation","BP","brown","Day14"
"228","GO:0030707",0.0376437120806605,0.991963879552737,4,22,"ovarian follicle cell development","BP","brown","Day14"
"152","GO:0010041",0.037746536358702,0.996775563734548,2,11,"response to iron(III) ion","BP","brown","Day14"
"489","GO:1990573",0.0377943157348268,0.997075469629083,2,7,"potassium ion import across plasma membrane","BP","brown","Day14"
"441","GO:0086005",0.0380691134914086,0.996785653725525,2,10,"ventricular cardiac muscle cell action potential","BP","brown","Day14"
"433","GO:0071539",0.0381786874714435,0.994456101340253,3,11,"protein localization to centrosome","BP","brown","Day14"
