name	term	lev	seq	value
"metabolic process"	GO:0008152	1	PGEN_.00g212430	-1.39225725740027
"metabolic process"	GO:0008152	1	PGEN_.00g298200	3.18434120539167
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g015880	-0.842130646524563
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g025860	5.31610492772672
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g131030	4.05013543516001
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g252450	-0.856729064332205
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g272850	1.9858552776683
"actin filament-based process"	GO:0030036;GO:0007010;GO:0030029	3	PGEN_.00g062920	1.58482251560663
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g031270	-1.73393367121437
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g047650	-1.45705447763384
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g050040	4.7795659639901
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g103630	3.8209662792583
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g229320	-3.5152002173414
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g229340	-2.91815345104484
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g251840	2.08671441712816
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g266130	-9.24034038235419
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g299380	-2.35584949779917
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g328490	-4.99516538587071
"metal ion transport"	GO:0030001;GO:0006812	3	PGEN_.00g336000	-3.04168756361515
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g041430	3.37134359173323
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g042540	-3.47345005791177
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g092330	4.23045739639762
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g167440	-3.76880043299236
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g229320	-3.5152002173414
"response to abiotic stimulus"	GO:0009628	1	PGEN_.00g229340	-2.91815345104484
"protein processing"	GO:0016485	2	PGEN_.00g033640	5.17566602044532
"protein processing"	GO:0016485	2	PGEN_.00g057170	5.29123691425269
"protein processing"	GO:0016485	2	PGEN_.00g057190	5.78424334320555
"protein processing"	GO:0016485	2	PGEN_.00g199810	4.75390339404772
"protein processing"	GO:0016485	2	PGEN_.00g200990	-1.48360158473021
"protein processing"	GO:0016485	2	PGEN_.00g288000	3.38345717026529
"protein processing"	GO:0016485	2	PGEN_.00g344990	6.88560548165566
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g033640	5.17566602044532
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g040990	6.35989876931627
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g052630	3.79792500809598
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g057170	5.29123691425269
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g057190	5.78424334320555
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g164550	4.83991998391732
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g164650	4.74345920263212
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g174890	4.25924994612659
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g199810	4.75390339404772
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g200990	-1.48360158473021
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g212830	-3.59468955369861
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g285590	4.05041379587569
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g288000	3.38345717026529
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g344990	6.88560548165566
"protein metabolic process"	GO:0006508;GO:0019538	1	PGEN_.00g036450	3.76269963213679
"cellular amino acid catabolic process"	GO:0009063;GO:0006520	2	PGEN_.00g046630	3.89396031148037
"cellular amino acid catabolic process"	GO:0009063;GO:0006520	2	PGEN_.00g110440	-1.43439504740307
"cellular amino acid catabolic process"	GO:0009063;GO:0006520	2	PGEN_.00g250350	4.0470522321664
"cellular amino acid catabolic process"	GO:0009063;GO:0006520	2	PGEN_.00g283620	3.86921087861215
"cellular amino acid catabolic process"	GO:0009063;GO:0006520	2	PGEN_.00g321250	4.99710031321988
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g035810	5.67523371894232
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g035820	3.93683414647891
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g038430	3.08664808325943
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g042190	2.66117450402986
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g050460	-1.11205379890176
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g058540	-2.97804203806852
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g084550	5.50627677517268
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g091340	4.68151338156612
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g130730	8.35308710317702
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g188250	4.80238789950171
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g195980	-1.87131120455988
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g214740	1.6881807299227
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g250710	3.57881425364561
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g294440	-1.58207653026089
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g319930	-2.38514322511499
"signal transduction"	GO:0007165;GO:0007166	2	PGEN_.00g346230	4.43452103549202
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g057120	4.69842361033901
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g057130	4.36037293412942
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g157320	-4.19585285102914
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g169480	5.19765614946527
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g169490	4.97989107368819
"chitin metabolic process"	GO:0000272;GO:0005976;GO:0006032;GO:0006030;GO:1901072	2	PGEN_.00g283950	-4.66931616373474
""	GO:0098742;GO:0007156		PGEN_.00g025030	2.37680835046684
""	GO:0098742;GO:0007156		PGEN_.00g038430	3.08664808325943
""	GO:0098742;GO:0007156		PGEN_.00g042190	2.66117450402986
""	GO:0098742;GO:0007156		PGEN_.00g050460	-1.11205379890176
""	GO:0098742;GO:0007156		PGEN_.00g069990	3.30153727556496
""	GO:0098742;GO:0007156		PGEN_.00g211890	5.31797138048054
""	GO:0098742;GO:0007156		PGEN_.00g221720	-2.37252096148832
""	GO:0098742;GO:0007156		PGEN_.00g332560	4.77156824189098
"cellular component organization"	GO:0016043	1	PGEN_.00g015880	-0.842130646524563
"cellular component organization"	GO:0016043	1	PGEN_.00g017110	-1.89296468303974
"cellular component organization"	GO:0016043	1	PGEN_.00g025860	5.31610492772672
"cellular component organization"	GO:0016043	1	PGEN_.00g033640	5.17566602044532
"cellular component organization"	GO:0016043	1	PGEN_.00g047760	-0.853387936177642
"cellular component organization"	GO:0016043	1	PGEN_.00g057190	5.78424334320555
"cellular component organization"	GO:0016043	1	PGEN_.00g131030	4.05013543516001
"cellular component organization"	GO:0016043	1	PGEN_.00g197160	-2.33531172135561
"cellular component organization"	GO:0016043	1	PGEN_.00g205400	2.38086998180682
"cellular component organization"	GO:0016043	1	PGEN_.00g211970	6.12738438398186
"cellular component organization"	GO:0016043	1	PGEN_.00g212030	1.8304373812062
"cellular component organization"	GO:0016043	1	PGEN_.00g245880	-0.940031501912708
"cellular component organization"	GO:0016043	1	PGEN_.00g252450	-0.856729064332205
"cellular component organization"	GO:0016043	1	PGEN_.00g272850	1.9858552776683
"cellular component organization"	GO:0016043	1	PGEN_.00g305960	2.89363907103167
"cellular component organization"	GO:0016043	1	PGEN_.00g331660	2.44860980638344
"sulfur compound metabolic process"	GO:0006790	1	PGEN_.00g036450	3.76269963213679
"sulfur compound metabolic process"	GO:0006790	1	PGEN_.00g212430	-1.39225725740027
"sulfur compound metabolic process"	GO:0006790	1	PGEN_.00g219960	5.12296865000267
"sulfur compound metabolic process"	GO:0006790	1	PGEN_.00g283620	3.86921087861215
"sulfur compound metabolic process"	GO:0006790	1	PGEN_.00g318440	4.78189018474997
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g027030	6.77735988717009
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g062920	1.58482251560663
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g200990	-1.48360158473021
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g205400	2.38086998180682
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g208330	1.38666669193384
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g229320	-3.5152002173414
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g229340	-2.91815345104484
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g267990	2.95348823562974
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g305960	2.89363907103167
"protein transport"	GO:0015031;GO:0015833	1	PGEN_.00g313720	1.63157319467437
""	GO:0007009;GO:0061024	1	PGEN_.00g025030	2.37680835046684
""	GO:0007009;GO:0061024	1	PGEN_.00g038430	3.08664808325943
""	GO:0007009;GO:0061024	1	PGEN_.00g042190	2.66117450402986
""	GO:0007009;GO:0061024	1	PGEN_.00g050460	-1.11205379890176
""	GO:0007009;GO:0061024	1	PGEN_.00g245880	-0.940031501912708
""	GO:0007009;GO:0061024	1	PGEN_.00g211970	6.12738438398186
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g038430	3.08664808325943
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g042190	2.66117450402986
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g050460	-1.11205379890176
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g084550	5.50627677517268
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g195980	-1.87131120455988
"enzyme linked receptor protein signaling pathway"	GO:0007169;GO:0007167	4	PGEN_.00g294440	-1.58207653026089
"reproductive process"	GO:0022414	1	PGEN_.00g017110	-1.89296468303974
"reproductive process"	GO:0022414	1	PGEN_.00g150640	1.78355619676878
"reproductive process"	GO:0022414	1	PGEN_.00g200990	-1.48360158473021
"reproductive process"	GO:0022414	1	PGEN_.00g250710	3.57881425364561
"reproductive process"	GO:0022414	1	PGEN_.00g263590	5.12809167462446
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g086610	6.36521592817008
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g086660	6.33758074337516
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g091350	4.88936487071868
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g092270	-7.24674038567961
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g093800	5.69105575155619
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g114200	5.15190147012855
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g191400	3.95980017049551
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g212430	-1.39225725740027
"regulation of protein modification process"	GO:0001932;GO:0031399;GO:0032269;GO:0031324	2	PGEN_.00g324360	7.7925263537273
"regulation of signal transduction"	GO:0009966;GO:0010646;GO:0023051	1	PGEN_.00g092330	4.23045739639762
"regulation of signal transduction"	GO:0009966;GO:0010646;GO:0023051	1	PGEN_.00g238060	4.8707375174549
"regulation of signal transduction"	GO:0009966;GO:0010646;GO:0023051	1	PGEN_.00g250710	3.57881425364561
"regulation of signal transduction"	GO:0009966;GO:0010646;GO:0023051	1	PGEN_.00g279590	4.83152174187
"regulation of signal transduction"	GO:0009966;GO:0010646;GO:0023051	1	PGEN_.00g348850	3.88488527001707
"response to oxidative stress"	GO:0006979	1	PGEN_.00g017110	-1.89296468303974
"response to oxidative stress"	GO:0006979	1	PGEN_.00g049360	5.00748301273862
"response to oxidative stress"	GO:0006979	1	PGEN_.00g116940	4.97890534386955
"response to oxidative stress"	GO:0006979	1	PGEN_.00g211970	6.12738438398186
"response to oxidative stress"	GO:0006979	1	PGEN_.00g212430	-1.39225725740027
"response to oxidative stress"	GO:0006979	1	PGEN_.00g279590	4.83152174187
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g017110	-1.89296468303974
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g052630	3.79792500809598
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g085760	3.98372294904781
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g085790	5.51694316581702
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g092320	3.69461576119781
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g095390	4.49415626344533
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g235110	-3.87991641854236
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g245880	-0.940031501912708
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g250710	3.57881425364561
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g332980	3.68196509957329
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g339220	5.21449212920581
"angiogenesis"	GO:0001525;GO:0048646	1	PGEN_.00g326620	4.77625507660389
"regulation of cell adhesion"	GO:0030155	1	PGEN_.00g085760	3.98372294904781
"regulation of cell adhesion"	GO:0030155	1	PGEN_.00g092330	4.23045739639762
"regulation of cell adhesion"	GO:0030155	1	PGEN_.00g188250	4.80238789950171
"regulation of cell adhesion"	GO:0030155	1	PGEN_.00g250710	3.57881425364561
"regulation of cell adhesion"	GO:0030155	1	PGEN_.00g348850	3.88488527001707
"regulation of cell migration"	GO:0030334	1	PGEN_.00g084550	5.50627677517268
"regulation of cell migration"	GO:0030334	1	PGEN_.00g092330	4.23045739639762
"regulation of cell migration"	GO:0030334	1	PGEN_.00g105690	4.69264058570793
"regulation of cell migration"	GO:0030334	1	PGEN_.00g158640	5.99119967835138
"regulation of cell migration"	GO:0030334	1	PGEN_.00g250710	3.57881425364561
"regulation of cell migration"	GO:0030334	1	PGEN_.00g272850	1.9858552776683
"regulation of cell migration"	GO:0030334	1	PGEN_.00g294440	-1.58207653026089
"regulation of cell migration"	GO:0030334	1	PGEN_.00g348850	3.88488527001707
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g017110	-1.89296468303974
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g060680	3.58393283170355
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g211680	1.16395925231575
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g235110	-3.87991641854236
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g250710	3.57881425364561
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g319930	-2.38514322511499
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g346230	4.43452103549202
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g075030	2.36485892260429
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g323540	1.9437210059821
"regulation of transcription by RNA polymerase II"	GO:0000122;GO:0006357;GO:0045892	2	PGEN_.00g188250	4.80238789950171
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g038430	3.08664808325943
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g042190	2.66117450402986
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g050460	-1.11205379890176
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g069990	3.30153727556496
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g130730	8.35308710317702
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g250710	3.57881425364561
"anatomical structure morphogenesis"	GO:0009653	2	PGEN_.00g346230	4.43452103549202
""	GO:0044238		PGEN_.00g014020	2.8152276651603
""	GO:0044238		PGEN_.00g135000	1.57657523009256
""	GO:0044238		PGEN_.00g146090	2.75844088380479
""	GO:0044238		PGEN_.00g189960	4.45527332928022
""	GO:0044238		PGEN_.00g279590	4.83152174187
""	GO:0046907		PGEN_.00g015880	-0.842130646524563
""	GO:0046907		PGEN_.00g062920	1.58482251560663
""	GO:0046907		PGEN_.00g177440	3.10936675087435
""	GO:0046907		PGEN_.00g205400	2.38086998180682
""	GO:0046907		PGEN_.00g229320	-3.5152002173414
""	GO:0046907		PGEN_.00g229340	-2.91815345104484
""	GO:0046907		PGEN_.00g305960	2.89363907103167
"peptide metabolic process"	GO:0006518	1	PGEN_.00g199810	4.75390339404772
"peptide metabolic process"	GO:0006518	1	PGEN_.00g200990	-1.48360158473021
"peptide metabolic process"	GO:0006518	1	PGEN_.00g212430	-1.39225725740027
"peptide metabolic process"	GO:0006518	1	PGEN_.00g219960	5.12296865000267
"peptide metabolic process"	GO:0006518	1	PGEN_.00g312080	5.81471239781651
""	GO:0048731		PGEN_.00g005530	4.24981113359094
""	GO:0048731		PGEN_.00g014020	2.8152276651603
""	GO:0048731		PGEN_.00g040990	6.35989876931627
""	GO:0048731		PGEN_.00g060690	4.09092682261233
""	GO:0048731		PGEN_.00g079550	-2.96856519202093
""	GO:0048731		PGEN_.00g211970	6.12738438398186
""	GO:0048731		PGEN_.00g300660	4.61324148947932
""	GO:0048731		PGEN_.00g318440	4.78189018474997
"programmed cell death"	GO:0006915;GO:0012501;GO:0008219	3	PGEN_.00g057130	4.36037293412942
"programmed cell death"	GO:0006915;GO:0012501;GO:0008219	3	PGEN_.00g066000	2.89615571576306
"programmed cell death"	GO:0006915;GO:0012501;GO:0008219	3	PGEN_.00g074210	-3.07364001725356
"programmed cell death"	GO:0006915;GO:0012501;GO:0008219	3	PGEN_.00g274080	3.32761116946767
"programmed cell death"	GO:0006915;GO:0012501;GO:0008219	3	PGEN_.00g286010	-2.89580391008828
"immune response"	GO:0006955	2	PGEN_.00g057120	4.69842361033901
"immune response"	GO:0006955	2	PGEN_.00g081050	4.11877373847991
"immune response"	GO:0006955	2	PGEN_.00g096560	3.93835317870913
"immune response"	GO:0006955	2	PGEN_.00g169480	5.19765614946527
"immune response"	GO:0006955	2	PGEN_.00g169490	4.97989107368819
"immune response"	GO:0006955	2	PGEN_.00g250710	3.57881425364561
"immune response"	GO:0006955	2	PGEN_.00g276360	4.34356907999148
"immune response"	GO:0006955	2	PGEN_.00g346230	4.43452103549202
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g038430	3.08664808325943
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g042190	2.66117450402986
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g050460	-1.11205379890176
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g250710	3.57881425364561
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g319930	-2.38514322511499
"Notch signaling pathway"	GO:0007219	4	PGEN_.00g346230	4.43452103549202
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g035810	5.67523371894232
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g086610	6.36521592817008
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g086660	6.33758074337516
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g091350	4.88936487071868
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g092270	-7.24674038567961
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g093800	5.69105575155619
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g114200	5.15190147012855
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g191400	3.95980017049551
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g212430	-1.39225725740027
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g212830	-3.59468955369861
"regulation of cellular metabolic process"	GO:0031323;GO:0032268	1	PGEN_.00g324360	7.7925263537273
"monocarboxylic acid metabolic process"	GO:0032787	1	PGEN_.00g139840	4.96948905909421
"monocarboxylic acid metabolic process"	GO:0032787	1	PGEN_.00g177440	3.10936675087435
"monocarboxylic acid metabolic process"	GO:0032787	1	PGEN_.00g214740	1.6881807299227
"monocarboxylic acid metabolic process"	GO:0032787	1	PGEN_.00g267990	2.95348823562974
"monocarboxylic acid metabolic process"	GO:0032787	1	PGEN_.00g283620	3.86921087861215
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g057120	4.69842361033901
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g057130	4.36037293412942
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g130730	8.35308710317702
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g157320	-4.19585285102914
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g169480	5.19765614946527
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g169490	4.97989107368819
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g276360	4.34356907999148
"macromolecule catabolic process"	GO:0009057;GO:0006026	1	PGEN_.00g318440	4.78189018474997
""	GO:0048513		PGEN_.00g017110	-1.89296468303974
""	GO:0048513		PGEN_.00g040990	6.35989876931627
""	GO:0048513		PGEN_.00g084550	5.50627677517268
""	GO:0048513		PGEN_.00g199810	4.75390339404772
""	GO:0048513		PGEN_.00g200990	-1.48360158473021
""	GO:0048513		PGEN_.00g229320	-3.5152002173414
""	GO:0048513		PGEN_.00g229340	-2.91815345104484
""	GO:0048513		PGEN_.00g238050	5.01609333655136
""	GO:0048513		PGEN_.00g250710	3.57881425364561
""	GO:0048513		PGEN_.00g279590	4.83152174187
""	GO:0048513		PGEN_.00g346230	4.43452103549202
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g035810	5.67523371894232
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g042540	-3.47345005791177
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g062920	1.58482251560663
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g163390	-4.5198341996123
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g229320	-3.5152002173414
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g229340	-2.91815345104484
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g238060	4.8707375174549
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g299380	-2.35584949779917
"sensory perception of sound"	GO:0007605;GO:0050954	1	PGEN_.00g327970	-3.57414688440692
