name	term	lev	seq	value
"steroid metabolic process"	GO:0008202	1	PGEN_.00g013170	9.98601051291368
"steroid metabolic process"	GO:0008202	1	PGEN_.00g108630	-23.0278460518233
"steroid metabolic process"	GO:0008202	1	PGEN_.00g155100	5.42469525548799
"steroid metabolic process"	GO:0008202	1	PGEN_.00g282850	3.39063539422387
"immune system process"	GO:0002376	1	PGEN_.00g057130	6.37134505201874
"immune system process"	GO:0002376	1	PGEN_.00g096560	7.82396571745872
"immune system process"	GO:0002376	1	PGEN_.00g188250	5.64947107007138
"immune system process"	GO:0002376	1	PGEN_.00g276360	5.29248359213511
"immune system process"	GO:0002376	1	PGEN_.00g346230	6.66398457997738
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g085870	4.15152596251299
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g150280	11.7902111486668
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g169820	-6.10805916020253
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g215490	5.72358052269235
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g282850	3.39063539422387
"carboxylic acid metabolic process"	GO:0032787;GO:0019752	1	PGEN_.00g108840	5.66319740605542
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g020410	-2.79594033471901
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g092260	-10.9736475060508
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g092270	-9.11266899362064
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g211250	5.23444792703682
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g276360	5.29248359213511
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g346230	6.66398457997738
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g029510	-3.87427000506861
"regulation of metabolic process"	GO:0009892;GO:0019222	1	PGEN_.00g212830	-6.20832669741685
"response to stress"	GO:0006950	1	PGEN_.00g057170	7.62959407168884
"response to stress"	GO:0006950	1	PGEN_.00g116940	6.32058006760953
"response to stress"	GO:0006950	1	PGEN_.00g212310	-3.65187838827288
"response to stress"	GO:0006950	1	PGEN_.00g263590	9.49485984493415
"response to stress"	GO:0006950	1	PGEN_.00g279590	8.32596399417674
"response to stress"	GO:0006950	1	PGEN_.00g346230	6.66398457997738
"multicellular organismal process"	GO:0032501	1	PGEN_.00g057130	6.37134505201874
"multicellular organismal process"	GO:0032501	1	PGEN_.00g092260	-10.9736475060508
"multicellular organismal process"	GO:0032501	1	PGEN_.00g092270	-9.11266899362064
"multicellular organismal process"	GO:0032501	1	PGEN_.00g114580	-4.14922956789537
"multicellular organismal process"	GO:0032501	1	PGEN_.00g254260	-6.36714834582748
"multicellular organismal process"	GO:0032501	1	PGEN_.00g256190	8.86348020511239
"multicellular organismal process"	GO:0032501	1	PGEN_.00g346230	6.66398457997738
"protein processing"	GO:0016485	2	PGEN_.00g033640	7.56557694692521
"protein processing"	GO:0016485	2	PGEN_.00g057170	7.62959407168884
"protein processing"	GO:0016485	2	PGEN_.00g057190	8.44655984756551
"protein processing"	GO:0016485	2	PGEN_.00g150280	11.7902111486668
"protein processing"	GO:0016485	2	PGEN_.00g199810	6.03848969028736
"carbohydrate metabolic process"	GO:0005975	1	PGEN_.00g039290	5.33099252860095
"carbohydrate metabolic process"	GO:0005975	1	PGEN_.00g057130	6.37134505201874
"carbohydrate metabolic process"	GO:0005975	1	PGEN_.00g104010	7.1570659472727
"carbohydrate metabolic process"	GO:0005975	1	PGEN_.00g279590	8.32596399417674
"carbohydrate metabolic process"	GO:0005975	1	PGEN_.00g327850	7.22087353920753
