name	term	lev	seq	value
"organelle membrane"	GO:0031090	1	PGEN_.00g263590	9.49485984493415
""	GO:0043233;GO:0070013		PGEN_.00g169820	-6.10805916020253
""	GO:0043233;GO:0070013		PGEN_.00g188250	5.64947107007138
""	GO:0043233;GO:0070013		PGEN_.00g282850	3.39063539422387
""	GO:0043233;GO:0070013		PGEN_.00g318440	7.44810157412973
""	GO:0098590		PGEN_.00g015870	-1.55265806539693
""	GO:0098590		PGEN_.00g056330	6.15148099788561
""	GO:0098590		PGEN_.00g188250	5.64947107007138
""	GO:0098590		PGEN_.00g327850	7.22087353920753
""	GO:0098590		PGEN_.00g348040	8.6077160214505
"vacuole"	GO:0005764;GO:0000323;GO:0005773	2	PGEN_.00g013160	10.758166994253
"vacuole"	GO:0005764;GO:0000323;GO:0005773	2	PGEN_.00g013170	9.98601051291368
"vacuole"	GO:0005764;GO:0000323;GO:0005773	2	PGEN_.00g327850	7.22087353920753
"vacuole"	GO:0005764;GO:0000323;GO:0005773	2	PGEN_.00g345680	8.39721010433223
"vacuole"	GO:0005764;GO:0000323;GO:0005773	2	PGEN_.00g104010	7.1570659472727
""	GO:0043005		PGEN_.00g009930	7.92581296479693
""	GO:0043005		PGEN_.00g015870	-1.55265806539693
""	GO:0043005		PGEN_.00g020410	-2.79594033471901
""	GO:0043005		PGEN_.00g199810	6.03848969028736
""	GO:0043005		PGEN_.00g279590	8.32596399417674
"integral component of plasma membrane"	GO:0005887;GO:0031226	2	PGEN_.00g150280	11.7902111486668
"integral component of plasma membrane"	GO:0005887;GO:0031226	2	PGEN_.00g188250	5.64947107007138
"integral component of plasma membrane"	GO:0005887;GO:0031226	2	PGEN_.00g346230	6.66398457997738
"integral component of plasma membrane"	GO:0005887;GO:0031226	2	PGEN_.00g348850	5.20727535682074
"nucleoplasm"	GO:0005654	1	PGEN_.00g013400	-1.55788426600256
"nucleoplasm"	GO:0005654	1	PGEN_.00g017130	-2.93663345680182
"nucleoplasm"	GO:0005654	1	PGEN_.00g048610	-2.12964832048908
"nucleoplasm"	GO:0005654	1	PGEN_.00g212830	-6.20832669741685
"nucleoplasm"	GO:0005654	1	PGEN_.00g254260	-6.36714834582748
"nucleoplasm"	GO:0005654	1	PGEN_.00g303310	-2.44255797882371
"extrinsic component of membrane"	GO:0019898	1	PGEN_.00g050250	5.33231459979733
"extrinsic component of membrane"	GO:0019898	1	PGEN_.00g205860	5.5914530055713
"extrinsic component of membrane"	GO:0019898	1	PGEN_.00g348220	6.20675169665155
"extrinsic component of membrane"	GO:0019898	1	PGEN_.00g348570	6.11371267491251
"cell surface"	GO:0009986	1	PGEN_.00g092260	-10.9736475060508
"cell surface"	GO:0009986	1	PGEN_.00g092270	-9.11266899362064
"cell surface"	GO:0009986	1	PGEN_.00g325090	6.10378895940777
"cell surface"	GO:0009986	1	PGEN_.00g346230	6.66398457997738
"cell surface"	GO:0009986	1	PGEN_.00g348850	5.20727535682074
"collagen trimer"	GO:0005581	2	PGEN_.00g078540	7.13726721631627
"collagen trimer"	GO:0005581	2	PGEN_.00g108910	7.24478101145996
"collagen trimer"	GO:0005581	2	PGEN_.00g116150	6.57490241438071
"collagen trimer"	GO:0005581	2	PGEN_.00g122020	7.61620186299853
"collagen trimer"	GO:0005581	2	PGEN_.00g127990	5.90260411651918
"collagen trimer"	GO:0005581	2	PGEN_.00g152150	7.45101060255571
"collagen trimer"	GO:0005581	2	PGEN_.00g188760	8.28797346901887
"collagen trimer"	GO:0005581	2	PGEN_.00g211250	5.23444792703682
"collagen trimer"	GO:0005581	2	PGEN_.00g261960	7.91021675086306
"collagen trimer"	GO:0005581	2	PGEN_.00g340090	9.29956767877679
