"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"12","crg:105321895","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105321895","medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"13","crg:105321895","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105321895","medium-chain specific acyl-CoA dehydrogenase, mitochondrial-like"
"14","crg:105322050","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105322050","WASH complex subunit SWIP"
"15","crg:105323790","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105323790","V-type proton ATPase 116 kDa subunit a isoform X1"
"16","crg:105324179","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105324179","D-aspartate oxidase"
"17","crg:105325181","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105325181","2-hydroxyacyl-CoA lyase 1-like"
"18","crg:105325406","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105325406","peroxisomal carnitine O-octanoyltransferase"
"19","crg:105325897","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105325897","arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 isoform X5"
"20","crg:105326193","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105326193","4-trimethylaminobutyraldehyde dehydrogenase"
"21","crg:105326718","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105326718","ras-related protein Rab-11B-like"
"22","crg:105326821","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105326821","alpha-galactosidase A"
"23","crg:105327432","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105327432","LOW QUALITY PROTEIN: WAS protein family homolog 1-like"
"24","crg:105327720","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105327720","programmed cell death 6-interacting protein isoform X1"
"25","crg:105328080","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105328080","charged multivesicular body protein 7"
"26","crg:105328336","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105328336","lysosomal alpha-glucosidase"
"27","crg:105328916","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105328916","cathepsin B"
"28","crg:105329358","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105329358","peroxisomal membrane protein 2"
"29","crg:105329422","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105329422","lysosome membrane protein 2-like"
"30","crg:105330227","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105330227","isocitrate dehydrogenase [NADP] cytoplasmic"
"31","crg:105330728","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105330728","estradiol 17-beta-dehydrogenase 8-like"
"32","crg:105331028","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105331028","AP-1 complex subunit beta-1"
"33","crg:105331606","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105331606","vacuolar protein sorting-associated protein 4B-like isoform X1"
"34","crg:105331657","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105331657","alpha-N-acetylgalactosaminidase"
"35","crg:105331760","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105331760","cathepsin L1-like"
"36","crg:105333224","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105333224","AP-2 complex subunit alpha-2"
"37","crg:105333323","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105333323","carnitine O-palmitoyltransferase 2, mitochondrial-like"
"38","crg:105333323","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105333323","carnitine O-palmitoyltransferase 2, mitochondrial-like"
"39","crg:105333437","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105333437","long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"40","crg:105333437","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105333437","long-chain specific acyl-CoA dehydrogenase, mitochondrial"
"41","crg:105333773","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105333773","charged multivesicular body protein 2b isoform X2"
"42","crg:105334311","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105334311","ras-related protein Rab-11A"
"43","crg:105334333","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105334333","galactocerebrosidase"
"44","crg:105334470","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105334470","arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 isoform X1"
"45","crg:105334890","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105334890","F-actin-capping protein subunit alpha-1 isoform X1"
"46","crg:105335021","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105335021","sorting nexin-2"
"47","crg:105335622","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105335622","enoyl-CoA delta isomerase 2, peroxisomal"
"48","crg:105335927","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105335927","cathepsin O-like"
"49","crg:105336470","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105336470","alcohol dehydrogenase class-3 isoform X1"
"50","crg:105336995","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105336995","dehydrogenase/reductase SDR family member 4-like"
"51","crg:105337075","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105337075","arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1"
"52","crg:105337930","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105337930","dynamin-1 isoform X1"
"53","crg:105338683","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105338683","AP-3 complex subunit beta-2 isoform X1"
"54","crg:105338718","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105338718","lysosome-associated membrane glycoprotein 1 isoform X1"
"55","crg:105338951","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105338951","alkyldihydroxyacetonephosphate synthase, peroxisomal"
"56","crg:105339056","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105339056","non-specific lipid-transfer protein"
"57","crg:105339056","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105339056","non-specific lipid-transfer protein"
"58","crg:105339566","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105339566","dipeptidyl peptidase 1"
"59","crg:105339789","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"60","crg:105339789","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"61","crg:105339789","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105339789","peroxisomal acyl-coenzyme A oxidase 1"
"62","crg:105339902","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105339902","catalase"
"63","crg:105339937","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105339937","charged multivesicular body protein 3"
"64","crg:105339958","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105339958","cation-independent mannose-6-phosphate receptor"
"65","crg:105339958","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105339958","cation-independent mannose-6-phosphate receptor"
"66","crg:105340049","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105340049","lysosomal thioesterase PPT2-A isoform X1"
"67","crg:105340049","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105340049","lysosomal thioesterase PPT2-A isoform X1"
"68","crg:105340059","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105340059","clathrin heavy chain 1 isoform X1"
"69","crg:105340059","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105340059","clathrin heavy chain 1 isoform X1"
"70","crg:105340690","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105340690","epididymal secretory protein E1-like"
"71","crg:105340763","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105340763","beta-galactosidase isoform X1"
"72","crg:105341564","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105341564","very-long-chain 3-oxoacyl-CoA reductase-like isoform X2"
"73","crg:105341804","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105341804","sialin"
"74","crg:105342001","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105342001","peroxisomal 2,4-dienoyl-CoA reductase-like"
"75","crg:105342074","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105342074","sorting nexin-6"
"76","crg:105342284","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105342284","acyl-CoA synthetase family member 3, mitochondrial isoform X2"
"77","crg:105342447","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105342447","ADP-ribosylation factor 6"
"78","crg:105342463","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105342463","clathrin light chain A isoform X1"
"79","crg:105342463","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105342463","clathrin light chain A isoform X1"
"80","crg:105342876","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105342876","actin-related protein 2/3 complex subunit 2 isoform X2"
"81","crg:105342925","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105342925","long-chain-fatty-acid--CoA ligase 4"
"82","crg:105342925","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105342925","long-chain-fatty-acid--CoA ligase 4"
"83","crg:105342925","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105342925","long-chain-fatty-acid--CoA ligase 4"
"84","crg:105344064","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105344064","cathepsin L1"
"85","crg:105344087","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105344087","endophilin-A3 isoform X1"
"86","crg:105345550","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105345550","low density lipoprotein receptor adapter protein 1-A"
"87","crg:105346656","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"88","crg:105346656","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"89","crg:105346656","crg04146","Peroxisome","105339056/105342001/105339902/105320852/105320492/105338951/105346656/105329358/105330227/105336995/105324179/105342925/105325406/105325181/105339789",15,"105346656","peroxisomal acyl-coenzyme A oxidase 3 isoform X1"
"90","crg:105347007","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105347007","ras-related protein Rab-35-like"
"91","crg:105347059","crg04142","Lysosome","105340690/105319353/105347059/105328336/105323790/105339958/105340763/105329422/105326821/105331657/105335927/105331028/105340059/105318218/105339566/105338718/105334333/105340049/105328916/105341804/105342463/105344064/105320698/105338683/105331760",25,"105347059","prosaposin isoform X1"
"92","crg:105347356","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"105347356","RUN and FYVE domain-containing protein 2-like isoform X3"
"93","crg:105348652","crg00071","Fatty acid degradation","105319102/105336470/105348652/105333437/105346656/105335622/105333323/105342925/105326193/105321895/105339789",11,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"94","crg:105348652","crg01212","Fatty acid metabolism","105339056/105319102/105348652/105333437/105346656/105341564/105342284/105333323/105342925/105330728/105340049/105321895/105339789",13,"105348652","hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
"95","crg:109619106","crg04144","Endocytosis","105317810/105318103/105342074/105326718/105347356/105321017/105339958/105345550/105333773/109619106/105344087/105327720/105325897/105318650/105347007/105340059/105333224/105342447/105331606/105335021/105322050/105327432/105334890/105328080/105339937/105342876/105337930/105337075/105342463/105334470/105334311",31,"109619106","sorting nexin-3-like"
