"","Cgigas_KEGG_IDs","Cgigas_PathwayID","Pathway_Description","Pathway_gene_list","Pathway_gene_count","gene_IDs","Gene_name"
"44","crg:105331747","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105331747","ubiquitin-conjugating enzyme E2 H"
"45","crg:105331916","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105331916","serine--pyruvate aminotransferase"
"46","crg:105331926","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105331926","gamma-aminobutyric acid receptor-associated protein-like 2"
"47","crg:105332143","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105332143","succinate dehydrogenase cytochrome b560 subunit, mitochondrial isoform X1"
"48","crg:105332278","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105332278","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like isoform X1"
"49","crg:105332291","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105332291","glucose-6-phosphate isomerase"
"50","crg:105332291","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105332291","glucose-6-phosphate isomerase"
"51","crg:105332291","crg00030","Pentose phosphate pathway","105348082/105335428/105332291/105322747/105322129/105328457/105320092/105330927",8,"105332291","glucose-6-phosphate isomerase"
"52","crg:105332637","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105332637","death-associated inhibitor of apoptosis 1"
"53","crg:105333930","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105333930","ubiquitin-conjugating enzyme E2 L3-like"
"54","crg:105334418","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105334418","mitogen-activated protein kinase 1"
"55","crg:105334523","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105334523","E3 ubiquitin-protein ligase TRIP12"
"56","crg:105335216","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105335216","ubiquitin-conjugating enzyme E2 N"
"57","crg:105335251","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105335251","serine/threonine-protein kinase STK11 isoform X1"
"58","crg:105335428","crg00030","Pentose phosphate pathway","105348082/105335428/105332291/105322747/105322129/105328457/105320092/105330927",8,"105335428","ribokinase"
"59","crg:105336470","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105336470","alcohol dehydrogenase class-3 isoform X1"
"60","crg:105336470","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105336470","alcohol dehydrogenase class-3 isoform X1"
"61","crg:105336504","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105336504","cullin-5"
"62","crg:105336710","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105336710","ubiquitin-conjugating enzyme E2 R2"
"63","crg:105336766","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105336766","probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
"64","crg:105337089","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105337089","succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"65","crg:105337523","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105337523","cullin-2"
"66","crg:105339480","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105339480","dual specificity mitogen-activated protein kinase kinase 1-like isoform X1"
"67","crg:105340512","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105340512","glyceraldehyde-3-phosphate dehydrogenase"
"68","crg:105340512","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105340512","glyceraldehyde-3-phosphate dehydrogenase"
"69","crg:105341094","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105341094","enoyl-CoA hydratase, mitochondrial-like"
"70","crg:105341248","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105341248","succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial-like"
"71","crg:105341494","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105341494","serine/threonine-protein kinase PLK1"
"72","crg:105342092","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105342092","cullin-3-B"
"73","crg:105342258","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105342258","E3 ubiquitin-protein ligase CBL-B"
"74","crg:105342273","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105342273","LOW QUALITY PROTEIN: ubiquitin-like modifier-activating enzyme 1"
"75","crg:105343370","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105343370","inhibitor of nuclear factor kappa-B kinase subunit alpha-like"
"76","crg:105343391","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105343391","isocitrate dehydrogenase [NADP], mitochondrial-like"
"77","crg:105343449","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105343449","NEDD4-like E3 ubiquitin-protein ligase WWP1 isoform X1"
"78","crg:105344501","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105344501","tumor necrosis factor"
"79","crg:105346262","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105346262","superoxide dismutase [Mn], mitochondrial-like"
"80","crg:105346675","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105346675","hexokinase-2-like"
"81","crg:105346675","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105346675","hexokinase-2-like"
"82","crg:105346902","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105346902","kelch-like protein diablo"
"83","crg:105347124","crg04068","FoxO signaling pathway","105335251/105343370/105329475/105346262/105318783/105328278/105334418/105341494/105331926/105320040/105326051/105339480/105317174/105347124/105344501/105331371",16,"105347124","mitogen-activated protein kinase 14A-like"
"84","crg:105347640","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105347640","probable phosphoglycerate mutase"
"85","crg:105347640","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105347640","probable phosphoglycerate mutase"
"86","crg:105348033","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105348033","putative inhibitor of apoptosis"
"87","crg:105348082","crg00010","Glycolysis / Gluconeogenesis","105348082/105336470/105322313/105332291/105326051/105322747/105346675/105323703/105347640/105326193/105330927/105331349/105340512/105328152",14,"105348082","phosphoglucomutase-1 isoform X1"
"88","crg:105348082","crg00030","Pentose phosphate pathway","105348082/105335428/105332291/105322747/105322129/105328457/105320092/105330927",8,"105348082","phosphoglucomutase-1 isoform X1"
"89","crg:105348659","crg04120","Ubiquitin mediated proteolysis","105336504/105331304/105332637/105323879/105317988/105319253/105325130/105342258/105333930/105346902/105348659/105348033/105325178/105343449/105336710/105342273/105328387/105331747/105335216/105342092/105334523/105328992/105337523/105331343",24,"105348659","TNF receptor-associated factor 6 isoform X1"
"90","crg:105348957","crg01200","Carbon metabolism","105336766/105348957/105341094/105336470/105322313/105332143/105332278/105332291/105322747/105322129/105325247/105328457/105330479/105346675/105319941/105323703/105347640/105328869/105320092/105337089/105343391/105330927/105331349/105341248/105331916/105340512/105328152/105317044",28,"105348957","glutamate dehydrogenase, mitochondrial"
