"","Gene","Gene_Description","AAA","AAM","AMA","AMM","ASA","ASM","MAA","MAM","MMA","MMM","MSA","MSM","foldChangeRatio","ControlRatio","baseMeanNAIVE_control","baseMeanPRIMED_control","baseMeanNAIVE_foldChangeModerate","baseMeanPRIMED_foldChangeModerate","Frontloaded"
"11","PGEN_.00g003210","Serine/threonine-protein kinase PrkC (Ser/Thr-protein kinase PrkC) (EC 2.7.11.1)",56.5662225749028,37.1341261199584,58.3943342296532,50.8894718778312,42.7180086838258,42.8910308468187,54.6226426630494,56.8913501690175,46.5671505929537,50.8446680035269,43.1235230448193,57.1092179103767,NA,NA,56.5662225749028,46.5671505929537,0.656471732238913,1.09185697119335,NA
"12","PGEN_.00g003300","PR domain zinc finger protein 2 (EC 2.1.1.355) (GATA-3-binding protein G3B) (Lysine N-methyltransferase 8) (MTB-ZF) (MTE-binding protein) (PR domain-containing protein 2) (Retinoblastoma protein-interacting zinc finger protein) (Zinc finger protein RIZ)",145.186341178833,163.969381620713,158.076619843476,139.117750620895,162.980494891105,163.918900860289,162.705152105069,152.93534805732,159.019837957521,138.16414390047,130.475567695494,156.068634988577,0.769320040464043,1.09528097937015,145.186341178833,159.019837957521,1.12937195254988,0.868848476234633,"frontloaded"
"13","PGEN_.00g003380",NA,65.2780184043731,65.2358639329644,70.1032728462602,49.2177894214214,63.6275782036451,52.8430415263782,63.1105431270803,66.2153614763951,76.2000236963903,47.9655359432725,57.1530573685791,68.2384673713699,NA,NA,65.2780184043731,76.2000236963903,0.999354231754593,0.629468779883656,NA
"14","PGEN_.00g003430","Toll-like receptor 2 (CD antigen CD282)",10.909479659699,16.9585822728511,12.8616573769397,14.6530567879347,18.7509591232707,15.194254675183,16.2016143703488,17.783903357515,15.2801543599315,17.0814995560438,24.64152938727,19.1195472458467,0.719138842500982,1.40063090418312,10.909479659699,15.2801543599315,1.55448131366872,1.11788789260113,"frontloaded"
"15","PGEN_.00g003440","Dual specificity protein kinase shkA (EC 2.7.11.1) (SH2 domain-containing protein 1) (SH2 domain-containing protein A)",23.4397097290506,21.1133058669713,20.6387412841752,25.7010341510207,25.3019835429029,19.7606081414073,24.6445234422192,24.8597658072741,23.2891162289051,20.5669249614966,19.4245295591086,21.9473950610696,NA,NA,23.4397097290506,23.2891162289051,0.900749459401539,0.883113157208178,NA
"16","PGEN_.00g003510",NA,20.7182507977587,22.0288283732122,20.4881855201481,20.567730632308,18.9387909916259,20.2823448740459,33.4418682899405,26.8799366448343,23.9382135525601,21.4630001442473,32.6477112079747,26.6371402989196,0.843257821509211,1.15541672828624,20.7182507977587,23.9382135525601,1.06325715371663,0.896599911147169,"frontloaded"
"17","PGEN_.00g003520",NA,37.2164343269644,26.2111630272891,29.4735258075811,30.6264119419745,36.9923536739452,38.1178109652543,38.791445032338,40.6406633715735,39.0562711545831,39.2277263748968,33.6111531997949,39.079719079562,NA,NA,37.2164343269644,39.0562711545831,0.704290013304642,1.0043899536552,NA
"18","PGEN_.00g004120","E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (Protein moonshine) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)",36.4337975211362,36.7493728052445,37.9438157712059,32.5458450962226,31.5109889098368,38.6866002474019,44.4469039488501,43.6411384381815,36.3908191802186,28.8228409810805,48.0054381488667,39.3880098309881,0.785234663180268,0.998820371637279,36.4337975211362,36.3908191802186,1.00866160833016,0.792036058279997,"Not frontloaded"
"19","PGEN_.00g004220","Uridine-cytidine kinase-like 1 (EC 2.7.1.48)",8.4097275709582,12.6060855349533,12.2826752418592,12.0739398226539,10.3887149939428,7.7796077661949,10.3404120017732,10.0762629179042,12.2228254393246,11.5309453708958,8.52802176294314,15.3017791165049,0.629353979859207,1.45341514766,8.4097275709582,12.2228254393246,1.49898857348087,0.943394424483659,"frontloaded"
"20","PGEN_.00g004280","Tyrosine-protein kinase STK (EC 2.7.10.2) (P57-STK)",29.9308851610438,37.6744259230318,35.2673118096213,38.9396679581267,32.1864791980417,31.4185672740016,44.735991323984,40.4045070519202,36.0235381417695,29.5298595062148,36.2344860644747,43.2203919225961,0.651250293676886,1.20355739390747,29.9308851610438,36.0235381417695,1.2587140580816,0.819737899980867,"frontloaded"
"21","PGEN_.00g006140","Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule)",11.4922795579246,8.74098901046383,11.5389226652455,8.52634775298176,11.1673740316296,10.8651444634754,11.5759292425526,11.2799954235233,12.4913563395398,8.0497140577794,6.93622250341661,11.3331090486094,NA,NA,11.4922795579246,12.4913563395398,0.760596621967519,0.644422738329788,NA
"22","PGEN_.00g006300","Src kinase-associated phosphoprotein 2",50.2067889060003,57.7101423563381,53.956554699968,58.656371289833,48.6786938586564,48.0391465536534,49.0486204333656,67.6710603948526,55.055252628344,63.7014985037599,51.5625471041688,56.7364480592225,1.00660988121279,1.09656988283838,50.2067889060003,55.055252628344,1.14944898118033,1.15704670240609,"Not frontloaded"
"23","PGEN_.00g006680",NA,24.5192628729746,16.8911885042665,34.8974876833781,38.4015514854312,19.7509386826255,28.8035973358659,28.4348282044922,69.7943723844666,19.6223223124853,31.8248378101719,39.0533339582158,35.9696689795281,NA,NA,24.5192628729746,19.6223223124853,0.688894629164574,1.62186907866263,NA
"24","PGEN_.00g006700",NA,37.0310009282109,43.6935719520598,44.5757362330199,38.3604658672704,35.9804257752606,37.4426319085478,41.0992658064917,42.5540454290913,35.1515172481272,41.3295170549323,34.9481056278642,48.1414847281319,0.996469835208431,0.949245668953771,37.0310009282109,35.1515172481272,1.17991873988946,1.17575343229699,"Not frontloaded"
"25","PGEN_.00g007090","Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1)",15.115143419403,23.4442211922633,23.2395368379564,22.6891569931571,26.095625603294,20.8174855210479,22.530962318439,27.443016313546,23.2599374532718,21.3599036723473,29.1115083429336,29.7764398277279,0.592062029245259,1.5388499339949,15.115143419403,23.2599374532718,1.55104192806853,0.918313031376734,"frontloaded"
"26","PGEN_.00g007310","Putative ferric-chelate reductase 1 homolog (DmSDR2) (EC 1.-.-.-)",59.5186287744283,50.7523099829676,53.517578099141,45.1235089720559,55.7733471510256,44.2490091026517,50.5668883363801,51.4586132532366,53.588938209187,63.5058584258341,54.5890563062953,52.3330997442952,NA,NA,59.5186287744283,53.588938209187,0.852713024947458,1.18505535933434,NA
"27","PGEN_.00g007330","Zinc finger protein 616",246.533141648935,227.834995317551,249.35376285077,251.98189501805,239.942673648521,241.681212097777,265.028917232976,253.830203030688,245.605272022003,256.900670819183,302.770758377323,272.288165860617,NA,NA,246.533141648935,245.605272022003,0.924155648176463,1.04599005023055,NA
"28","PGEN_.00g007550",NA,13.7118333231018,4.42295141087974,9.53120224764778,9.09816055978933,8.96480982992503,8.11293209008142,6.81508411655839,8.76858165960667,13.2406933469457,7.1836903010462,12.3696434509004,8.11752743481376,NA,NA,13.7118333231018,13.2406933469457,0.322564554765112,0.542546384302701,NA
"29","PGEN_.00g007650",NA,7.76914355900327,8.32797021253041,9.59070095337731,8.11173702622415,13.137664635293,10.8285317443679,12.4141068387237,12.2945742146782,12.2445038523662,13.8172928073999,12.6838220847535,11.8110886996912,1.05272697674763,1.57604293953054,7.76914355900327,12.2445038523662,1.07192899053584,1.12844856549494,"Not frontloaded"
"30","PGEN_.00g007860","Actin, cytoplasmic type 5",172.618359642353,223.31145632346,264.753671762029,258.301257235653,251.881925087458,171.036805093408,223.922155965533,338.91308844845,284.719760834793,284.348867859137,172.537891233963,300.699753501065,0.771986800361451,1.64941760207143,172.618359642353,284.719760834793,1.29367152362088,0.998697340238806,"frontloaded"
"31","PGEN_.00g007870","Actin-3",62.655057610941,75.3393932970916,88.2180619047061,92.8930130891668,94.5850487357296,62.2226906985562,78.1762635669447,96.6787468750936,90.6272769694881,98.0577393477957,58.4987696075853,87.8354849670756,0.899822732360523,1.44644790740185,62.655057610941,90.6272769694881,1.20244711552122,1.08198924900733,"frontloaded"
"32","PGEN_.00g007880","Actin, cytoplasmic [Cleaved into: Actin, cytoplasmic, intermediate form]",2031.68336742373,2836.4135298172,2957.25613139921,2848.7324604257,2840.47509070733,2265.42903915042,2879.20642696403,3309.29213837841,2902.57770518921,3109.29972239883,1968.19925882483,2964.80043793438,0.767300020637713,1.42865652774911,2031.68336742373,2902.57770518921,1.39609034325752,1.07122014919361,"frontloaded"
"33","PGEN_.00g007950",NA,57.7552922547524,41.9890814588807,56.3980192786091,44.154160715842,35.671407451345,44.9575361731551,46.4129320222006,47.6665339918537,44.7777018165628,41.5766381354448,38.8281530279564,48.8239306500661,NA,NA,57.7552922547524,44.7777018165628,0.727017037220958,0.928512104211342,NA
"34","PGEN_.00g008370","Phosphatase and actin regulator 2",70.994904875054,58.676704879557,68.18668994091,57.499569707804,67.4431528171448,56.1750163917103,56.4560583999335,56.7169569243747,64.0333929337031,60.2762571123825,68.7844397579186,66.6156159074078,NA,NA,70.994904875054,64.0333929337031,0.82649177406215,0.941325367137573,NA
"35","PGEN_.00g008380","Phosphatase and actin regulator 4 (Protein Humpty dumpty) (Humdy)",58.7820391542301,47.4139643149984,58.9562196146755,51.6700031275988,46.8649273901163,54.5351878237278,52.5999864400433,52.0985886145642,47.9603066289202,38.9334716902099,49.3895761000079,53.8650257020937,NA,NA,58.7820391542301,47.9603066289202,0.806606320522419,0.811785295524631,NA
"36","PGEN_.00g008400","Proto-oncogene tyrosine-protein kinase Yrk (EC 2.7.10.2) (Yes-related kinase) (p60-Yrk)",110.899909800296,110.837355613738,97.2211563756997,76.5043594666163,91.2272542189691,83.0657956343908,109.688283874488,117.107171989939,114.254442379194,129.132754391062,105.91427620088,124.118549606787,NA,NA,110.899909800296,114.254442379194,0.999435940149363,1.13022086233189,NA
"37","PGEN_.00g009870","Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho)",66.3086725680338,73.4662472924185,75.4813055908922,88.1993628735915,74.1314102863996,71.375359400845,84.2542028105272,77.4758237357517,84.9660324902529,79.2054919488061,87.245527325207,88.3117097066037,0.841380483564527,1.28137133801127,66.3086725680338,84.9660324902529,1.1079432666525,0.932201841458143,"frontloaded"
"38","PGEN_.00g009990",NA,70.2864037425206,64.2721118394315,62.848249017166,44.499237346556,56.0866735377378,53.9812217923506,71.3954631207942,63.0108230285761,51.5409329868009,62.4895414669952,50.2936862894324,66.1679877410062,NA,NA,70.2864037425206,51.5409329868009,0.914431645626355,1.21242550038817,NA
"39","PGEN_.00g010610","Low-density lipoprotein receptor-related protein 6 (LRP-6)",13.0342685000661,16.5188406517322,10.4784995246448,11.9675155161675,14.9471230410365,9.86618043585828,10.6629663013146,17.1701170845132,16.3253674610684,21.8991598463673,13.4011770560535,11.726344009628,1.0584530224977,1.25249586971341,13.0342685000661,16.3253674610684,1.26733929500135,1.34141910732428,"Not frontloaded"
"40","PGEN_.00g011050","Protein max (Class D basic helix-loop-helix protein 4) (bHLHd4) (Myc-associated factor X)",43.5865343188661,31.9971148806568,34.1702776820887,26.4010439376384,27.01816270418,33.1251763557635,32.0927549164849,36.0746550110638,34.0838198786791,35.3512364423593,28.9247531248091,43.7984365674613,NA,NA,43.5865343188661,34.0838198786791,0.734105507140701,1.03718528522306,NA
"41","PGEN_.00g011150","Kinesin-like protein KIF16B (Sorting nexin-23)",76.9164432342374,94.0534970605244,99.8195311109967,91.6209558783393,104.397343936217,104.037166853346,108.208970672233,119.562503578103,109.92782562755,102.559535820114,111.504786465291,107.497961841104,0.76297912226848,1.42918498314829,76.9164432342374,109.92782562755,1.22280091363688,0.932971567795759,"frontloaded"
"42","PGEN_.00g012070","Serum amyloid A protein (SAA)",4.96465663100064,30.4268277668192,35.6719396246515,9.23862341151712,19.9870324189333,16.8279064823687,17.0338575615277,18.6512720891347,16.4840781071944,8.21082986255312,6.62204386956348,21.9328976711993,0.0812746167427588,3.32028563753301,4.96465663100064,16.4840781071944,6.12868724431535,0.498106706917964,"frontloaded"
"43","PGEN_.00g012200","Cytochrome P450 1A1 (CYP1A1) (EC 1.14.14.1) (CYPIA1) (Cytochrome P450 form 6) (Cytochrome P450-C) (Cytochrome P450-P1) (Cytochrome P450MT2) (Hydroperoxy icosatetraenoate dehydratase) (EC 4.2.1.152) [Cleaved into: Cytochrome P450MT2A; Cytochrome P450MT2B]",32.9506791377979,28.7311653922485,29.9941558868758,29.6458477814679,37.1761555959694,27.171632504961,42.1387759921729,27.937851341309,29.8860852751016,60.4523535401426,26.6452647951805,30.561775134648,NA,NA,32.9506791377979,29.8860852751016,0.871944559081662,2.02275918654713,NA
"44","PGEN_.00g012650","Interferon-induced protein 44 (Antigen p44) (Non-A non-B hepatitis-associated microtubular aggregates protein)",13.2319721430689,12.2394061886951,10.4961095554475,14.0237863029133,12.0708298550792,10.0915745073548,10.6847635320722,15.2687855944976,10.3238344662091,14.4813086946649,11.3084439445494,13.0895132429698,NA,NA,13.2319721430689,10.3238344662091,0.924987300181572,1.40270640158592,NA
"45","PGEN_.00g012860","NF-kappa-B inhibitor cactus",49.6095854989256,55.8533514812195,49.3322239609543,42.7401177112648,49.9501048338818,46.5800260327129,49.2148233952264,66.0815005644094,52.1289328070601,52.7336191934217,51.1297048655239,59.0045696791771,0.898514530854402,1.05078347828947,49.6095854989256,52.1289328070601,1.12585805584748,1.01159982285844,"frontloaded"
"46","PGEN_.00g013900","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)",20.3824016250657,19.5893215908951,23.7044298466392,25.8082201021879,17.3776527779857,20.9793706178647,32.803908113841,27.0736583301361,25.8710702466645,29.4288285174673,24.297684852219,20.1647848210811,NA,NA,20.3824016250657,25.8710702466645,0.961089961391238,1.1375187897865,NA
"47","PGEN_.00g014250","RNA-binding protein PNO1",188.871192394476,200.690807233339,202.915330440561,183.138481542943,180.216816364735,151.96178437417,231.630425036732,296.566671651621,191.324626917153,257.17983666483,176.222423604993,213.684933766398,1.26504007409753,1.01298998799961,188.871192394476,191.324626917153,1.06258029448015,1.34420665446374,"Not frontloaded"
"48","PGEN_.00g014400","Calpain-9 (EC 3.4.22.-) (Digestive tract-specific calpain) (New calpain 4) (nCL-4)",7.38778051683012,8.92197526910189,9.21693124677646,8.75401494987735,3.65240546479975,9.27355397583913,7.13187976273611,12.5113838663219,6.44587700458711,7.93368441003649,11.3974416481431,10.1706280550161,1.01916822721007,0.872505211802481,7.38778051683012,6.44587700458711,1.20766653107475,1.23081535753639,"Not frontloaded"
"49","PGEN_.00g014720","Dynein light chain 1, axonemal (Leucine-rich repeat dynein light chain)",13.6926299689031,10.3296317730248,15.1631635738273,9.1116193987317,8.09717961056831,8.39801833362172,9.63623725555209,10.5240953404779,8.59406514525807,12.2830320170521,12.5563986690249,13.1215621483893,NA,NA,13.6926299689031,8.59406514525807,0.754393553063515,1.42924585855967,NA
"50","PGEN_.00g014940",NA,41.2615493058797,42.786261772073,34.5333417907993,29.6730429410245,34.4317238254802,31.857187418454,32.7479222713039,42.6497595110626,24.527525375714,24.4800948303832,27.549374984605,36.8691442392945,0.962499581263309,0.594440242509723,41.2615493058797,24.527525375714,1.03695238040846,0.998066231933135,"Not frontloaded"
"51","PGEN_.00g015170","Kelch domain-containing protein 2 (Hepatocellular carcinoma-associated antigen 33) (Host cell factor homolog LCP) (Host cell factor-like protein 1) (HCLP-1)",10.0262114514112,13.7165889072769,10.0500451251409,11.9660707637618,13.032158935031,15.229838088822,6.36773845107083,8.68711799615321,11.1535940755803,19.4495860319146,4.15580032181038,11.1793658988628,1.27463624645332,1.11244353160041,10.0262114514112,11.1535940755803,1.36807297290208,1.74379539905415,"Not frontloaded"
"52","PGEN_.00g015220","Dual specificity protein phosphatase 10 (EC 3.1.3.16) (EC 3.1.3.48)",3.94324289302251,8.07373700321559,8.75380835476417,7.78307453919283,7.78816128665268,7.77246056219442,8.06364564436002,8.57497187199909,6.08378917894203,7.643605781677,5.59051026441036,8.07429602694177,0.613625013979923,1.54283906520371,3.94324289302251,6.08378917894203,2.0474866048708,1.25638899653755,"frontloaded"
"53","PGEN_.00g015280",NA,134.636887942509,112.03954192513,105.101799623984,124.126899942362,110.426645635859,85.2098250762558,118.019464197969,132.679792967153,93.3299567109361,108.086649053567,107.055713599889,106.699314710556,NA,NA,134.636887942509,93.3299567109361,0.832160811478145,1.15811313818923,NA
"54","PGEN_.00g015410","Calmodulin (CaM)",27.2860544326632,36.7383327526349,26.9200623879983,22.3511351030864,24.2677298753432,25.7416853550577,26.038480856829,26.5293597515484,22.4235943322794,18.4158269780805,20.2693079461372,26.7020816825473,0.609968342759237,0.821796877508125,27.2860544326632,22.4235943322794,1.34641425873052,0.821270074065263,"Not frontloaded"
"55","PGEN_.00g015880","Spectrin beta chain, non-erythrocytic 5 (Beta-V spectrin)",375.839298818335,350.725761241293,420.341688156312,370.216453280719,403.597873372938,351.763335791365,387.022275521539,427.395542183727,381.350048487827,384.690628441496,394.103994411008,403.136382506039,NA,NA,375.839298818335,381.350048487827,0.933180118055773,1.00875987814061,NA
"56","PGEN_.00g016340","Peroxisome assembly factor 2 (PAF-2) (Peroxin-6) (Peroxisomal biogenesis factor 6) (Peroxisomal-type ATPase 1)",7.94640316437418,6.15106158430036,11.1768726458912,9.19759433805317,8.96480982992503,9.56834505563691,8.09333021833079,15.0026242897234,9.38915559377886,10.4178275876636,10.3065762405942,8.06808882602028,NA,NA,7.94640316437418,9.38915559377886,0.774068651824412,1.10955958537595,NA
"57","PGEN_.00g016570","Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)",228.328339081482,220.537261512548,229.003344058624,205.375972315895,224.341200431031,226.91666054407,233.34818714114,229.530230118514,228.155067915595,220.737235860628,235.847097863875,222.567622737512,NA,NA,228.328339081482,228.155067915595,0.965877746055191,0.967487761184813,NA
"58","PGEN_.00g016900",NA,46.8655492654021,31.7706356947748,39.3627850116906,29.3022799790483,25.2524482955282,19.8980778153418,29.8999941472282,31.5058248505408,28.4447723966207,30.417528468284,38.3184593650418,26.4789125078484,NA,NA,46.8655492654021,28.4447723966207,0.677910238816491,1.06935390602379,NA
"59","PGEN_.00g017130","Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR)",9.20943446638526,12.0295785661037,12.4334211562352,8.621658274251,17.4273978334248,11.302089258925,16.8464903480599,17.0549444368381,10.6884292030839,22.4149840866969,12.9980007186067,16.4627742760627,1.60548812942142,1.1605956090026,9.20943446638526,10.6884292030839,1.30622337452013,2.09712612216485,"Not frontloaded"
"60","PGEN_.00g017190",NA,301.146497854541,354.586513050392,347.128335192674,273.164017765789,344.743086076976,284.933308224084,301.564525196212,392.226048813864,343.157264148126,370.929208321776,304.297852491904,337.251658683153,0.918022741890552,1.13950275561191,301.146497854541,343.157264148126,1.1774552105921,1.08093066088108,"frontloaded"
"61","PGEN_.00g017350","Helix-loop-helix protein delilah (Protein taxi)",24.58486548787,17.8280532677838,21.109220044468,18.3238869937209,21.2485538891433,19.9020007152294,22.6171725388421,35.7614165026377,26.1720390384571,25.0731852629451,23.245245156805,25.6461082781152,NA,NA,24.58486548787,26.1720390384571,0.725163750705897,0.958014208449814,NA
"62","PGEN_.00g017750","Protein bark beetle (Protein anakonda)",56.4412358978282,54.3796785065941,61.3995129861049,59.0742589128686,60.6982271624086,52.1317712357794,57.6864072438262,60.0224358287017,56.8787200349726,62.4227830506149,57.7133230229525,75.0661286876221,NA,NA,56.4412358978282,56.8787200349726,0.9634742691502,1.09747165569537,NA
"63","PGEN_.00g017990","Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha)",54.9356944506175,57.295675359621,63.5218650491774,59.2122788749082,69.0594077203787,49.5174856399064,57.2627612947355,62.3482879795608,55.4684517541639,81.7175489252626,66.4368598149572,62.1623495778559,1.41254425684522,1.00969783505741,54.9356944506175,55.4684517541639,1.04295897107708,1.47322570472013,"Not frontloaded"
"64","PGEN_.00g018000","RNA-binding protein 25 (RNA-binding motif protein 25)",356.440270677817,305.052348126976,336.27328220209,340.346630188499,351.298867237606,367.834988689441,354.109279036,413.288332937937,357.556278742923,337.120405225671,410.181063197363,360.997186896537,NA,NA,356.440270677817,357.556278742923,0.855830199957146,0.942845714836558,NA
"65","PGEN_.00g018370",NA,250.137694737381,292.125891166348,234.393320731153,301.098016769259,271.469255172823,278.371289637119,281.145036436318,412.089036589051,258.929764641275,446.482831109478,276.904167230001,313.583078020168,1.47649465652821,1.03514892033016,250.137694737381,258.929764641275,1.16786033177866,1.72433953944245,"Not frontloaded"
"66","PGEN_.00g018550","ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)",82.4185599451167,70.8754163462289,74.7749679070568,82.3094875777717,65.5579449484834,63.2068881704133,71.6143822907752,93.3660083249606,76.7920359855277,84.6316012475252,72.9611461699899,73.7846909346729,NA,NA,82.4185599451167,76.7920359855277,0.85994485214769,1.10208825904128,NA
"67","PGEN_.00g019330","Cofilin (Actin-depolymerizing factor 1)",2010.12519875146,2063.4604578923,2150.24096303836,1947.08251249117,1977.29284266399,1653.30784222208,2007.43009176289,2283.52958042946,2178.55007826017,2328.04495013737,1735.11646311491,2041.48970000361,1.04100009931281,1.08378825339502,2010.12519875146,2178.55007826017,1.02653330209181,1.06862126942548,"Not frontloaded"
"68","PGEN_.00g019730","Homeobox protein SIX4 (Sine oculis homeobox homolog 4)",44.0159037601359,69.1857104218814,79.8219298327063,75.3064567370281,72.1903002732524,68.8148280821732,91.5123595095774,74.2122138878907,97.528569935387,101.620709700279,76.1029325085211,80.185107297135,0.662893233734785,2.21575752407283,44.0159037601359,97.528569935387,1.57183437147873,1.04195836940502,"frontloaded"
"69","PGEN_.00g020410","Protein Smaug homolog 1 (Smaug 1) (hSmaug1) (Sterile alpha motif domain-containing protein 4A) (SAM domain-containing protein 4A)",13.2726861671993,15.3087921457101,18.0576317318426,11.5518849657625,15.7999800457534,14.673641717987,22.3348336874635,21.2515948139378,24.3146466101424,19.0669277255115,14.8062210974556,17.9064672084027,0.679877482464683,1.83193110300694,13.2726861671993,24.3146466101424,1.15340572005255,0.784174577209692,"frontloaded"
"70","PGEN_.00g021500",NA,16.9796446576885,18.945363857866,19.7661131996495,19.6782967936395,18.4129700169033,21.1793727801463,20.6143649004247,28.5270827991151,23.368607815491,25.0752868181155,21.2415097488946,19.2534773453935,0.961698006759748,1.3762719000665,16.9796446576885,23.368607815491,1.11576916006233,1.07303297723594,"frontloaded"
