"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:1901687",0.0101689707182671,0.999961683344724,1,4,"glutathione derivative biosynthetic process","BP"
"GO:1904659",0.0103757559821342,0.999957453538118,1,5,"glucose transmembrane transport","BP"
"GO:0060742",0.0104003641539064,0.9999599157695,1,4,"epithelial cell differentiation involved in prostate gland development","BP"
"GO:0060588",0.0121661653239529,0.999937293818879,1,7,"negative regulation of lipoprotein lipid oxidation","BP"
"GO:2000098",0.0121661653239529,0.999937293818879,1,7,"negative regulation of smooth muscle cell-matrix adhesion","BP"
"GO:0043278",0.012230057827705,0.999938386002255,1,6,"response to morphine","BP"
"GO:0036003",0.012232350802054,0.999940820109271,1,5,"positive regulation of transcription from RNA polymerase II promoter in response to stress","BP"
"GO:0042178",0.0148276006967483,0.999909340324028,1,6,"xenobiotic catabolic process","BP"
"GO:2000405",0.0150168820692042,0.999902374917627,1,8,"negative regulation of T cell migration","BP"
"GO:0030858",0.015319797940085,0.999903202567056,1,6,"positive regulation of epithelial cell differentiation","BP"
"GO:0060736",0.0157294940485414,0.999897939344534,1,6,"prostate gland growth","BP"
"GO:1902166",0.0163130986123334,0.999887077634463,1,7,"negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:0006978",0.0163966751145014,0.999885913872393,1,7,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","BP"
"GO:0043056",0.0165848243607436,0.99988649916349,1,6,"forward locomotion","BP"
"GO:0055002",0.0165848243607436,0.99988649916349,1,6,"striated muscle cell development","BP"
"GO:0060419",0.0165848243607436,0.99988649916349,1,6,"heart growth","BP"
"GO:1901897",0.0165848243607436,0.99988649916349,1,6,"regulation of relaxation of cardiac muscle","BP"
"GO:2001222",0.01703880132391,0.999874218056066,1,8,"regulation of neuron migration","BP"
"GO:0010035",0.0172211640801522,0.999874111369253,1,7,"response to inorganic substance","BP"
"GO:0014012",0.0174477680097085,0.999866003954299,1,9,"peripheral nervous system axon regeneration","BP"
"GO:0060316",0.0182957346850702,0.999854905646915,1,8,"positive regulation of ryanodine-sensitive calcium-release channel activity","BP"
"GO:2000312",0.019162119989073,0.999838272781375,1,9,"regulation of kainate selective glutamate receptor activity","BP"
"GO:0009056",0.0200367058559528,0.999823113961499,1,9,"catabolic process","BP"
"GO:0060384",0.0215033599070604,0.999796156552584,1,9,"innervation","BP"
"GO:0035722",0.0217116101322083,0.999792172638767,1,9,"interleukin-12-mediated signaling pathway","BP"
"GO:0048681",0.0219835935999556,0.999786910933393,1,9,"negative regulation of axon regeneration","BP"
"GO:0060315",0.0220346513346903,0.999783257886212,1,10,"negative regulation of ryanodine-sensitive calcium-release channel activity","BP"
"GO:0043043",0.0224374577896711,0.999777982899856,1,9,"peptide biosynthetic process","BP"
"GO:0032781",0.0226135021685208,0.999771670662518,1,10,"positive regulation of ATPase activity","BP"
"GO:0000302",0.0226837996878406,0.999766018244948,1,12,"response to reactive oxygen species","BP"
"GO:0010642",0.0227489265436167,0.999766598188261,1,11,"negative regulation of platelet-derived growth factor receptor signaling pathway","BP"
"GO:0010880",0.0230366282001288,0.999763008130971,1,10,"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","BP"
"GO:0070555",0.0240848440539142,0.999744023292721,1,9,"response to interleukin-1","BP"
"GO:0071243",0.0242655411883837,0.999736926125956,1,10,"cellular response to arsenic-containing substance","BP"
"GO:0006954",0.0249766218828526,0.998094672430213,2,116,"inflammatory response","BP"
"GO:0044245",0.0254868357032079,0.999709644102397,1,10,"polysaccharide digestion","BP"
"GO:0021983",0.0256845100917069,0.999702145600806,1,11,"pituitary gland development","BP"
"GO:0070165",0.0260425825796253,0.999680955433308,1,19,"positive regulation of adiponectin secretion","BP"
"GO:0070206",0.028657501955316,0.999612237361951,1,20,"protein trimerization","BP"
"GO:0032331",0.0290584858832267,0.999618267441312,1,11,"negative regulation of chondrocyte differentiation","BP"
"GO:0030240",0.029218906977348,0.999614017654552,1,11,"skeletal muscle thin filament assembly","BP"
"GO:0048769",0.029218906977348,0.999614017654552,1,11,"sarcomerogenesis","BP"
"GO:0001824",0.0295628761892869,0.999601562718027,1,12,"blastocyst development","BP"
"GO:0001833",0.0297197011572636,0.99959730059742,1,12,"inner cell mass cell proliferation","BP"
"GO:0003300",0.0315433912564801,0.999546052399589,1,12,"cardiac muscle hypertrophy","BP"
"GO:0048739",0.0318323598015019,0.999537646978036,1,12,"cardiac muscle fiber development","BP"
"GO:1900016",0.0319339074726562,0.99952630078632,1,15,"negative regulation of cytokine production involved in inflammatory response","BP"
"GO:0010881",0.0322964001039585,0.99951542062629,1,15,"regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion","BP"
"GO:0042308",0.0330004920024747,0.999491694860543,1,16,"negative regulation of protein import into nucleus","BP"
"GO:0030241",0.0347316629123767,0.999445178596363,1,13,"skeletal muscle myosin thick filament assembly","BP"
"GO:0035995",0.036616895055373,0.999373349097708,1,16,"detection of muscle stretch","BP"
"GO:0071773",0.0371428553981009,0.999355092333761,1,16,"cellular response to BMP stimulus","BP"
"GO:0055003",0.0372287436802979,0.999358182989793,1,14,"cardiac myofibril assembly","BP"
"GO:0071688",0.0373029341991163,0.999355604574852,1,14,"striated muscle myosin thick filament assembly","BP"
"GO:0035356",0.0375990337367852,0.99932453675228,1,24,"cellular triglyceride homeostasis","BP"
"GO:0060395",0.0376446948594275,0.999334858401449,1,17,"SMAD protein signal transduction","BP"
"GO:0006977",0.0408094708263825,0.999214727601135,1,18,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP"
"GO:0007512",0.0412309983862516,0.999195848493219,1,19,"adult heart development","BP"
"GO:0006665",0.0444686325846768,0.99906633490146,1,18,"sphingolipid metabolic process","BP"
"GO:0070542",0.0461022809208327,0.998987559457003,1,21,"response to fatty acid","BP"
"GO:0051895",0.046317855384179,0.99897798825465,1,21,"negative regulation of focal adhesion assembly","BP"
"GO:0002223",0.0465158759357288,0.998971693825537,1,20,"stimulatory C-type lectin receptor signaling pathway","BP"
"GO:0043152",0.0470978711379577,0.998945575613783,1,20,"induction of bacterial agglutination","BP"
"GO:0009308",0.0472500596448981,0.99892298263017,1,28,"amine metabolic process","BP"
"GO:0055008",0.0477857946252398,0.99891723429674,1,19,"cardiac muscle tissue morphogenesis","BP"
"GO:0009617",0.0478251210636093,0.994809043645763,2,142,"response to bacterium","BP"
"GO:0060048",0.0495410908806859,0.998832292086785,1,20,"cardiac muscle contraction","BP"
"GO:0005615",3.3131572872202e-09,0.999999999696363,14,796,"extracellular space","CC"
"GO:0017090",1.75241976470255e-05,0.999999977321542,2,5,"meprin A complex","CC"
"GO:0046658",0.000232305730265915,0.999998647840161,2,9,"anchored component of plasma membrane","CC"
"GO:0031012",0.000237595617875964,0.999980234187127,5,244,"extracellular matrix","CC"
"GO:0005576",0.00092143690837333,0.999798016235875,9,1105,"extracellular region","CC"
"GO:0019897",0.00116270824960526,0.999982867214897,2,21,"extrinsic component of plasma membrane","CC"
"GO:0005859",0.0165848243607436,0.99988649916349,1,6,"muscle myosin complex","CC"
"GO:0022626",0.0205095433425406,0.999810447457045,1,11,"cytosolic ribosome","CC"
"GO:0097708",0.0216895460164051,0.999792596575724,1,9,"intracellular vesicle","CC"
"GO:0062023",0.0228738394666927,0.996808001885657,3,260,"collagen-containing extracellular matrix","CC"
"GO:0005581",0.0302459620088065,0.997438414915938,2,142,"collagen trimer","CC"
"GO:1904724",0.0322179161417606,0.999520221906433,1,14,"tertiary granule lumen","CC"
"GO:0035580",0.0362976727817435,0.999384300166419,1,16,"specific granule lumen","CC"
"GO:0005865",0.0365745993683047,0.999380690344383,1,14,"striated muscle thin filament","CC"
"GO:0031674",0.0375827213922346,0.999337061731103,1,17,"I band","CC"
"GO:0005802",0.0392250341249793,0.996181405017337,2,131,"trans-Golgi network","CC"
"GO:0030016",0.0413409943565248,0.999199828652969,1,16,"myofibril","CC"
"GO:0070062",0.0430045815335774,0.989752852762257,4,545,"extracellular exosome","CC"
"GO:0043025",0.0485589475875981,0.990920443915119,3,345,"neuronal cell body","CC"
"GO:0045174",4.69091642027071e-05,0.999999900549457,2,5,"glutathione dehydrogenase (ascorbate) activity","MF"
"GO:0017080",0.000104260748279616,0.999999605685557,2,8,"sodium channel regulator activity","MF"
"GO:0004252",0.000149623185884743,0.999992823164263,4,108,"serine-type endopeptidase activity","MF"
"GO:0005044",0.00131959783921995,0.999935127562622,3,85,"scavenger receptor activity","MF"
"GO:0004364",0.00224282719134521,0.999952612800195,2,32,"glutathione transferase activity","MF"
"GO:0031409",0.00268598340111662,1,1,1,"pigment binding","MF"
"GO:1990829",0.00273364127148738,1,1,1,"C-rich single-stranded DNA binding","MF"
"GO:0004734",0.00336982272602989,0.999997202150679,1,2,"pyrimidodiazepine synthase activity","MF"
"GO:0016782",0.00336982272602989,0.999997202150679,1,2,"transferase activity, transferring sulfur-containing groups","MF"
"GO:0004222",0.00409453519709903,0.999697646700974,3,131,"metalloendopeptidase activity","MF"
"GO:0004341",0.00665721678179128,0.999985421974038,1,3,"gluconolactonase activity","MF"
"GO:0004032",0.00733213221663848,0.999980103839223,1,4,"alditol:NADP+ 1-oxidoreductase activity","MF"
"GO:0050610",0.00754879229881583,0.999981248153206,1,3,"methylarsonate reductase activity","MF"
"GO:0047685",0.00794855475096706,0.999976611680888,1,4,"amine sulfotransferase activity","MF"
"GO:0016807",0.0107182034316707,0.999957422580583,1,4,"cysteine-type carboxypeptidase activity","MF"
"GO:0017171",0.0120977284666436,0.999942118736788,1,5,"serine hydrolase activity","MF"
"GO:0004867",0.0139848687213481,0.99922057672549,2,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:0034338",0.0150627306695555,0.999903771892016,1,7,"short-chain carboxylesterase activity","MF"
"GO:0043559",0.0157565623638304,0.999897586669728,1,6,"insulin binding","MF"
"GO:0042301",0.0208303461485637,0.999811735266588,1,8,"phosphate ion binding","MF"
"GO:0000293",0.0216456211500076,0.999793439243013,1,9,"ferric-chelate reductase activity","MF"
"GO:0008843",0.0220048118217305,0.999786497663268,1,9,"endochitinase activity","MF"
"GO:0005412",0.0264934127755994,0.999686136753584,1,10,"glucose:sodium symporter activity","MF"
"GO:0030234",0.0297905398902899,0.999595367855586,1,12,"enzyme regulator activity","MF"
"GO:0030506",0.0299226446997053,0.99959509351669,1,11,"ankyrin binding","MF"
"GO:0042802",0.031451539593968,0.991726209371678,5,762,"identical protein binding","MF"
"GO:0035255",0.032096358810654,0.999523856933114,1,14,"ionotropic glutamate receptor binding","MF"
"GO:0031433",0.0341051440671478,0.999465139920251,1,13,"telethonin binding","MF"
"GO:0004090",0.0358021072010356,0.999390345997117,1,22,"carbonyl reductase (NADPH) activity","MF"
"GO:0038187",0.0375264498934613,0.999341609665523,1,16,"pattern recognition receptor activity","MF"
"GO:0070891",0.0379481181676561,0.999326625572983,1,16,"lipoteichoic acid binding","MF"
"GO:1990380",0.0392351435695386,0.999282993367972,1,15,"Lys48-specific deubiquitinase activity","MF"
"GO:1904399",0.0425389716982613,0.999149127978998,1,17,"heparan sulfate binding","MF"
"GO:0004568",0.0447285816902563,0.999055296646013,1,18,"chitinase activity","MF"
"GO:0004553",0.0464305866374636,0.998975493366992,1,20,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF"
"GO:0035375",0.0465443590958387,0.998973231898729,1,19,"zymogen binding","MF"
"GO:1900165",0.0359955468945758,0.999382436098291,1,23,NA,NA
"GO:0050715",0.0405604864228383,0.999209347400577,1,27,NA,NA
"GO:0055114",0.0411341310985582,0.995884589566393,2,153,NA,NA
