"","PgenIDs","slim_term","over_represented_pvalue","GO_terms","term","ontology","effect","dir","Gene_terms"
"13","PGEN_.00g021440","anatomical structure development",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"14","PGEN_.00g021440","anatomical structure development",0.0162300012208662,"GO:0001942","hair follicle development","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"15","PGEN_.00g021440","cell differentiation",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"16","PGEN_.00g021440","anatomical structure development",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"17","PGEN_.00g021440","anatomical structure development",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"18","PGEN_.00g021440","cell differentiation",0.00491982122945583,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","secondAvM","Down","Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1)"
"19","PGEN_.00g022820","transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"20","PGEN_.00g022820","transport",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"21","PGEN_.00g022820","vesicle-mediated transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"22","PGEN_.00g022820","vesicle-mediated transport",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"23","PGEN_.00g022820","transport",0.0160334544867965,"GO:0002576","platelet degranulation","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"24","PGEN_.00g022820","vesicle-mediated transport",0.0160334544867965,"GO:0002576","platelet degranulation","BP","secondAvM","Down","Synaptosomal-associated protein 25 (SNAP-25) (Synaptosomal-associated 25 kDa protein)"
"25","PGEN_.00g033640","response to stress",0.0176321408468903,"GO:0050829","defense response to Gram-negative bacterium","BP","secondAvM","Down","Plasma kallikrein"
"26","PGEN_.00g033640","response to stress",0.000687744832834632,"GO:0051919","positive regulation of fibrinolysis","BP","secondAvM","Down","Plasma kallikrein"
"27","PGEN_.00g033640","response to stress",0.00747653991522563,"GO:0061045","negative regulation of wound healing","BP","secondAvM","Down","Plasma kallikrein"
"28","PGEN_.00g033640","protein maturation",0.000549632778196727,"GO:0031639","plasminogen activation","BP","secondAvM","Down","Plasma kallikrein"
"29","PGEN_.00g033640","response to stress",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","Plasma kallikrein"
"30","PGEN_.00g033640","response to stress",0.0083945765013953,"GO:0048678","response to axon injury","BP","secondAvM","Down","Plasma kallikrein"
"31","PGEN_.00g033640","response to stress",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","Plasma kallikrein"
"32","PGEN_.00g033640","response to stress",0.00408066432125348,"GO:0042730","fibrinolysis","BP","secondAvM","Down","Plasma kallikrein"
"33","PGEN_.00g046020","cell adhesion",0.0219537931373145,"GO:0007160","cell-matrix adhesion","BP","secondAvM","Down","Ependymin-related protein 2"
"34","PGEN_.00g046020","cell adhesion",0.00447514034978862,"GO:0007162","negative regulation of cell adhesion","BP","secondAvM","Down","Ependymin-related protein 2"
"35","PGEN_.00g057170","response to stress",0.00747653991522563,"GO:0061045","negative regulation of wound healing","BP","secondAvM","Down","Plasma kallikrein"
"36","PGEN_.00g057170","response to stress",0.00408066432125348,"GO:0042730","fibrinolysis","BP","secondAvM","Down","Plasma kallikrein"
"37","PGEN_.00g057170","response to stress",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","Plasma kallikrein"
"38","PGEN_.00g057170","response to stress",0.000687744832834632,"GO:0051919","positive regulation of fibrinolysis","BP","secondAvM","Down","Plasma kallikrein"
"39","PGEN_.00g057170","response to stress",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","Plasma kallikrein"
"40","PGEN_.00g057170","response to stress",0.0083945765013953,"GO:0048678","response to axon injury","BP","secondAvM","Down","Plasma kallikrein"
"41","PGEN_.00g057170","protein maturation",0.000549632778196727,"GO:0031639","plasminogen activation","BP","secondAvM","Down","Plasma kallikrein"
"42","PGEN_.00g057170","response to stress",0.0176321408468903,"GO:0050829","defense response to Gram-negative bacterium","BP","secondAvM","Down","Plasma kallikrein"
"43","PGEN_.00g085780","anatomical structure development",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"44","PGEN_.00g085780","cell differentiation",0.00491982122945583,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"45","PGEN_.00g085780","cell adhesion",0.00447514034978862,"GO:0007162","negative regulation of cell adhesion","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"46","PGEN_.00g085780","anatomical structure development",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"47","PGEN_.00g085780","cell differentiation",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"48","PGEN_.00g085780","anatomical structure development",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"49","PGEN_.00g085780","cell differentiation",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"50","PGEN_.00g085780","cell differentiation",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"51","PGEN_.00g085780","cell adhesion",0.0219537931373145,"GO:0007160","cell-matrix adhesion","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"52","PGEN_.00g085780","anatomical structure development",0.0162300012208662,"GO:0001942","hair follicle development","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"53","PGEN_.00g085780","anatomical structure development",0.00491982122945583,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"54","PGEN_.00g085780","anatomical structure development",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)"
"55","PGEN_.00g086610","cellular protein modification proce...",0.0336675696867039,"GO:0001933","negative regulation of protein phosphorylation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"56","PGEN_.00g086610","response to stress",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"57","PGEN_.00g086610","transport",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"58","PGEN_.00g086610","anatomical structure development",0.00491982122945583,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"59","PGEN_.00g086610","anatomical structure development",0.0162300012208662,"GO:0001942","hair follicle development","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"60","PGEN_.00g086610","cell population proliferation",0.0182953884865741,"GO:0010839","negative regulation of keratinocyte proliferation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"61","PGEN_.00g086610","response to stress",0.0176321408468903,"GO:0050829","defense response to Gram-negative bacterium","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"62","PGEN_.00g086610","cell differentiation",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"63","PGEN_.00g086610","vesicle-mediated transport",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"64","PGEN_.00g086610","vesicle-mediated transport",0.0160334544867965,"GO:0002576","platelet degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"65","PGEN_.00g086610","vesicle-mediated transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"66","PGEN_.00g086610","response to stress",0.0083945765013953,"GO:0048678","response to axon injury","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"67","PGEN_.00g086610","immune system process",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"68","PGEN_.00g086610","cell differentiation",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"69","PGEN_.00g086610","signal transduction",0.000551229148037815,"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"70","PGEN_.00g086610","anatomical structure development",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"71","PGEN_.00g086610","cell differentiation",0.00491982122945583,"GO:0003429","growth plate cartilage chondrocyte morphogenesis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"72","PGEN_.00g086610","response to stress",0.00408066432125348,"GO:0042730","fibrinolysis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"73","PGEN_.00g086610","response to stress",0.00747653991522563,"GO:0061045","negative regulation of wound healing","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"74","PGEN_.00g086610","anatomical structure formation invo...",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"75","PGEN_.00g086610","anatomical structure development",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"76","PGEN_.00g086610","anatomical structure development",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"77","PGEN_.00g086610","response to stress",0.000687744832834632,"GO:0051919","positive regulation of fibrinolysis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"78","PGEN_.00g086610","immune system process",0.030877777689642,"GO:0006955","immune response","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"79","PGEN_.00g086610","immune system process",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"80","PGEN_.00g086610","anatomical structure development",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"81","PGEN_.00g086610","response to stress",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"82","PGEN_.00g086610","transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"83","PGEN_.00g086610","transport",0.0160334544867965,"GO:0002576","platelet degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"84","PGEN_.00g086610","cell differentiation",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"85","PGEN_.00g086610","immune system process",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"86","PGEN_.00g086610","signal transduction",0.0225894585881642,"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"87","PGEN_.00g086660","vesicle-mediated transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"88","PGEN_.00g086660","vesicle-mediated transport",0.0160334544867965,"GO:0002576","platelet degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"89","PGEN_.00g086660","signal transduction",0.000551229148037815,"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"90","PGEN_.00g086660","response to stress",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"91","PGEN_.00g086660","response to stress",0.00408066432125348,"GO:0042730","fibrinolysis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"92","PGEN_.00g086660","response to stress",0.000687744832834632,"GO:0051919","positive regulation of fibrinolysis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"93","PGEN_.00g086660","response to stress",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"94","PGEN_.00g086660","anatomical structure development",0.0162300012208662,"GO:0001942","hair follicle development","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"95","PGEN_.00g086660","signal transduction",0.0225894585881642,"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"96","PGEN_.00g086660","cellular protein modification proce...",0.0336675696867039,"GO:0001933","negative regulation of protein phosphorylation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"97","PGEN_.00g086660","cell population proliferation",0.0182953884865741,"GO:0010839","negative regulation of keratinocyte proliferation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"98","PGEN_.00g086660","vesicle-mediated transport",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"99","PGEN_.00g086660","immune system process",0.030877777689642,"GO:0006955","immune response","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"100","PGEN_.00g086660","transport",0.0329898094177552,"GO:0006887","exocytosis","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"101","PGEN_.00g086660","cell differentiation",0.00444513065344946,"GO:0002062","chondrocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"102","PGEN_.00g086660","immune system process",0.00267305069475247,"GO:0043152","induction of bacterial agglutination","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"103","PGEN_.00g086660","cell differentiation",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"104","PGEN_.00g086660","anatomical structure formation invo...",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"105","PGEN_.00g086660","anatomical structure development",0.00303554273250275,"GO:0042246","tissue regeneration","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"106","PGEN_.00g086660","response to stress",0.00747653991522563,"GO:0061045","negative regulation of wound healing","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"107","PGEN_.00g086660","anatomical structure development",0.000296441654720692,"GO:0045616","regulation of keratinocyte differentiation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"108","PGEN_.00g086660","immune system process",0.0359169550073166,"GO:0043312","neutrophil degranulation","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"109","PGEN_.00g086660","anatomical structure development",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
"110","PGEN_.00g086660","immune system process",0.00596576318147863,"GO:0072675","osteoclast fusion","BP","secondAvM","Down","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)"
