"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0004252",0.000796689914233601,0.99993968738676,4,108,"serine-type endopeptidase activity","MF"
"GO:0050839",0.000925689444000562,0.999926962440245,4,113,"cell adhesion molecule binding","MF"
"GO:0030246",0.00144372426947414,0.99981818170067,5,233,"carbohydrate binding","MF"
"GO:0005518",0.00165181950293566,0.999912061942487,3,61,"collagen binding","MF"
"GO:0004500",0.00261878776546144,0.999941711277002,2,19,"dopamine beta-monooxygenase activity","MF"
"GO:0016715",0.00261878776546144,0.999941711277002,2,19,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","MF"
"GO:0050840",0.00492361128858667,0.99984403250356,2,29,"extracellular matrix binding","MF"
"GO:0005201",0.00500399888783035,0.999601515098924,3,91,"extracellular matrix structural constituent","MF"
"GO:0050431",0.0112641159482077,0.999444857395119,2,39,"transforming growth factor beta binding","MF"
"GO:0005178",0.018905108441171,0.998764257232309,2,54,"integrin binding","MF"
"GO:0004888",0.0230394386789779,0.996751891321215,3,195,"transmembrane signaling receptor activity","MF"
"GO:0051087",0.0242914977908765,0.998178102114136,2,65,"chaperone binding","MF"
"GO:0004175",0.0256631947967387,0.998017396926956,2,66,"endopeptidase activity","MF"
"GO:0004197",0.0310471997517629,0.997337178003032,2,75,"cysteine-type endopeptidase activity","MF"
"GO:0004867",0.0341250696318978,0.996923013334696,2,72,"serine-type endopeptidase inhibitor activity","MF"
"GO:0005507",0.0370648601557145,0.996492810932047,2,88,"copper ion binding","MF"
